label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	dataset	ref	region	seed	method	printref	tool
0.03	0.03	17418200	13318400000	3269490	3062340	0.850475	0.999755	0.84196	0.99977	0.84196	0.999525	0.845969	0.846196	236.7272	00:03:56	1948.45	2090.5	1945.96	1946.36	866.5	0.05	0	marine	NA	NA	8	de_novo	NA	mothur
0.03	0.03	17424700	13318400000	3278010	3055790	0.850795	0.999754	0.841663	0.999771	0.841663	0.999525	0.845979	0.846205	237.7828	00:03:57	1948.45	2090.5	1944.7	1945.28	866.5	0.05	0	marine	NA	NA	9	de_novo	NA	mothur
0.03	0.03	17420000	13318400000	3276310	3060480	0.850566	0.999754	0.841696	0.99977	0.841696	0.999525	0.845882	0.846108	241.8704	00:04:01	1948.45	2090.5	1944.7	1945.56	872.94	0.05	0	marine	NA	NA	10	de_novo	NA	mothur
0.03	0.03	17420800	13318400000	3275890	3059710	0.850604	0.999754	0.841719	0.99977	0.841719	0.999525	0.845912	0.846138	235.1599	00:03:55	1948.49	2090.5	1945.97	1946.27	0	3.22	0	marine	NA	NA	11	de_novo	NA	mothur
0.03	0.03	17407100	13318400000	3262440	3073400	0.849935	0.999755	0.842162	0.999769	0.842162	0.999525	0.845802	0.846031	250.1875	00:04:10	1948.45	2090.5	1944.79	1945.63	871.16	0.05	0	marine	NA	NA	12	de_novo	NA	mothur
0.03	0.03	17416700	13318400000	3268350	3063850	0.850402	0.999755	0.841994	0.99977	0.841994	0.999525	0.84595	0.846177	248.1845	00:04:08	1948.45	2090.5	1944.71	1945.72	879.8	0.05	0	marine	NA	NA	13	de_novo	NA	mothur
0.03	0.03	17429800	13318400000	3283720	3050690	0.851044	0.999754	0.84147	0.999771	0.84147	0.999525	0.846006	0.84623	236.1352	00:03:56	1948.44	2090.5	1944.77	1945.53	0	0.05	0	marine	NA	NA	14	de_novo	NA	mothur
0.03	0.03	17420000	13318400000	3273530	3060520	0.850564	0.999754	0.841809	0.99977	0.841809	0.999525	0.845937	0.846164	296.8368	00:04:56	1948.45	2090.5	1944.71	1945.55	363.75	0.07	0	marine	NA	NA	15	de_novo	NA	mothur
0.03	0.03	17426800	13318400000	3280230	3053690	0.850898	0.999754	0.841589	0.999771	0.841589	0.999525	0.845993	0.846217	240.7513	00:04:00	1948.45	2090.5	1944.78	1945.34	871.2	0.06	0	marine	NA	NA	16	de_novo	NA	mothur
0.03	0.03	17417500	13318400000	3271670	3063020	0.850442	0.999754	0.841865	0.99977	0.841865	0.999525	0.845905	0.846132	247.1074	00:04:07	1948.44	2090.5	1944.77	1945.44	0	0.06	0	marine	NA	NA	17	de_novo	NA	mothur
0.03	0.03	17420600	13318400000	3279210	3059940	0.850592	0.999754	0.841582	0.99977	0.841582	0.999525	0.845838	0.846063	350.8495	00:05:50	1948.49	2090.5	1944.82	1945.46	874.99	3.23	0	marine	NA	NA	18	de_novo	NA	mothur
0.03	0.03	17420400	13318400000	3273490	3060150	0.850582	0.999754	0.841813	0.99977	0.841813	0.999525	0.845949	0.846175	256.4059	00:04:16	1948.49	2090.5	1944.7	1945.5	879.53	3.22	0	marine	NA	NA	19	de_novo	NA	mothur
0.03	0.03	17411100	13318400000	3262190	3069390	0.850131	0.999755	0.842203	0.99977	0.842203	0.999525	0.84592	0.846148	285.5803	00:04:45	1948.45	2090.5	1944.71	1945.28	866.5	0.06	0	marine	NA	NA	20	de_novo	NA	mothur
0.03	0.03	17422200	13318400000	3275670	3058310	0.850672	0.999754	0.841739	0.99977	0.841739	0.999525	0.845956	0.846182	275.1834	00:04:35	1948.45	2090.5	1944.78	1945.34	869.93	0.06	0	marine	NA	NA	21	de_novo	NA	mothur
0.03	0.03	17420700	13318400000	3273220	3059780	0.8506	0.999754	0.841827	0.99977	0.841827	0.999525	0.845965	0.846191	259.3224	00:04:19	1948.49	2090.5	1944.78	1945.75	866.5	3.22	0	marine	NA	NA	22	de_novo	NA	mothur
0.03	0.03	17418400	13318400000	3272450	3062120	0.850486	0.999754	0.84184	0.99977	0.84184	0.999525	0.845915	0.846141	258.878	00:04:18	1948.49	2090.5	1946	1946.46	879.53	3.22	0	marine	NA	NA	23	de_novo	NA	mothur
0.03	0.03	17426800	13318400000	3281180	3053680	0.850898	0.999754	0.84155	0.999771	0.84155	0.999525	0.845974	0.846198	240.5008	00:04:00	1948.45	2090.5	1944.78	1945.71	875.5	0.04	0	marine	NA	NA	24	de_novo	NA	mothur
0.03	0.03	17409400	13318400000	3259090	3071100	0.850048	0.999755	0.842316	0.999769	0.842316	0.999526	0.845936	0.846164	242.0548	00:04:02	1948.45	2090.5	1944.78	1945.27	866.5	0.05	0	marine	NA	NA	25	de_novo	NA	mothur
0.03	0.03	17407100	13318400000	3258090	3073390	0.849936	0.999755	0.842339	0.999769	0.842339	0.999525	0.845891	0.846121	258.372	00:04:18	1948.49	2090.5	1944.82	1945.38	7.09	3.22	0	marine	NA	NA	26	de_novo	NA	mothur
0.03	0.03	17418200	13318400000	3270970	3062340	0.850475	0.999754	0.841899	0.99977	0.841899	0.999525	0.845939	0.846166	237.8275	00:03:57	1948.45	2090.5	1944.78	1945.71	872.59	0.05	0	marine	NA	NA	27	de_novo	NA	mothur
0.03	0.03	17417100	13318400000	3266190	3063380	0.850424	0.999755	0.842086	0.99977	0.842086	0.999526	0.846007	0.846235	256.6027	00:04:16	1948.49	2090.5	1944.74	1945.34	866.5	3.23	0	marine	NA	NA	28	de_novo	NA	mothur
0.03	0.03	17414700	13318400000	3265140	3065820	0.850305	0.999755	0.84211	0.99977	0.84211	0.999525	0.84596	0.846188	260.4364	00:04:20	1948.49	2090.5	1944.82	1945.25	866.5	3.23	0	marine	NA	NA	29	de_novo	NA	mothur
0.03	0.03	17415300	13318400000	3266250	3065200	0.850336	0.999755	0.84207	0.99977	0.84207	0.999525	0.845955	0.846183	360.8855	00:06:00	1948.48	2090.5	1944.82	1945.63	870.58	3.23	0	marine	NA	NA	30	de_novo	NA	mothur
0.03	0.03	17416000	13318400000	3268860	3064530	0.850368	0.999755	0.841968	0.99977	0.841968	0.999525	0.84592	0.846147	238.8955	00:03:58	1948.45	2090.5	1944.78	1945.34	866.5	0.05	0	marine	NA	NA	31	de_novo	NA	mothur
0.03	0.03	17416000	13318400000	3266750	3064480	0.850371	0.999755	0.842055	0.99977	0.842055	0.999525	0.845965	0.846192	260.5237	00:04:20	1948.49	2090.5	1944.77	1945.22	868.41	3.23	0	marine	NA	NA	32	de_novo	NA	mothur
0.03	0.03	17420500	13318400000	3272500	3059990	0.85059	0.999754	0.841855	0.99977	0.841855	0.999525	0.845974	0.8462	237.5764	00:03:57	1948.44	2090.5	1944.7	1945.52	848.82	0.05	0	marine	NA	NA	33	de_novo	NA	mothur
0.03	0.03	17419900	13318400000	3271360	3060640	0.850558	0.999754	0.841896	0.99977	0.841896	0.999525	0.845979	0.846205	324.8171	00:05:24	1948.48	2090.5	1946.02	1946.37	879.53	3.23	0	marine	NA	NA	34	de_novo	NA	mothur
0.03	0.03	17418600	13318400000	3271590	3061870	0.850498	0.999754	0.841877	0.99977	0.841877	0.999525	0.845939	0.846166	246.3496	00:04:06	1948.45	2090.5	1944.71	1945.4	866.5	0.05	0	marine	NA	NA	35	de_novo	NA	mothur
0.03	0.03	17413600	13318400000	3267120	3066860	0.850255	0.999755	0.842021	0.99977	0.842021	0.999525	0.84589	0.846118	260.7774	00:04:20	1948.49	2090.5	1944.7	1945.31	865.01	3.23	0	marine	NA	NA	36	de_novo	NA	mothur
0.03	0.03	17418000	13318400000	3268060	3062540	0.850465	0.999755	0.842016	0.99977	0.842016	0.999526	0.845993	0.84622	283.3555	00:04:43	1948.45	2090.5	1945.92	1946.23	0	0.05	0	marine	NA	NA	37	de_novo	NA	mothur
0.03	0.03	17415400	13318400000	3267750	3065070	0.850342	0.999755	0.842009	0.99977	0.842009	0.999525	0.845928	0.846155	256.5897	00:04:16	1948.48	2090.5	1944.78	1945.31	866.5	3.23	0	marine	NA	NA	38	de_novo	NA	mothur
0.03	0.03	17404300	13318400000	3255400	3076240	0.849797	0.999756	0.842427	0.999769	0.842427	0.999525	0.845866	0.846096	258.1684	00:04:18	1948.49	2090.5	1944.78	1945.63	866.5	3.22	0	marine	NA	NA	39	de_novo	NA	mothur
0.03	0.03	17414900	13318400000	3264560	3065590	0.850316	0.999755	0.842135	0.99977	0.842135	0.999526	0.845978	0.846206	271.2317	00:04:31	1948.49	2090.5	1944.78	1945.15	866.5	3.22	0	marine	NA	NA	40	de_novo	NA	mothur
0.03	0.03	17427000	13318400000	3282420	3053530	0.850906	0.999754	0.841501	0.999771	0.841501	0.999525	0.845952	0.846177	240.4459	00:04:00	1948.44	2090.5	1944.77	1945.57	866.5	0.05	0	marine	NA	NA	41	de_novo	NA	mothur
0.03	0.03	17417400	13318400000	3267920	3063080	0.850439	0.999755	0.842018	0.99977	0.842018	0.999525	0.845981	0.846208	262.6657	00:04:22	1948.49	2090.5	1944.82	1945.59	866.5	3.22	0	marine	NA	NA	42	de_novo	NA	mothur
0.03	0.03	17414500	13318400000	3265760	3066040	0.850295	0.999755	0.842083	0.99977	0.842083	0.999525	0.845941	0.846169	243.0574	00:04:03	1948.44	2090.5	1945.98	1946.35	0	0.06	0	marine	NA	NA	43	de_novo	NA	mothur
0.03	0.03	17404600	13318400000	3258080	3075860	0.849815	0.999755	0.842321	0.999769	0.842321	0.999525	0.845822	0.846052	261.6698	00:04:21	1948.48	2090.5	1944.78	1945.38	0	3.23	0	marine	NA	NA	44	de_novo	NA	mothur
0.03	0.03	17424800	13318400000	3278580	3055730	0.850798	0.999754	0.84164	0.999771	0.84164	0.999525	0.845969	0.846194	248.8879	00:04:08	1948.45	2090.5	1945.88	1946.19	866.5	0.05	0	marine	NA	NA	45	de_novo	NA	mothur
0.03	0.03	17400700	13318500000	3251360	3079840	0.849621	0.999756	0.842565	0.999769	0.842565	0.999525	0.845848	0.846078	314.6777	00:05:14	1948.45	2090.5	1945.92	1946.13	879.25	0.06	0	marine	NA	NA	46	de_novo	NA	mothur
0.03	0.03	17422400	13318400000	3273420	3058100	0.850683	0.999754	0.841832	0.99977	0.841832	0.999525	0.846008	0.846234	242.7015	00:04:02	1948.44	2090.5	1944.77	1945.62	0	0.06	0	marine	NA	NA	47	de_novo	NA	mothur
0.03	0.03	17406500	13318400000	3259430	3073990	0.849906	0.999755	0.84228	0.999769	0.84228	0.999525	0.845847	0.846076	238.027	00:03:58	1948.45	2090.5	1945.98	1946.17	879.53	0.04	0	marine	NA	NA	48	de_novo	NA	mothur
0.03	0.03	17425400	13318400000	3278970	3055140	0.850827	0.999754	0.841629	0.999771	0.841629	0.999525	0.845978	0.846203	239.3815	00:03:59	1948.45	2090.5	1944.78	1945.37	868.27	0.05	0	marine	NA	NA	49	de_novo	NA	mothur
0.03	0.03	17426800	13318400000	3288120	3053740	0.850895	0.999753	0.841268	0.999771	0.841268	0.999525	0.84583	0.846054	255.142	00:04:15	1948.44	2090.5	1944.77	1945.69	0	0.05	0	marine	NA	NA	50	de_novo	NA	mothur
0.03	0.03	17428200	13318400000	3282760	3052330	0.850964	0.999754	0.841496	0.999771	0.841496	0.999525	0.845979	0.846204	240.5619	00:04:00	1948.44	2090.5	1944.77	1945.58	867.96	0.05	0	marine	NA	NA	51	de_novo	NA	mothur
0.03	0.03	17419700	13318400000	3273230	3060760	0.850552	0.999754	0.841819	0.99977	0.841819	0.999525	0.845937	0.846163	237.0254	00:03:57	1948.45	2090.5	1944.78	1945.37	866.5	0.05	0	marine	NA	NA	52	de_novo	NA	mothur
0.03	0.03	17419200	13318400000	3273100	3061340	0.850524	0.999754	0.84182	0.99977	0.84182	0.999525	0.845923	0.84615	255.9514	00:04:15	1948.48	2090.5	1944.82	1945.61	24.94	3.22	0	marine	NA	NA	53	de_novo	NA	mothur
0.03	0.03	17416500	13318400000	3267290	3064030	0.850393	0.999755	0.842036	0.99977	0.842036	0.999525	0.845967	0.846194	260.5958	00:04:20	1948.49	2090.5	1944.78	1945.3	871.18	3.22	0	marine	NA	NA	54	de_novo	NA	mothur
0.03	0.03	17410900	13318400000	3266450	3069570	0.850122	0.999755	0.842028	0.99977	0.842028	0.999525	0.845828	0.846056	254.6607	00:04:14	1948.45	2090.5	1944.7	1945.31	872.03	0.05	0	marine	NA	NA	55	de_novo	NA	mothur
0.03	0.03	17425200	13318400000	3281090	3055270	0.850821	0.999754	0.841542	0.999771	0.841542	0.999525	0.845931	0.846156	254.4544	00:04:14	1948.45	2090.5	1945.83	1946	879.25	0.05	0	marine	NA	NA	56	de_novo	NA	mothur
0.03	0.03	17420900	13318400000	3275770	3059590	0.85061	0.999754	0.841725	0.99977	0.841725	0.999525	0.845918	0.846144	239.9561	00:03:59	1948.45	2090.5	1945.93	1946.38	866.5	0.05	0	marine	NA	NA	57	de_novo	NA	mothur
0.03	0.03	17420700	13318400000	3273860	3059810	0.850599	0.999754	0.841801	0.99977	0.841801	0.999525	0.845951	0.846177	275.6635	00:04:35	1948.44	2090.5	1944.77	1945.64	869.32	0.05	0	marine	NA	NA	58	de_novo	NA	mothur
0.03	0.03	17416700	13318400000	3268960	3063760	0.850406	0.999755	0.84197	0.99977	0.84197	0.999525	0.84594	0.846167	238.0918	00:03:58	1948.45	2090.5	1944.79	1945.55	873.95	0.04	0	marine	NA	NA	59	de_novo	NA	mothur
0.03	0.03	17411400	13318400000	3258680	3069090	0.850146	0.999755	0.842348	0.99977	0.842348	0.999526	0.846	0.846229	264.789	00:04:24	1948.47	2090.5	1944.77	1945.59	869.42	3.23	0	marine	NA	NA	60	de_novo	NA	mothur
0.03	0.03	17415400	13318400000	3266520	3065090	0.850341	0.999755	0.842059	0.99977	0.842059	0.999525	0.845953	0.84618	236.7939	00:03:56	1948.44	2090.5	1945.98	1946.24	879.25	0.05	0	marine	NA	NA	61	de_novo	NA	mothur
0.03	0.03	17405400	13318400000	3264390	3075150	0.84985	0.999755	0.842069	0.999769	0.842069	0.999525	0.845713	0.845942	249.2671	00:04:09	1948.45	2090.5	1946.04	1946.62	0	0.05	0	marine	NA	NA	62	de_novo	NA	mothur
0.03	0.03	17425400	13318400000	3277700	3055130	0.850827	0.999754	0.84168	0.999771	0.84168	0.999525	0.846004	0.846229	236.3926	00:03:56	1948.44	2090.5	1944.7	1945.29	786.59	0.06	0	marine	NA	NA	63	de_novo	NA	mothur
0.03	0.03	17428000	13318400000	3282080	3052530	0.850954	0.999754	0.841522	0.999771	0.841522	0.999525	0.845988	0.846212	259.0885	00:04:19	1948.49	2090.5	1944.77	1945.38	0	3.23	0	marine	NA	NA	64	de_novo	NA	mothur
0.03	0.03	17424400	13318400000	3278710	3056060	0.850782	0.999754	0.841632	0.999771	0.841632	0.999525	0.845957	0.846182	256.9331	00:04:16	1948.48	2090.5	1944.75	1945.42	0	3.22	0	marine	NA	NA	65	de_novo	NA	mothur
0.03	0.03	17408200	13318400000	3261190	3072260	0.849991	0.999755	0.842222	0.999769	0.842222	0.999525	0.84586	0.846088	261.3981	00:04:21	1948.49	2090.5	1944.82	1945.63	871.52	3.21	0	marine	NA	NA	66	de_novo	NA	mothur
0.03	0.03	17421200	13318400000	3274920	3059290	0.850624	0.999754	0.841762	0.99977	0.841762	0.999525	0.845944	0.84617	323.476	00:05:23	1948.49	2090.5	1944.78	1945.26	872.98	3.23	0	marine	NA	NA	67	de_novo	NA	mothur
0.03	0.03	17422300	13318400000	3277310	3058220	0.850677	0.999754	0.841673	0.99977	0.841673	0.999525	0.845925	0.846151	236.054	00:03:56	1948.46	2090.5	1944.8	1945.77	0	0.05	0	marine	NA	NA	68	de_novo	NA	mothur
0.03	0.03	17422400	13318400000	3274620	3058060	0.850684	0.999754	0.841783	0.99977	0.841783	0.999525	0.845984	0.84621	257.8836	00:04:17	1948.49	2090.5	1944.82	1945.54	871.62	3.22	0	marine	NA	NA	69	de_novo	NA	mothur
0.03	0.03	17420200	13318400000	3272050	3060300	0.850575	0.999754	0.841871	0.99977	0.841871	0.999525	0.845974	0.8462	315.0029	00:05:15	1948.45	2090.5	1946.03	1946.54	866.5	0.06	0	marine	NA	NA	70	de_novo	NA	mothur
0.03	0.03	17421600	13318400000	3273680	3058930	0.850642	0.999754	0.841815	0.99977	0.841815	0.999525	0.845979	0.846206	255.1941	00:04:15	1948.44	2090.5	1944.7	1945.57	866.5	0.05	0	marine	NA	NA	71	de_novo	NA	mothur
0.03	0.03	17430400	13318400000	3286110	3050060	0.851075	0.999753	0.841378	0.999771	0.841378	0.999525	0.845974	0.846198	244.5703	00:04:04	1948.44	2090.5	1944.77	1945.33	0	0.05	0	marine	NA	NA	72	de_novo	NA	mothur
0.03	0.03	17420000	13318400000	3272540	3060480	0.850566	0.999754	0.841849	0.99977	0.841849	0.999525	0.845959	0.846185	236.3102	00:03:56	1948.45	2090.5	1945.98	1946.17	0	0.05	0	marine	NA	NA	73	de_novo	NA	mothur
0.03	0.03	17416500	13318400000	3268980	3064040	0.850392	0.999755	0.841967	0.99977	0.841967	0.999525	0.845931	0.846159	237.3378	00:03:57	1948.45	2090.5	1944.7	1945.62	879.53	0.05	0	marine	NA	NA	74	de_novo	NA	mothur
0.03	0.03	17427500	13318400000	3283350	3052980	0.850933	0.999754	0.841468	0.999771	0.841468	0.999525	0.845949	0.846174	239.9822	00:03:59	1948.44	2090.5	1945.92	1946.32	879.25	0.05	0	marine	NA	NA	75	de_novo	NA	mothur
0.03	0.03	17416600	13318400000	3265030	3063910	0.850399	0.999755	0.842129	0.99977	0.842129	0.999526	0.846016	0.846244	239.5324	00:03:59	1948.45	2090.5	1944.78	1945.39	874.54	0.05	0	marine	NA	NA	76	de_novo	NA	mothur
0.03	0.03	17399500	13318500000	3250840	3081010	0.849564	0.999756	0.842577	0.999769	0.842577	0.999525	0.845825	0.846056	252.9038	00:04:12	1948.45	2090.5	1945.93	1946.31	866.5	0.06	0	marine	NA	NA	77	de_novo	NA	mothur
0.03	0.03	17413800	13318400000	3264950	3066720	0.850261	0.999755	0.842111	0.99977	0.842111	0.999525	0.845939	0.846166	237.7424	00:03:57	1948.44	2090.5	1945.92	1946.32	0	0.05	0	marine	NA	NA	78	de_novo	NA	mothur
0.03	0.03	17420200	13318400000	3274900	3060310	0.850574	0.999754	0.841755	0.99977	0.841755	0.999525	0.845915	0.846142	264.6537	00:04:24	1948.49	2090.5	1944.7	1945.2	2.3	3.23	0	marine	NA	NA	79	de_novo	NA	mothur
0.03	0.03	17430400	13318400000	3286890	3050070	0.851075	0.999753	0.841346	0.999771	0.841346	0.999525	0.845958	0.846182	239.5214	00:03:59	1948.45	2090.5	1944.7	1945.29	84.78	0.06	0	marine	NA	NA	80	de_novo	NA	mothur
0.03	0.03	17416400	13318400000	3269300	3064140	0.850388	0.999755	0.841954	0.99977	0.841954	0.999525	0.845922	0.84615	264.2881	00:04:24	1948.48	2090.5	1944.7	1945.5	0	3.22	0	marine	NA	NA	81	de_novo	NA	mothur
0.03	0.03	17416000	13318400000	3266190	3064480	0.850371	0.999755	0.842078	0.99977	0.842078	0.999526	0.845977	0.846204	280.1705	00:04:40	1948.44	2090.5	1944.77	1945.65	868.63	0.06	0	marine	NA	NA	82	de_novo	NA	mothur
0.03	0.03	17420400	13318400000	3272920	3060080	0.850586	0.999754	0.841837	0.99977	0.841837	0.999525	0.845963	0.846189	254.5494	00:04:14	1948.45	2090.5	1944.78	1945.71	871.5	0.05	0	marine	NA	NA	83	de_novo	NA	mothur
0.03	0.03	17412200	13318400000	3261220	3068270	0.850186	0.999755	0.842251	0.99977	0.842251	0.999526	0.845972	0.8462	239.4233	00:03:59	1948.44	2090.5	1945.97	1946.25	0	0.05	0	marine	NA	NA	84	de_novo	NA	mothur
0.03	0.03	17423500	13318400000	3275670	3057050	0.850734	0.999754	0.841748	0.999771	0.841748	0.999525	0.845991	0.846217	259.7983	00:04:19	1948.49	2090.5	1944.77	1945.26	866.5	3.23	0	marine	NA	NA	85	de_novo	NA	mothur
0.03	0.03	17420300	13318400000	3272140	3060230	0.850578	0.999754	0.841868	0.99977	0.841868	0.999525	0.845974	0.846201	286.8448	00:04:46	1948.49	2090.5	1944.78	1945.36	868.38	3.23	0	marine	NA	NA	86	de_novo	NA	mothur
0.03	0.03	17417900	13318400000	3270580	3062590	0.850463	0.999754	0.841913	0.99977	0.841913	0.999525	0.84594	0.846166	236.6874	00:03:56	1948.44	2090.5	1944.7	1945.61	0	0.05	0	marine	NA	NA	87	de_novo	NA	mothur
0.03	0.03	17412000	13318400000	3261710	3068510	0.850174	0.999755	0.842229	0.99977	0.842229	0.999526	0.845955	0.846183	236.862	00:03:56	1948.44	2090.5	1944.77	1945.58	0	0.05	0	marine	NA	NA	88	de_novo	NA	mothur
0.03	0.03	17418600	13318400000	3270690	3061890	0.850497	0.999754	0.841914	0.99977	0.841914	0.999525	0.845957	0.846184	297.4803	00:04:57	1948.45	2090.5	1944.78	1945.34	874.54	0.06	0	marine	NA	NA	89	de_novo	NA	mothur
0.03	0.03	17419600	13318400000	3272450	3060940	0.850544	0.999754	0.84185	0.99977	0.84185	0.999525	0.845948	0.846174	242.8818	00:04:02	1948.45	2090.5	1944.7	1945.3	864.36	0.05	0	marine	NA	NA	90	de_novo	NA	mothur
0.03	0.03	17421100	13318400000	3276170	3059370	0.85062	0.999754	0.84171	0.99977	0.84171	0.999525	0.845916	0.846142	407.818	00:06:47	1948.49	2090.5	1946.07	1946.6	872	3.23	0	marine	NA	NA	91	de_novo	NA	mothur
0.03	0.03	17411500	13318400000	3259930	3069020	0.850149	0.999755	0.842298	0.99977	0.842298	0.999526	0.845977	0.846205	260.7379	00:04:20	1948.49	2090.5	1944.7	1945.2	866.6	3.22	0	marine	NA	NA	92	de_novo	NA	mothur
0.03	0.03	17421900	13318400000	3276840	3058620	0.850657	0.999754	0.841689	0.99977	0.841689	0.999525	0.845923	0.846149	298.1172	00:04:58	1948.45	2090.5	1944.7	1945.55	515.78	0.06	0	marine	NA	NA	93	de_novo	NA	mothur
0.03	0.03	17424800	13318400000	3280850	3055720	0.850798	0.999754	0.841548	0.999771	0.841548	0.999525	0.845923	0.846148	238.4438	00:03:58	1948.45	2090.5	1944.79	1945.69	872.66	0.05	0	marine	NA	NA	94	de_novo	NA	mothur
0.03	0.03	17429800	13318400000	3285970	3050680	0.851045	0.999753	0.841378	0.999771	0.841378	0.999525	0.84596	0.846184	236.7566	00:03:56	1948.45	2090.5	1944.78	1945.59	866.5	0.06	0	marine	NA	NA	95	de_novo	NA	mothur
0.03	0.03	17420200	13318400000	3272040	3060280	0.850576	0.999754	0.841871	0.99977	0.841871	0.999525	0.845975	0.846201	299.9575	00:04:59	1948.45	2090.5	1946	1946.48	0	0.05	0	marine	NA	NA	96	de_novo	NA	mothur
0.03	0.03	17421800	13318400000	3273590	3058710	0.850653	0.999754	0.84182	0.99977	0.84182	0.999525	0.845987	0.846213	238.768	00:03:58	1948.45	2090.5	1944.78	1945.71	872.42	0.04	0	marine	NA	NA	97	de_novo	NA	mothur
0.03	0.03	17417800	13318400000	3271640	3062720	0.850457	0.999754	0.841869	0.99977	0.841869	0.999525	0.845914	0.846141	241.2682	00:04:01	1948.44	2090.5	1944.7	1945.6	871.2	0.05	0	marine	NA	NA	98	de_novo	NA	mothur
0.03	0.03	17422500	13318400000	3278260	3057970	0.850689	0.999754	0.841636	0.99977	0.841636	0.999525	0.845912	0.846138	277.3605	00:04:37	1948.45	2090.5	1945.93	1946.27	879.25	0.06	0	marine	NA	NA	99	de_novo	NA	mothur
0.03	0.03	17413300	13318400000	3265740	3067180	0.850239	0.999755	0.842075	0.99977	0.842075	0.999525	0.845909	0.846137	236.6393	00:03:56	1948.44	2090.5	1944.77	1945.42	0	0.05	0	marine	NA	NA	100	de_novo	NA	mothur
0.03	0.03	7573650	2311640000	950049	2149270	0.778948	0.999589	0.88854	0.999071	0.88854	0.998665	0.831287	0.830143	119.6471	00:01:59	929.23	1069.76	925.56	926	925.86	0.04	0	mouse	NA	NA	1	de_novo	NA	mothur
0.03	0.03	7565700	2311640000	952974	2157220	0.778131	0.999588	0.888131	0.999068	0.888131	0.998661	0.830657	0.8295	109.7186	00:01:49	929.27	1069.76	925.5	926.14	0	3	0	mouse	NA	NA	2	de_novo	NA	mothur
0.03	0.03	7583220	2311630000	961249	2139700	0.779932	0.999584	0.8875	0.999075	0.8875	0.998665	0.831325	0.830247	175.2277	00:02:55	929.23	1069.76	925.56	926.15	923.99	0.05	0	mouse	NA	NA	3	de_novo	NA	mothur
0.03	0.03	7583650	2311630000	964837	2139270	0.779977	0.999583	0.887134	0.999075	0.887134	0.998663	0.831175	0.830111	107.8581	00:01:47	929.23	1069.76	925.49	925.96	915.3	2.99	0	mouse	NA	NA	4	de_novo	NA	mothur
0.03	0.03	7582380	2311630000	962531	2140540	0.779846	0.999584	0.887356	0.999075	0.887356	0.998664	0.83121	0.830134	110.4704	00:01:50	929.23	1069.76	925.48	926.02	918.78	0.05	0	mouse	NA	NA	5	de_novo	NA	mothur
0.03	0.03	7566670	2311640000	952712	2156240	0.778231	0.999588	0.888171	0.999068	0.888171	0.998661	0.830729	0.829574	99.1037	00:01:39	929.23	1069.76	925.56	926.49	918.78	0.04	0	mouse	NA	NA	6	de_novo	NA	mothur
0.03	0.03	7586090	2311620000	968649	2136820	0.780228	0.999581	0.886771	0.999076	0.886771	0.998663	0.831139	0.830095	113.5046	00:01:53	929.23	1069.76	925.49	926.43	925.36	0.04	0	mouse	NA	NA	7	de_novo	NA	mothur
0.03	0.03	7594980	2311610000	976895	2127930	0.781143	0.999578	0.886035	0.99908	0.886035	0.998663	0.831281	0.830289	123.5676	00:02:03	929.23	1069.76	926.62	926.79	918.78	0.04	0	mouse	NA	NA	8	de_novo	NA	mothur
0.03	0.03	7595260	2311610000	977222	2127660	0.781171	0.999577	0.886005	0.99908	0.886005	0.998663	0.831281	0.830292	110.9075	00:01:50	929.23	1069.76	925.57	926.4	0	0.05	0	mouse	NA	NA	9	de_novo	NA	mothur
0.03	0.03	7576280	2311640000	953596	2146630	0.779219	0.999588	0.888205	0.999072	0.888205	0.998665	0.831275	0.83015	106.4733	00:01:46	929.24	1069.76	925.57	926	924.98	2.99	0	mouse	NA	NA	10	de_novo	NA	mothur
0.03	0.03	7588940	2311620000	974509	2133980	0.78052	0.999579	0.886201	0.999078	0.886201	0.998661	0.831027	0.83001	120.4215	00:02:00	929.23	1069.76	925.57	926.16	0	0.05	0	mouse	NA	NA	11	de_novo	NA	mothur
0.03	0.03	7588710	2311620000	969813	2134200	0.780498	0.999581	0.886685	0.999078	0.886685	0.998663	0.831242	0.830209	110.5494	00:01:50	929.24	1069.76	925.49	926.1	920.49	0.04	0	mouse	NA	NA	12	de_novo	NA	mothur
0.03	0.03	7573370	2311640000	954436	2149550	0.77892	0.999587	0.88808	0.999071	0.88808	0.998663	0.831055	0.829926	143.9727	00:02:23	929.23	1069.76	925.49	925.95	0	0.04	0	mouse	NA	NA	13	de_novo	NA	mothur
0.03	0.03	7585580	2311620000	966107	2137340	0.780176	0.999582	0.887027	0.999076	0.887027	0.998664	0.831232	0.830177	119.6841	00:01:59	929.24	1069.76	925.57	926.44	0	0.06	0	mouse	NA	NA	14	de_novo	NA	mothur
0.03	0.03	7593530	2311610000	979798	2129380	0.780993	0.999576	0.885716	0.99908	0.885716	0.998661	0.83105	0.830064	105.086	00:01:45	929.23	1069.76	925.56	926.03	921.32	0.03	0	mouse	NA	NA	15	de_novo	NA	mothur
