iter	label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	dataset	ref	region	seed	method	printref
1	0.03	0.03	24065	7364820	5548160000	1074980	565258	0.9287	0.9998	0.8726	0.9999	0.8726	0.9997	0.9001	0.8998	mouse	gg	bact_v4	7	closed	FALSE
1	0.03	0.03	30162	8088780	9480910000	1276740	2287930	0.7795	0.9999	0.8637	0.9998	0.8637	0.9996	0.8203	0.8194	mouse	gg	bact_v4	8	open	FALSE
1	0.03	0.03	24059	7415510	5580860000	1143720	577075	0.9278	0.9998	0.8664	0.9999	0.8664	0.9997	0.8964	0.896	mouse	gg	bact_v4	8	closed	FALSE
1	0.03	0.03	30185	8026970	9480990000	1193350	2349740	0.7736	0.9999	0.8706	0.9998	0.8706	0.9996	0.8204	0.8192	mouse	gg	bact_v4	9	open	FALSE
1	0.03	0.03	24077	7343890	5545740000	1061560	591226	0.9255	0.9998	0.8737	0.9999	0.8737	0.9997	0.8991	0.8989	mouse	gg	bact_v4	9	closed	FALSE
1	0.03	0.03	30152	8109810	9480890000	1294440	2266900	0.7815	0.9999	0.86240000000000006	0.9998	0.86240000000000006	0.9996	0.8208	0.82	mouse	gg	bact_v4	10	open	FALSE
1	0.03	0.03	24045	7428700	5560140000	1155400	572350	0.9285	0.9998	0.8654	0.9999	0.8654	0.9997	0.8962	0.8958	mouse	gg	bact_v4	10	closed	FALSE
1	0.03	0.03	7346	7651910	2525530000	985475	2154040	0.7803	0.9996	0.8859	0.9991	0.8859	0.9988	0.8308	0.8298	mouse	rdp	bact_v4	1	open	FALSE
1	0.03	0.03	1435	210041	21869700	50045	4745	0.9779	0.9977	0.8076	0.9998	0.8076	0.9975	0.8875	0.8846	mouse	rdp	bact_v4	1	closed	FALSE
1	0.03	0.03	7347	7644540	2525540000	977972	2161400	0.7796	0.9996	0.8866	0.9991	0.8866	0.9988	0.8308	0.8296	mouse	rdp	bact_v4	2	open	FALSE
1	0.03	0.03	1435	210004	21896400	49875	4924	0.9771	0.9977	0.8081	0.9998	0.8081	0.9975	0.8874	0.8846	mouse	rdp	bact_v4	2	closed	FALSE
1	0.03	0.03	7343	7659280	2525520000	996394	2146660	0.7811	0.9996	0.8849	0.9992	0.8849	0.9988	0.8308	0.8298	mouse	rdp	bact_v4	3	open	FALSE
1	0.03	0.03	1443	212018	22145900	52147	4821	0.9778	0.9977	0.8026	0.9998	0.8026	0.9975	0.8847	0.8816	mouse	rdp	bact_v4	3	closed	FALSE
1	0.03	0.03	7364	7645980	2525530000	982444	2159960	0.7797	0.9996	0.8861	0.9991	0.8861	0.9988	0.8306	0.8295	mouse	rdp	bact_v4	4	open	FALSE
1	0.03	0.03	1439	207738	21766600	47917	5899	0.9724	0.9978	0.8126	0.9997	0.8126	0.9976	0.8877	0.8853	mouse	rdp	bact_v4	4	closed	FALSE
1	0.03	0.03	7322	7663660	2525510000	1004650	2142290	0.7815	0.9996	0.8841	0.9992	0.8841	0.9988	0.8306	0.8297	mouse	rdp	bact_v4	5	open	FALSE
1	0.03	0.03	1436	210119	22041100	50803	5821	0.973	0.9977	0.8053	0.9997	0.8053	0.9975	0.884	0.8813	mouse	rdp	bact_v4	5	closed	FALSE
1	0.03	0.03	7353	7490280	2525610000	903841	2315660	0.7639	0.9996	0.8923	0.9991	0.8923	0.9987	0.825	0.8231	mouse	rdp	bact_v4	6	open	FALSE
1	0.03	0.03	1442	210187	22040900	50904	5823	0.973	0.9977	0.805	0.9997	0.805	0.9975	0.8839	0.8811	mouse	rdp	bact_v4	6	closed	FALSE
1	0.03	0.03	7373	7648920	2525530000	982900	2157020	0.78	0.9996	0.8861	0.9991	0.8861	0.9988	0.8308	0.8297	mouse	rdp	bact_v4	7	open	FALSE
1	0.03	0.03	1439	207833	21766700	47947	5722	0.9732	0.9978	0.8125	0.9997	0.8125	0.9976	0.8881	0.8856	mouse	rdp	bact_v4	7	closed	FALSE
1	0.03	0.03	7342	7649290	2525530000	986341	2156660	0.7801	0.9996	0.8858	0.9991	0.8858	0.9988	0.8306	0.8296	mouse	rdp	bact_v4	8	open	FALSE
1	0.03	0.03	1428	211976	22125900	52090	4847	0.9776	0.9977	0.8027	0.9998	0.8027	0.9975	0.8847	0.8816	mouse	rdp	bact_v4	8	closed	FALSE
1	0.03	0.03	7367	7490670	2525620000	896567	2315270	0.7639	0.9996	0.8931	0.9991	0.8931	0.9987	0.8254	0.8235	mouse	rdp	bact_v4	9	open	FALSE
1	0.03	0.03	1440	210812	22068500	50423	4828	0.9776	0.9977	0.807	0.9998	0.807	0.9975	0.8871	0.8841	mouse	rdp	bact_v4	9	closed	FALSE
1	0.03	0.03	7355	7642790	2525540000	973777	2163150	0.7794	0.9996	0.887	0.9991	0.887	0.9988	0.8309	0.8297	mouse	rdp	bact_v4	10	open	FALSE
1	0.03	0.03	1441	209369	21858000	48898	4994	0.9767	0.9978	0.8107	0.9998	0.8107	0.9976	0.8887	0.886	mouse	rdp	bact_v4	10	closed	FALSE
1	0.03	0.03	96285	9248040	37960200000	3582240	4217550	0.6868	0.9999	0.7208	0.9999	0.7208	0.9998	0.7035	0.7034	soil	silva	bact_v4	1	open	FALSE
1	0.03	0.03	16610	8096110	7131720000	3345350	971230	0.8929	0.9995	0.7076	0.9999	0.7076	0.9994	0.7946	0.7895	soil	silva	bact_v4	1	closed	FALSE
1	0.03	0.03	96377	9224840	37960300000	3481180	4240740	0.6851	0.9999	0.726	0.9999	0.726	0.9998	0.7051	0.705	soil	silva	bact_v4	2	open	FALSE
1	0.03	0.03	16614	8084700	7132180000	3254840	1084510	0.8817	0.9995	0.713	0.9998	0.713	0.9994	0.7926	0.7884	soil	silva	bact_v4	2	closed	FALSE
1	0.03	0.03	96222	9233720	37960200000	3588180	4231870	0.6857	0.9999	0.7202	0.9999	0.7202	0.9998	0.7026	0.7025	soil	silva	bact_v4	3	open	FALSE
1	0.03	0.03	16606	8085620	7103870000	3355160	996368	0.8903	0.9995	0.7067	0.9999	0.7067	0.9994	0.7929	0.788	soil	silva	bact_v4	3	closed	FALSE
1	0.03	0.03	96354	9292330	37960200000	3570320	4173250	0.6901	0.9999	0.7224	0.9999	0.7224	0.9998	0.706	0.7059	soil	silva	bact_v4	4	open	FALSE
1	0.03	0.03	16609	8162810	7152580000	3345090	969978	0.8938	0.9995	0.7093	0.9999	0.7093	0.9994	0.7959	0.7909	soil	silva	bact_v4	4	closed	FALSE
1	0.03	0.03	96322	9213640	37960300000	3538890	4251940	0.6842	0.9999	0.7225	0.9999	0.7225	0.9998	0.703	0.7028	soil	silva	bact_v4	5	open	FALSE
1	0.03	0.03	16612	8099250	7150910000	3307990	1074180	0.8829	0.9995	0.71	0.9998	0.71	0.9994	0.7915	0.7871	soil	silva	bact_v4	5	closed	FALSE
1	0.03	0.03	96224	9295020	37960200000	3589040	4170570	0.6903	0.9999	0.7214	0.9999	0.7214	0.9998	0.7056	0.7055	soil	silva	bact_v4	6	open	FALSE
1	0.03	0.03	16611	8184980	7156750000	3356530	959131	0.8951	0.9995	0.7092	0.9999	0.7092	0.9994	0.7965	0.7914	soil	silva	bact_v4	6	closed	FALSE
1	0.03	0.03	96268	9246800	37960300000	3508620	4218790	0.6867	0.9999	0.7249	0.9999	0.7249	0.9998	0.7055	0.7053	soil	silva	bact_v4	7	open	FALSE
1	0.03	0.03	16599	8135190	7138360000	3277790	1051530	0.8855	0.9995	0.7128	0.9999	0.7128	0.9994	0.7942	0.7898	soil	silva	bact_v4	7	closed	FALSE
1	0.03	0.03	96249	9213290	37960300000	3509450	4252290	0.6842	0.9999	0.7242	0.9999	0.7242	0.9998	0.7038	0.7036	soil	silva	bact_v4	8	open	FALSE
1	0.03	0.03	16624	8094430	7149010000	3277360	1090000	0.8813	0.9995	0.7118	0.9998	0.7118	0.9994	0.7917	0.7875	soil	silva	bact_v4	8	closed	FALSE
1	0.03	0.03	96283	9227560	37960300000	3464250	4238030	0.6853	0.9999	0.727	0.9999	0.727	0.9998	0.7057	0.7055	soil	silva	bact_v4	9	open	FALSE
1	0.03	0.03	16641	8092670	7154340000	3235110	1075330	0.8827	0.9995	0.7144	0.9998	0.7144	0.9994	0.7938	0.7897	soil	silva	bact_v4	9	closed	FALSE
1	0.03	0.03	96327	9226900	37960300000	3498960	4238680	0.6852	0.9999	0.7251	0.9999	0.7251	0.9998	0.7048	0.7046	soil	silva	bact_v4	10	open	FALSE
1	0.03	0.03	16598	8054600	7100160000	3259500	1009260	0.8886	0.9995	0.7119	0.9999	0.7119	0.9994	0.7951	0.7905	soil	silva	bact_v4	10	closed	FALSE
1	0.03	0.03	66791	9448490	34285100000	3548470	4340410	0.6852	0.9999	0.727	0.9999	0.727	0.9998	0.7057	0.7055	soil	gg	bact_v4	1	open	FALSE
1	0.03	0.03	25711	8554090	11461000000	3350090	1279470	0.8699	0.9997	0.7186	0.9999	0.7186	0.9996	0.7904	0.787	soil	gg	bact_v4	1	closed	FALSE
1	0.03	0.03	66880	9480690	34285100000	3564560	4308210	0.6876	0.9999	0.7268	0.9999	0.7268	0.9998	0.7068	0.7066	soil	gg	bact_v4	2	open	FALSE
1	0.03	0.03	25697	8640610	11499800000	3381380	1369060	0.8632	0.9997	0.7187	0.9999	0.7187	0.9996	0.7875	0.7844	soil	gg	bact_v4	2	closed	FALSE
1	0.03	0.03	67048	9106220	34285700000	2978860	4682680	0.6604	0.9999	0.7535	0.9999	0.7535	0.9998	0.7053	0.7039	soil	gg	bact_v4	3	open	FALSE
1	0.03	0.03	25753	8140360	11327000000	2771920	1405940	0.8527	0.9998	0.746	0.9999	0.746	0.9996	0.7974	0.7958	soil	gg	bact_v4	3	closed	FALSE
1	0.03	0.03	67143	9239950	34285800000	2938020	4548950	0.6701	0.9999	0.7587	0.9999	0.7587	0.9998	0.7129	0.7117	soil	gg	bact_v4	4	open	FALSE
1	0.03	0.03	25679	8372950	11430900000	2744710	1780060	0.8247	0.9998	0.7531	0.9998	0.7531	0.9996	0.7879	0.7873	soil	gg	bact_v4	4	closed	FALSE
1	0.03	0.03	66979	9285260	34285400000	3251700	4503640	0.6734	0.9999	0.7406	0.9999	0.7406	0.9998	0.7061	0.7054	soil	gg	bact_v4	5	open	FALSE
1	0.03	0.03	25707	8466710	11484000000	3064360	1537340	0.8463	0.9997	0.7343	0.9999	0.7343	0.9996	0.7881	0.7863	soil	gg	bact_v4	5	closed	FALSE
1	0.03	0.03	66961	9495160	34285000000	3648020	4293740	0.6886	0.9999	0.7224	0.9999	0.7224	0.9998	0.7052	0.7051	soil	gg	bact_v4	6	open	FALSE
1	0.03	0.03	25694	8661680	11542400000	3456770	1331270	0.8668	0.9997	0.7148	0.9999	0.7148	0.9996	0.7869	0.7835	soil	gg	bact_v4	6	closed	FALSE
1	0.03	0.03	66987	9105970	34285700000	2952340	4682930	0.6604	0.9999	0.7552	0.9999	0.7552	0.9998	0.7061	0.7046	soil	gg	bact_v4	7	open	FALSE
1	0.03	0.03	25679	8161960	11359400000	2752640	1428280	0.8511	0.9998	0.7478	0.9999	0.7478	0.9996	0.7976	0.7961	soil	gg	bact_v4	7	closed	FALSE
1	0.03	0.03	66871	9549250	34285000000	3725710	4239650	0.6925	0.9999	0.7193	0.9999	0.7193	0.9998	0.7057	0.7057	soil	gg	bact_v4	8	open	FALSE
1	0.03	0.03	25706	8684510	11470600000	3534990	1234420	0.8755	0.9997	0.7107	0.9999	0.7107	0.9996	0.7886	0.7846	soil	gg	bact_v4	8	closed	FALSE
1	0.03	0.03	67156	9006690	34285800000	2854510	4782210	0.6532	0.9999	0.7593	0.9999	0.7593	0.9998	0.7042	0.7023	soil	gg	bact_v4	9	open	FALSE
1	0.03	0.03	25744	8116710	11362200000	2662560	1919810	0.8087	0.9998	0.753	0.9998	0.753	0.9996	0.7802	0.7799	soil	gg	bact_v4	9	closed	FALSE
1	0.03	0.03	66992	9186240	34285600000	3112790	4602660	0.6662	0.9999	0.7469	0.9999	0.7469	0.9998	0.7053	0.7043	soil	gg	bact_v4	10	open	FALSE
1	0.03	0.03	25695	8222030	11386900000	2903800	1362120	0.8579	0.9997	0.739	0.9999	0.739	0.9996	0.796	0.794	soil	gg	bact_v4	10	closed	FALSE
1	0.03	0.03	69554	8404050	24952100000	2739840	4313290	0.6608	0.9999	0.7541	0.9998	0.7541	0.9997	0.7058	0.7044	soil	rdp	bact_v4	1	open	FALSE
1	0.03	0.03	1693	3851810	244204000	1771410	79356	0.9798	0.9928	0.685	0.9997	0.685	0.9926	0.816	0.8063	soil	rdp	bact_v4	1	closed	FALSE
1	0.03	0.03	69501	8443280	24952000000	2795760	4274060	0.6639	0.9999	0.7512	0.9998	0.7512	0.9997	0.7061	0.7049	soil	rdp	bact_v4	2	open	FALSE
1	0.03	0.03	1700	3857600	241263000	1794760	70823	0.982	0.9926	0.6825	0.9997	0.6825	0.9924	0.8154	0.8053	soil	rdp	bact_v4	2	closed	FALSE
1	0.03	0.03	69499	8430050	24952000000	2773970	4287290	0.6629	0.9999	0.7524	0.9998	0.7524	0.9997	0.7061	0.7048	soil	rdp	bact_v4	3	open	FALSE
1	0.03	0.03	1691	3848810	244631000	1766290	85102	0.9784	0.9928	0.6854	0.9997	0.6854	0.9926	0.8157	0.8061	soil	rdp	bact_v4	3	closed	FALSE
1	0.03	0.03	69489	8498390	24952000000	2852500	4218950	0.6683	0.9999	0.7487	0.9998	0.7487	0.9997	0.7072	0.7062	soil	rdp	bact_v4	4	open	FALSE
1	0.03	0.03	1699	3854810	239643000	1795290	73544	0.9813	0.9926	0.6823	0.9997	0.6823	0.9924	0.8149	0.8049	soil	rdp	bact_v4	4	closed	FALSE
1	0.03	0.03	69536	8437060	24952000000	2799900	4280280	0.6634	0.9999	0.7508	0.9998	0.7508	0.9997	0.7056	0.7044	soil	rdp	bact_v4	5	open	FALSE
1	0.03	0.03	1690	3857110	242608000	1787760	69267	0.9824	0.9927	0.6833	0.9997	0.6833	0.9925	0.8161	0.806	soil	rdp	bact_v4	5	closed	FALSE
1	0.03	0.03	69495	8425430	24952000000	2783680	4291910	0.6625	0.9999	0.7517	0.9998	0.7517	0.9997	0.7055	0.7043	soil	rdp	bact_v4	6	open	FALSE
1	0.03	0.03	1692	3849490	243403000	1773550	76265	0.9806	0.9928	0.6846	0.9997	0.6846	0.9926	0.8161	0.8063	soil	rdp	bact_v4	6	closed	FALSE
1	0.03	0.03	69435	8428040	24952000000	2787120	4289300	0.6627	0.9999	0.7515	0.9998	0.7515	0.9997	0.7056	0.7043	soil	rdp	bact_v4	7	open	FALSE
1	0.03	0.03	1694	3838570	242417000	1761890	81494	0.9792	0.9928	0.6854	0.9997	0.6854	0.9926	0.816	0.8064	soil	rdp	bact_v4	7	closed	FALSE
1	0.03	0.03	69461	8456740	24952000000	2818370	4260600	0.665	0.9999	0.75	0.9998	0.75	0.9997	0.7061	0.7049	soil	rdp	bact_v4	8	open	FALSE
1	0.03	0.03	1693	3856370	242466000	1789930	75598	0.9808	0.9927	0.683	0.9997	0.683	0.9925	0.8152	0.8052	soil	rdp	bact_v4	8	closed	FALSE
1	0.03	0.03	69505	8420300	24952100000	2747490	4297040	0.6621	0.9999	0.754	0.9998	0.754	0.9997	0.7064	0.7051	soil	rdp	bact_v4	9	open	FALSE
1	0.03	0.03	1683	3854750	238876000	1793800	67084	0.9829	0.9925	0.6824	0.9997	0.6824	0.9924	0.8157	0.8056	soil	rdp	bact_v4	9	closed	FALSE
1	0.03	0.03	69493	8443920	24952000000	2811080	4273420	0.664	0.9999	0.7502	0.9998	0.7502	0.9997	0.7056	0.7045	soil	rdp	bact_v4	10	open	FALSE
1	0.03	0.03	1689	3854530	241488000	1793180	72845	0.9815	0.9926	0.6825	0.9997	0.6825	0.9925	0.8152	0.8051	soil	rdp	bact_v4	10	closed	FALSE
