label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	ref	dataset_filter	region	seed	method	tool
0.03	0.03	12735	37134400	2410	6945	0.647104	0.999935	0.840872	0.999813	0.840872	0.999748	0.737533	0.731371	rdp	human	bact_v4	65	de_novo	mothur
0.03	0.03	12780	37134400	2469	6900	0.64939	0.999934	0.838088	0.999814	0.838088	0.999748	0.737611	0.73177	rdp	human	bact_v4	66	de_novo	mothur
0.03	0.03	12826	37134300	2542	6854	0.651728	0.999932	0.834591	0.999815	0.834591	0.999747	0.737393	0.731911	rdp	human	bact_v4	67	de_novo	mothur
0.03	0.03	12792	37134300	2571	6888	0.65	0.999931	0.83265	0.999815	0.83265	0.999745	0.735557	0.730074	rdp	human	bact_v4	68	de_novo	mothur
0.03	0.03	12579	37134600	2269	7101	0.639177	0.999939	0.847185	0.999809	0.847185	0.999748	0.735749	0.728626	rdp	human	bact_v4	69	de_novo	mothur
0.03	0.03	12775	37134400	2413	6905	0.649136	0.999935	0.841125	0.999814	0.841125	0.999749	0.738802	0.732764	rdp	human	bact_v4	70	de_novo	mothur
0.03	0.03	12797	37134300	2490	6883	0.650254	0.999933	0.837117	0.999815	0.837117	0.999748	0.737673	0.731947	rdp	human	bact_v4	71	de_novo	mothur
0.03	0.03	12819	37134400	2471	6861	0.651372	0.999933	0.838391	0.999815	0.838391	0.999749	0.73887	0.733143	rdp	human	bact_v4	72	de_novo	mothur
0.03	0.03	12767	37134400	2422	6913	0.64873	0.999935	0.840542	0.999814	0.840542	0.999749	0.738315	0.732284	rdp	human	bact_v4	73	de_novo	mothur
0.03	0.03	12842	37134200	2591	6838	0.652541	0.99993	0.832113	0.999816	0.832113	0.999746	0.736756	0.731467	rdp	human	bact_v4	74	de_novo	mothur
0.03	0.03	12757	37134400	2439	6923	0.648222	0.999934	0.839497	0.999814	0.839497	0.999748	0.737566	0.731563	rdp	human	bact_v4	75	de_novo	mothur
0.03	0.03	12801	37134400	2473	6879	0.650457	0.999933	0.838091	0.999815	0.838091	0.999748	0.738218	0.732448	rdp	human	bact_v4	76	de_novo	mothur
0.03	0.03	12687	37134500	2376	6993	0.644665	0.999936	0.842262	0.999812	0.842262	0.999748	0.736751	0.730334	rdp	human	bact_v4	77	de_novo	mothur
0.03	0.03	12715	37134500	2375	6965	0.646087	0.999936	0.842611	0.999812	0.842611	0.999749	0.737716	0.731378	rdp	human	bact_v4	78	de_novo	mothur
0.03	0.03	12681	37134500	2332	6999	0.64436	0.999937	0.844668	0.999812	0.844668	0.999749	0.737628	0.731041	rdp	human	bact_v4	79	de_novo	mothur
0.03	0.03	12867	37134300	2555	6813	0.653811	0.999931	0.834328	0.999817	0.834328	0.999748	0.738455	0.733121	rdp	human	bact_v4	80	de_novo	mothur
0.03	0.03	12726	37134400	2420	6954	0.646646	0.999935	0.840222	0.999813	0.840222	0.999748	0.736987	0.730833	rdp	human	bact_v4	81	de_novo	mothur
0.03	0.03	12656	37134400	2400	7024	0.643089	0.999935	0.840595	0.999811	0.840595	0.999746	0.73512	0.728696	rdp	human	bact_v4	82	de_novo	mothur
0.03	0.03	12753	37134400	2432	6927	0.648018	0.999935	0.839842	0.999813	0.839842	0.999748	0.737602	0.731565	rdp	human	bact_v4	83	de_novo	mothur
0.03	0.03	12728	37134400	2410	6952	0.646748	0.999935	0.840798	0.999813	0.840798	0.999748	0.737298	0.731116	rdp	human	bact_v4	84	de_novo	mothur
0.03	0.03	12742	37134400	2408	6938	0.647459	0.999935	0.841056	0.999813	0.841056	0.999748	0.737817	0.731668	rdp	human	bact_v4	85	de_novo	mothur
0.03	0.03	12806	37134300	2495	6874	0.650711	0.999933	0.836939	0.999815	0.836939	0.999748	0.737854	0.732169	rdp	human	bact_v4	86	de_novo	mothur
0.03	0.03	12650	37134500	2325	7030	0.642785	0.999937	0.844741	0.999811	0.844741	0.999748	0.736758	0.730053	rdp	human	bact_v4	87	de_novo	mothur
0.03	0.03	12750	37134400	2413	6930	0.647866	0.999935	0.840863	0.999813	0.840863	0.999749	0.737964	0.731854	rdp	human	bact_v4	88	de_novo	mothur
0.03	0.03	12782	37134300	2535	6898	0.649492	0.999932	0.834498	0.999814	0.834498	0.999746	0.736085	0.730463	rdp	human	bact_v4	89	de_novo	mothur
0.03	0.03	12716	37134400	2443	6964	0.646138	0.999934	0.838842	0.999813	0.838842	0.999747	0.736092	0.729987	rdp	human	bact_v4	90	de_novo	mothur
0.03	0.03	12823	37134300	2520	6857	0.651575	0.999932	0.835756	0.999815	0.835756	0.999748	0.737822	0.732262	rdp	human	bact_v4	91	de_novo	mothur
0.03	0.03	12657	37134500	2347	7023	0.64314	0.999937	0.843575	0.999811	0.843575	0.999748	0.736452	0.729847	rdp	human	bact_v4	92	de_novo	mothur
0.03	0.03	12677	37134500	2321	7003	0.644157	0.999938	0.845246	0.999811	0.845246	0.999749	0.737765	0.731126	rdp	human	bact_v4	93	de_novo	mothur
0.03	0.03	12791	37134300	2484	6889	0.649949	0.999933	0.837381	0.999815	0.837381	0.999748	0.737617	0.731855	rdp	human	bact_v4	94	de_novo	mothur
0.03	0.03	12629	37134500	2324	7051	0.641717	0.999937	0.84458	0.99981	0.84458	0.999748	0.736075	0.729304	rdp	human	bact_v4	95	de_novo	mothur
0.03	0.03	12922	37134200	2655	6758	0.656606	0.999929	0.829556	0.999818	0.829556	0.999747	0.737911	0.733018	rdp	human	bact_v4	96	de_novo	mothur
0.03	0.03	12692	37134500	2357	6988	0.644919	0.999937	0.843378	0.999812	0.843378	0.999748	0.737384	0.730917	rdp	human	bact_v4	97	de_novo	mothur
0.03	0.03	12794	37134300	2482	6886	0.650102	0.999933	0.837523	0.999815	0.837523	0.999748	0.737766	0.732006	rdp	human	bact_v4	98	de_novo	mothur
0.03	0.03	12599	37134500	2302	7081	0.640193	0.999938	0.845514	0.999809	0.845514	0.999747	0.735607	0.728666	rdp	human	bact_v4	99	de_novo	mothur
0.03	0.03	12752	37134400	2472	6928	0.647967	0.999933	0.837625	0.999813	0.837625	0.999747	0.736598	0.73069	rdp	human	bact_v4	100	de_novo	mothur
0.03	0.03	239297	5487270000	53099	133958	0.641109	0.99999	0.8184	0.999976	0.8184	0.999966	0.724334	0.718986	gg	human	bact_v4	1	de_novo	mothur
0.03	0.03	238615	5487270000	52510	134640	0.639281	0.99999	0.819631	0.999975	0.819631	0.999966	0.723845	0.718309	gg	human	bact_v4	2	de_novo	mothur
0.03	0.03	237886	5487270000	51730	135369	0.637328	0.999991	0.821384	0.999975	0.821384	0.999966	0.723511	0.717744	gg	human	bact_v4	3	de_novo	mothur
0.03	0.03	238435	5487270000	52359	134820	0.638799	0.99999	0.819945	0.999975	0.819945	0.999966	0.72371	0.718125	gg	human	bact_v4	4	de_novo	mothur
0.03	0.03	237867	5487270000	51479	135388	0.637277	0.999991	0.822085	0.999975	0.822085	0.999966	0.723791	0.71798	gg	human	bact_v4	5	de_novo	mothur
0.03	0.03	238067	5487270000	51932	135188	0.637813	0.999991	0.820924	0.999975	0.820924	0.999966	0.723583	0.717876	gg	human	bact_v4	6	de_novo	mothur
0.03	0.03	238012	5487270000	51778	135243	0.637666	0.999991	0.821326	0.999975	0.821326	0.999966	0.723677	0.717936	gg	human	bact_v4	7	de_novo	mothur
0.03	0.03	238356	5487270000	52233	134899	0.638588	0.99999	0.820251	0.999975	0.820251	0.999966	0.723726	0.718108	gg	human	bact_v4	8	de_novo	mothur
0.03	0.03	238847	5487270000	52622	134408	0.639903	0.99999	0.819459	0.999976	0.819459	0.999966	0.724121	0.718635	gg	human	bact_v4	9	de_novo	mothur
0.03	0.03	238415	5487270000	52382	134840	0.638746	0.99999	0.819867	0.999975	0.819867	0.999966	0.723646	0.718061	gg	human	bact_v4	10	de_novo	mothur
0.03	0.03	238616	5487270000	52831	134639	0.639284	0.99999	0.818729	0.999975	0.818729	0.999966	0.723448	0.717964	gg	human	bact_v4	11	de_novo	mothur
0.03	0.03	237981	5487270000	51655	135274	0.637583	0.999991	0.821655	0.999975	0.821655	0.999966	0.723775	0.718009	gg	human	bact_v4	12	de_novo	mothur
0.03	0.03	236909	5487270000	50688	136346	0.634711	0.999991	0.823753	0.999975	0.823753	0.999966	0.723064	0.716981	gg	human	bact_v4	13	de_novo	mothur
0.03	0.03	238799	5487270000	52758	134456	0.639774	0.99999	0.819047	0.999975	0.819047	0.999966	0.723866	0.718396	gg	human	bact_v4	14	de_novo	mothur
0.03	0.03	238982	5487270000	52645	134273	0.640265	0.99999	0.819478	0.999976	0.819478	0.999966	0.724334	0.71887	gg	human	bact_v4	15	de_novo	mothur
0.03	0.03	237974	5487270000	51710	135281	0.637564	0.999991	0.821495	0.999975	0.821495	0.999966	0.723694	0.717936	gg	human	bact_v4	16	de_novo	mothur
0.03	0.03	238225	5487270000	51827	135030	0.638237	0.999991	0.821318	0.999975	0.821318	0.999966	0.723997	0.718295	gg	human	bact_v4	17	de_novo	mothur
0.03	0.03	238972	5487270000	53156	134283	0.640238	0.99999	0.818039	0.999976	0.818039	0.999966	0.723682	0.718299	gg	human	bact_v4	18	de_novo	mothur
0.03	0.03	238845	5487270000	52504	134410	0.639898	0.99999	0.81979	0.999976	0.81979	0.999966	0.724264	0.718759	gg	human	bact_v4	19	de_novo	mothur
0.03	0.03	238889	5487270000	52796	134366	0.640016	0.99999	0.818997	0.999976	0.818997	0.999966	0.72398	0.71852800000000006	gg	human	bact_v4	20	de_novo	mothur
0.03	0.03	238367	5487270000	52425	134888	0.638617	0.99999	0.819716	0.999975	0.819716	0.999966	0.723506	0.717922	gg	human	bact_v4	21	de_novo	mothur
0.03	0.03	238186	5487270000	52100	135069	0.638132	0.999991	0.820522	0.999975	0.820522	0.999966	0.723587	0.717924	gg	human	bact_v4	22	de_novo	mothur
0.03	0.03	238676	5487270000	52660	134579	0.639445	0.99999	0.819247	0.999975	0.819247	0.999966	0.723768	0.718264	gg	human	bact_v4	23	de_novo	mothur
0.03	0.03	238184	5487270000	52132	135071	0.638127	0.99999	0.82043	0.999975	0.82043	0.999966	0.723543	0.717886	gg	human	bact_v4	24	de_novo	mothur
0.03	0.03	238485	5487270000	52445	134770	0.638933	0.99999	0.819733	0.999975	0.819733	0.999966	0.723693	0.718128	gg	human	bact_v4	25	de_novo	mothur
0.03	0.03	237840	5487270000	51670	135415	0.637205	0.999991	0.821526	0.999975	0.821526	0.999966	0.723503	0.71772	gg	human	bact_v4	26	de_novo	mothur
0.03	0.03	237594	5487270000	51498	135661	0.636546	0.999991	0.821863	0.999975	0.821863	0.999966	0.723277	0.717431	gg	human	bact_v4	27	de_novo	mothur
0.03	0.03	238072	5487270000	52170	135183	0.637827	0.99999	0.820253	0.999975	0.820253	0.999966	0.723295	0.717628	gg	human	bact_v4	28	de_novo	mothur
0.03	0.03	238651	5487270000	52419	134604	0.639378	0.99999	0.819909	0.999975	0.819909	0.999966	0.724022	0.718477	gg	human	bact_v4	29	de_novo	mothur
0.03	0.03	238759	5487270000	52852	134496	0.639667	0.99999	0.818759	0.999975	0.818759	0.999966	0.723678	0.718217	gg	human	bact_v4	30	de_novo	mothur
0.03	0.03	238498	5487270000	52156	134757	0.638968	0.99999	0.820556	0.999975	0.820556	0.999966	0.724076	0.718466	gg	human	bact_v4	31	de_novo	mothur
0.03	0.03	238536	5487270000	52861	134719	0.63907	0.99999	0.818595	0.999975	0.818595	0.999966	0.723267	0.717777	gg	human	bact_v4	32	de_novo	mothur
0.03	0.03	238126	5487270000	52213	135129	0.637971	0.99999	0.820165	0.999975	0.820165	0.999966	0.723338	0.717686	gg	human	bact_v4	33	de_novo	mothur
0.03	0.03	238316	5487270000	51935	134939	0.63848	0.999991	0.821069	0.999975	0.821069	0.999966	0.724025	0.718354	gg	human	bact_v4	34	de_novo	mothur
0.03	0.03	238051	5487270000	51706	135204	0.63777	0.999991	0.821554	0.999975	0.821554	0.999966	0.723837	0.71809	gg	human	bact_v4	35	de_novo	mothur
0.03	0.03	238473	5487270000	52239	134782	0.638901	0.99999	0.820307	0.999975	0.820307	0.999966	0.723928	0.718328	gg	human	bact_v4	36	de_novo	mothur
0.03	0.03	237916	5487270000	51846	135339	0.637409	0.999991	0.821074	0.999975	0.821074	0.999966	0.72342	0.717677	gg	human	bact_v4	37	de_novo	mothur
0.03	0.03	238119	5487270000	52038	135136	0.637953	0.999991	0.820656	0.999975	0.820656	0.999966	0.723544	0.717862	gg	human	bact_v4	38	de_novo	mothur
0.03	0.03	238928	5487270000	52543	134327	0.64012	0.99999	0.819732	0.999976	0.819732	0.999966	0.724364	0.718877	gg	human	bact_v4	39	de_novo	mothur
0.03	0.03	238751	5487270000	52593	134504	0.639646	0.99999	0.819481	0.999975	0.819481	0.999966	0.723985	0.718481	gg	human	bact_v4	40	de_novo	mothur
0.03	0.03	237975	5487270000	51604	135280	0.637567	0.999991	0.821796	0.999975	0.821796	0.999966	0.723828	0.718053	gg	human	bact_v4	41	de_novo	mothur
0.03	0.03	238880	5487270000	52663	134375	0.639991	0.99999	0.819365	0.999976	0.819365	0.999966	0.724129	0.718654	gg	human	bact_v4	42	de_novo	mothur
0.03	0.03	237769	5487270000	51243	135486	0.637015	0.999991	0.822696	0.999975	0.822696	0.999966	0.72391	0.718046	gg	human	bact_v4	43	de_novo	mothur
0.03	0.03	238026	5487270000	52293	135229	0.637703	0.99999	0.819877	0.999975	0.819877	0.999966	0.72306	0.717406	gg	human	bact_v4	44	de_novo	mothur
0.03	0.03	237939	5487270000	51972	135316	0.63747	0.999991	0.820731	0.999975	0.820731	0.999966	0.723304	0.717585	gg	human	bact_v4	45	de_novo	mothur
0.03	0.03	238961	5487270000	52831	134294	0.640208	0.99999	0.818943	0.999976	0.818943	0.999966	0.724065	0.718629	gg	human	bact_v4	46	de_novo	mothur
0.03	0.03	238629	5487270000	52240	134626	0.639319	0.99999	0.8204	0.999975	0.8204	0.999966	0.724206	0.718628	gg	human	bact_v4	47	de_novo	mothur
0.03	0.03	238772	5487270000	52294	134483	0.639702	0.99999	0.820336	0.999975	0.820336	0.999966	0.724394	0.718845	gg	human	bact_v4	48	de_novo	mothur
0.03	0.03	239019	5487270000	52927	134236	0.640364	0.99999	0.81871	0.999976	0.81871	0.999966	0.72405	0.718637	gg	human	bact_v4	49	de_novo	mothur
0.03	0.03	238942	5487270000	52954	134313	0.640158	0.99999	0.818586	0.999976	0.818586	0.999966	0.723879	0.718459	gg	human	bact_v4	50	de_novo	mothur
0.03	0.03	238615	5487270000	52778	134640	0.639281	0.99999	0.818877	0.999975	0.818877	0.999966	0.723512	0.718019	gg	human	bact_v4	51	de_novo	mothur
0.03	0.03	237881	5487270000	51326	135374	0.637315	0.999991	0.822529	0.999975	0.822529	0.999966	0.724007	0.718173	gg	human	bact_v4	52	de_novo	mothur
0.03	0.03	238381	5487270000	52138	134874	0.638655	0.99999	0.820535	0.999975	0.820535	0.999966	0.723889	0.71826	gg	human	bact_v4	53	de_novo	mothur
0.03	0.03	238405	5487270000	51990	134850	0.638719	0.999991	0.820968	0.999975	0.820968	0.999966	0.724116	0.718466	gg	human	bact_v4	54	de_novo	mothur
0.03	0.03	238012	5487270000	52071	135243	0.637666	0.999991	0.820496	0.999975	0.820496	0.999966	0.723311	0.717619	gg	human	bact_v4	55	de_novo	mothur
0.03	0.03	238398	5487270000	51934	134857	0.6387	0.999991	0.821122	0.999975	0.821122	0.999966	0.724173	0.718513	gg	human	bact_v4	56	de_novo	mothur
0.03	0.03	238472	5487270000	52566	134783	0.638898	0.99999	0.819384	0.999975	0.819384	0.999966	0.723519	0.717972	gg	human	bact_v4	57	de_novo	mothur
0.03	0.03	238700	5487270000	52262	134555	0.639509	0.99999	0.820382	0.999975	0.820382	0.999966	0.724305	0.718741	gg	human	bact_v4	58	de_novo	mothur
0.03	0.03	238771	5487270000	52351	134484	0.639699	0.99999	0.820175	0.999975	0.820175	0.999966	0.724322	0.718782	gg	human	bact_v4	59	de_novo	mothur
0.03	0.03	237797	5487270000	51321	135458	0.63709	0.999991	0.822491	0.999975	0.822491	0.999966	0.723863	0.718015	gg	human	bact_v4	60	de_novo	mothur
0.03	0.03	238161	5487270000	51688	135094	0.638065	0.999991	0.821673	0.999975	0.821673	0.999966	0.724056	0.718322	gg	human	bact_v4	61	de_novo	mothur
0.03	0.03	238778	5487270000	52487	134477	0.639718	0.99999	0.819796	0.999975	0.819796	0.999966	0.724165	0.718648	gg	human	bact_v4	62	de_novo	mothur
0.03	0.03	238895	5487270000	52953	134360	0.640032	0.99999	0.81856	0.999976	0.81856	0.999966	0.723796	0.71837	gg	human	bact_v4	63	de_novo	mothur
0.03	0.03	238460	5487270000	52256	134795	0.638866	0.99999	0.820251	0.999975	0.820251	0.999966	0.723883	0.718284	gg	human	bact_v4	64	de_novo	mothur
0.03	0.03	237995	5487270000	52030	135260	0.63762	0.999991	0.820602	0.999975	0.820602	0.999966	0.723332	0.717631	gg	human	bact_v4	65	de_novo	mothur
0.03	0.03	237964	5487270000	51636	135291	0.637537	0.999991	0.821699	0.999975	0.821699	0.999966	0.723768	0.717997	gg	human	bact_v4	66	de_novo	mothur
0.03	0.03	237971	5487270000	51849	135284	0.637556	0.999991	0.821099	0.999975	0.821099	0.999966	0.723515	0.71778	gg	human	bact_v4	67	de_novo	mothur
0.03	0.03	238669	5487270000	52143	134586	0.639426	0.99999	0.820699	0.999975	0.820699	0.999966	0.724398	0.71881	gg	human	bact_v4	68	de_novo	mothur
0.03	0.03	238442	5487270000	52296	134813	0.638818	0.99999	0.820127	0.999975	0.820127	0.999966	0.723801	0.718206	gg	human	bact_v4	69	de_novo	mothur
0.03	0.03	238390	5487270000	52151	134865	0.638679	0.99999	0.820504	0.999975	0.820504	0.999966	0.723889	0.718263	gg	human	bact_v4	70	de_novo	mothur
0.03	0.03	238353	5487270000	52275	134902	0.63858	0.99999	0.820131	0.999975	0.820131	0.999966	0.723668	0.718057	gg	human	bact_v4	71	de_novo	mothur
0.03	0.03	237976	5487270000	51759	135279	0.637569	0.999991	0.821357	0.999975	0.821357	0.999966	0.723636	0.717887	gg	human	bact_v4	72	de_novo	mothur
0.03	0.03	239248	5487270000	53270	134007	0.640977	0.99999	0.817892	0.999976	0.817892	0.999966	0.724035	0.718707	gg	human	bact_v4	73	de_novo	mothur
0.03	0.03	237614	5487270000	51327	135641	0.6366	0.999991	0.822362	0.999975	0.822362	0.999966	0.723527	0.717655	gg	human	bact_v4	74	de_novo	mothur
0.03	0.03	238791	5487270000	52740	134464	0.639753	0.99999	0.819093	0.999975	0.819093	0.999966	0.723874	0.7184	gg	human	bact_v4	75	de_novo	mothur
0.03	0.03	238574	5487270000	52440	134681	0.639172	0.99999	0.819802	0.999975	0.819802	0.999966	0.723858	0.718305	gg	human	bact_v4	76	de_novo	mothur
0.03	0.03	238332	5487270000	52095	134923	0.638523	0.999991	0.820626	0.999975	0.820626	0.999966	0.723855	0.718211	gg	human	bact_v4	77	de_novo	mothur
0.03	0.03	238440	5487270000	52294	134815	0.638813	0.99999	0.820131	0.999975	0.820131	0.999966	0.7238	0.718205	gg	human	bact_v4	78	de_novo	mothur
0.03	0.03	238438	5487270000	52138	134817	0.638807	0.99999	0.82057	0.999975	0.82057	0.999966	0.723991	0.71837	gg	human	bact_v4	79	de_novo	mothur
0.03	0.03	238449	5487270000	52002	134806	0.638837	0.999991	0.820961	0.999975	0.820961	0.999966	0.72418	0.718538	gg	human	bact_v4	80	de_novo	mothur
0.03	0.03	238723	5487270000	52680	134532	0.639571	0.99999	0.819219	0.999975	0.819219	0.999966	0.723827	0.718333	gg	human	bact_v4	81	de_novo	mothur
0.03	0.03	238357	5487270000	52202	134898	0.63859	0.99999	0.820339	0.999975	0.820339	0.999966	0.723766	0.718144	gg	human	bact_v4	82	de_novo	mothur
0.03	0.03	238171	5487270000	52018	135084	0.638092	0.999991	0.820744	0.999975	0.820744	0.999966	0.723662	0.717984	gg	human	bact_v4	83	de_novo	mothur
0.03	0.03	238494	5487270000	52125	134761	0.638957	0.999991	0.820641	0.999975	0.820641	0.999966	0.724107	0.718492	gg	human	bact_v4	84	de_novo	mothur
0.03	0.03	238228	5487270000	51877	135027	0.638245	0.999991	0.821179	0.999975	0.821179	0.999966	0.72394	0.718247	gg	human	bact_v4	85	de_novo	mothur
0.03	0.03	238480	5487270000	52638	134775	0.63892	0.99999	0.819187	0.999975	0.819187	0.999966	0.723444	0.71791	gg	human	bact_v4	86	de_novo	mothur
0.03	0.03	238029	5487270000	52222	135226	0.637711	0.99999	0.82008	0.999975	0.82008	0.999966	0.723153	0.717489	gg	human	bact_v4	87	de_novo	mothur
0.03	0.03	238567	5487270000	52210	134688	0.639153	0.99999	0.820447	0.999975	0.820447	0.999966	0.724132	0.718541	gg	human	bact_v4	88	de_novo	mothur
0.03	0.03	237757	5487270000	51591	135498	0.636983	0.999991	0.821699	0.999975	0.821699	0.999966	0.723453	0.717645	gg	human	bact_v4	89	de_novo	mothur
0.03	0.03	237433	5487270000	51290	135822	0.636115	0.999991	0.822356	0.999975	0.822356	0.999966	0.723249	0.717344	gg	human	bact_v4	90	de_novo	mothur
0.03	0.03	238317	5487270000	51954	134938	0.638483	0.999991	0.821016	0.999975	0.821016	0.999966	0.724003	0.718335	gg	human	bact_v4	91	de_novo	mothur
0.03	0.03	238983	5487270000	52681	134272	0.640267	0.99999	0.819378	0.999976	0.819378	0.999966	0.724291	0.71883300000000006	gg	human	bact_v4	92	de_novo	mothur
0.03	0.03	238366	5487270000	52310	134889	0.638614	0.99999	0.82004	0.999975	0.82004	0.999966	0.723648	0.718044	gg	human	bact_v4	93	de_novo	mothur
0.03	0.03	238949	5487270000	52526	134306	0.640176	0.99999	0.819792	0.999976	0.819792	0.999966	0.724423	0.718936	gg	human	bact_v4	94	de_novo	mothur
0.03	0.03	237992	5487270000	51574	135263	0.637612	0.999991	0.821892	0.999975	0.821892	0.999966	0.723896	0.718118	gg	human	bact_v4	95	de_novo	mothur
0.03	0.03	238687	5487270000	52411	134568	0.639474	0.99999	0.819954	0.999975	0.819954	0.999966	0.724097	0.718555	gg	human	bact_v4	96	de_novo	mothur
0.03	0.03	237885	5487270000	51743	135370	0.637326	0.999991	0.821347	0.999975	0.821347	0.999966	0.723493	0.717728	gg	human	bact_v4	97	de_novo	mothur
0.03	0.03	238685	5487270000	52549	134570	0.639469	0.99999	0.819564	0.999975	0.819564	0.999966	0.723922	0.718402	gg	human	bact_v4	98	de_novo	mothur
0.03	0.03	237898	5487270000	52064	135357	0.637361	0.999991	0.820445	0.999975	0.820445	0.999966	0.723115	0.717406	gg	human	bact_v4	99	de_novo	mothur
0.03	0.03	238649	5487270000	52284	134606	0.639373	0.99999	0.820289	0.999975	0.820289	0.999966	0.724187	0.718619	gg	human	bact_v4	100	de_novo	mothur
0.03	0.03	174361	2970240000	34610	100446	0.634485	0.999988	0.834379	0.999966	0.834379	0.999955	0.727578	0.720831	silva	marine	bact_v4	1	de_novo	mothur
0.03	0.03	173796	2970240000	34253	101011	0.632429	0.999988	0.835361	0.999966	0.835361	0.999954	0.726826	0.719867	silva	marine	bact_v4	2	de_novo	mothur
0.03	0.03	174603	2970240000	34698	100204	0.635366	0.999988	0.83422	0.999966	0.83422	0.999955	0.728013	0.721339	silva	marine	bact_v4	3	de_novo	mothur
0.03	0.03	174937	2970240000	35237	99870	0.636581	0.999988	0.832344	0.999966	0.832344	0.999955	0.72789	0.721418	silva	marine	bact_v4	4	de_novo	mothur
0.03	0.03	173804	2970240000	33974	101003	0.632458	0.999989	0.836489	0.999966	0.836489	0.999955	0.727333	0.72030400000000006	silva	marine	bact_v4	5	de_novo	mothur
0.03	0.03	173905	2970240000	34089	100902	0.632826	0.999989	0.836106	0.999966	0.836106	0.999955	0.727378	0.7204	silva	marine	bact_v4	6	de_novo	mothur
0.03	0.03	173892	2970240000	34086	100915	0.632779	0.999989	0.836108	0.999966	0.836108	0.999955	0.727351	0.72037	silva	marine	bact_v4	7	de_novo	mothur
0.03	0.03	174560	2970240000	34427	100247	0.635209	0.999988	0.835267	0.999966	0.835267	0.999955	0.728381	0.721629	silva	marine	bact_v4	8	de_novo	mothur
0.03	0.03	172828	2970240000	33105	101979	0.628907	0.999989	0.839244	0.999966	0.839244	0.999955	0.726481	0.719008	silva	marine	bact_v4	9	de_novo	mothur
0.03	0.03	174411	2970240000	34801	100396	0.634667	0.999988	0.833657	0.999966	0.833657	0.999954	0.727367	0.720678	silva	marine	bact_v4	10	de_novo	mothur
0.03	0.03	174357	2970240000	34251	100450	0.634471	0.999988	0.835812	0.999966	0.835812	0.999955	0.728194	0.721355	silva	marine	bact_v4	11	de_novo	mothur
0.03	0.03	174149	2970240000	34305	100658	0.633714	0.999988	0.835431	0.999966	0.835431	0.999955	0.727594	0.720724	silva	marine	bact_v4	12	de_novo	mothur
0.03	0.03	174613	2970240000	34590	100194	0.635402	0.999988	0.834658	0.999966	0.834658	0.999955	0.728226	0.721526	silva	marine	bact_v4	13	de_novo	mothur
0.03	0.03	174042	2970240000	34088	100765	0.633324	0.999989	0.836218	0.999966	0.836218	0.999955	0.727713	0.720765	silva	marine	bact_v4	14	de_novo	mothur
0.03	0.03	174296	2970240000	34589	100511	0.634249	0.999988	0.834411	0.999966	0.834411	0.999955	0.727457	0.72069	silva	marine	bact_v4	15	de_novo	mothur
0.03	0.03	174335	2970240000	34596	100472	0.634391	0.999988	0.834414	0.999966	0.834414	0.999955	0.727539	0.720783	silva	marine	bact_v4	16	de_novo	mothur
0.03	0.03	173004	2970240000	33059	101803	0.629547	0.999989	0.839568	0.999966	0.839568	0.999955	0.726992	0.719546	silva	marine	bact_v4	17	de_novo	mothur
0.03	0.03	174274	2970240000	34712	100533	0.634169	0.999988	0.833903	0.999966	0.833903	0.999954	0.727189	0.720449	silva	marine	bact_v4	18	de_novo	mothur
0.03	0.03	173719	2970240000	33751	101088	0.632149	0.999989	0.837321	0.999966	0.837321	0.999955	0.727517	0.720412	silva	marine	bact_v4	19	de_novo	mothur
0.03	0.03	174984	2970240000	35323	99823	0.636752	0.999988	0.832041	0.999966	0.832041	0.999955	0.727855	0.721414	silva	marine	bact_v4	20	de_novo	mothur
0.03	0.03	174488	2970240000	34433	100319	0.634947	0.999988	0.835187	0.999966	0.835187	0.999955	0.728195	0.72143	silva	marine	bact_v4	21	de_novo	mothur
0.03	0.03	174356	2970240000	34362	100451	0.634467	0.999988	0.835366	0.999966	0.835366	0.999955	0.727998	0.721187	silva	marine	bact_v4	22	de_novo	mothur
0.03	0.03	173847	2970240000	34339	100960	0.632615	0.999988	0.835056	0.999966	0.835056	0.999954	0.7268	0.719874	silva	marine	bact_v4	23	de_novo	mothur
0.03	0.03	173826	2970240000	34032	100981	0.632538	0.999989	0.836273	0.999966	0.836273	0.999955	0.727285	0.720276	silva	marine	bact_v4	24	de_novo	mothur
0.03	0.03	174295	2970240000	34617	100512	0.634245	0.999988	0.834299	0.999966	0.834299	0.999955	0.727405	0.720646	silva	marine	bact_v4	25	de_novo	mothur
0.03	0.03	174407	2970240000	34287	100400	0.634653	0.999988	0.835707	0.999966	0.835707	0.999955	0.728253	0.721434	silva	marine	bact_v4	26	de_novo	mothur
0.03	0.03	173702	2970240000	33984	101105	0.632087	0.999989	0.836368	0.999966	0.836368	0.999955	0.727067	0.720019	silva	marine	bact_v4	27	de_novo	mothur
0.03	0.03	173970	2970240000	34474	100837	0.633062	0.999988	0.834613	0.999966	0.834613	0.999954	0.726864	0.719999	silva	marine	bact_v4	28	de_novo	mothur
0.03	0.03	173681	2970240000	33974	101126	0.632011	0.999989	0.836392	0.999966	0.836392	0.999955	0.727034	0.719978	silva	marine	bact_v4	29	de_novo	mothur
