label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	dataset	ref	region	seed	method	printref	fraction_mapped	ref_weight	ref_frac	sample_frac	tool	criteria
0.03	0.03	30676	16269900	3690900000	3088810	2500000	0.8668	0.9992	0.8404	0.9993	0.8404	0.9985	0.8528	0.8534	241.7909	00:04:01	7076.19	7494.16	7073.48	7074.02	868.64	0.04	0	marine	silva	bact_v4	29	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30709	16261000	3690900000	3089840	2508910	0.8663	0.9992	0.8403	0.9993	0.8403	0.9985	0.8525	0.8531	273.1919	00:04:33	7069.08	7490.25	7064.17	7065.11	858.4	0.04	0	marine	silva	bact_v4	30	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30678	16240900	3690910000	3086680	2529070	0.8653	0.9992	0.8403	0.9993	0.8403	0.9985	0.8519	0.8526	257.1399	00:04:17	3024.7	3445.25	3020.27	3021.64	858.07	1.99	0	marine	silva	bact_v4	31	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30634	16267600	3690900000	3094260	2502350	0.8667	0.9992	0.8402	0.9993	0.8402	0.9985	0.8526	0.8532	273.8629	00:04:33	6055.52	6481.6	6054.07	6054.49	3.72	0.07	0	marine	silva	bact_v4	32	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30678	16231500	3690910000	3087890	2538420	0.8648	0.9992	0.8402	0.9993	0.8402	0.9985	0.8516	0.8523	242.8878	00:04:02	6537.06	6956.48	6535.43	6535.98	868.64	0.04	0	marine	silva	bact_v4	33	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30679	16300000	3690880000	3111180	2469950	0.8684	0.9992	0.8397	0.9993	0.8397	0.9985	0.8532	0.8538	255.3091	00:04:15	3191.52	3611.03	3186.38	3187.74	838.43	0.04	0	marine	silva	bact_v4	34	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30705	16274800	3690900000	3094120	2495100	0.8671	0.9992	0.8403	0.9993	0.8403	0.9985	0.8528	0.8535	259.6386	00:04:19	3112.54	3529.3	3110.06	3110.6	868.64	1.98	0	marine	silva	bact_v4	35	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30631	16319500	3690890000	3107840	2450460	0.8694	0.9992	0.84	0.9993	0.84	0.9985	0.8539	0.8545	273.4345	00:04:33	7075.12	7494.16	7067.93	7069.59	831.89	0.04	0	marine	silva	bact_v4	36	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30664	16286400	3690890000	3102020	2483540	0.8677	0.9992	0.84	0.9993	0.84	0.9985	0.853	0.8536	242.6678	00:04:02	6639.07	7058.2	6637.34	6637.76	868.64	0.04	0	marine	silva	bact_v4	37	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30644	16300700	3690890000	3100280	2469250	0.8684	0.9992	0.8402	0.9993	0.8402	0.9985	0.8535	0.8541	242.9826	00:04:02	6779.3	7203.61	6777.68	6778	841.68	0.04	0	marine	silva	bact_v4	38	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30639	16302200	3690890000	3101990	2467770	0.8685	0.9992	0.8401	0.9993	0.8401	0.9985	0.8535	0.8541	245.0593	00:04:05	4763.05	5186.94	4761.27	4761.79	846.23	0.04	0	marine	silva	bact_v4	39	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30627	16283500	3690890000	3103040	2486390	0.8675	0.9992	0.8399	0.9993	0.8399	0.9985	0.8529	0.8535	256.61130000000003	00:04:16	3110.25	3530.98	3106.21	3106.97	845.28	1.99	0	marine	silva	bact_v4	40	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30663	16268800	3690890000	3107870	2501080	0.8668	0.9992	0.8396	0.9993	0.8396	0.9985	0.8523	0.853	247.8457	00:04:07	3517.98	3941.55	3515.41	3515.83	833.46	0.07	0	marine	silva	bact_v4	41	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30678	16257600	3690910000	3087160	2512350	0.8662	0.9992	0.8404	0.9993	0.8404	0.9985	0.8524	0.8531	271.1245	00:04:31	7068.56	7490.26	7064.04	7065.28	848.88	0.05	0	marine	silva	bact_v4	42	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30644	16297400	3690890000	3108120	2472540	0.8683	0.9992	0.8398	0.9993	0.8398	0.9985	0.8532	0.8538	263.983	00:04:23	2641.42	3060.21	2634.71	2636.49	835.11	1.98	0	marine	silva	bact_v4	43	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30683	16241700	3690900000	3091320	2528250	0.8653	0.9992	0.8401	0.9993	0.8401	0.9985	0.8518	0.8525	279.538	00:04:39	3475.65	3897.33	3472.98	3473.57	12.68	0.05	0	marine	silva	bact_v4	44	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30646	16304200	3690890000	3105680	2465710	0.8686	0.9992	0.84	0.9993	0.84	0.9985	0.8534	0.8541	260.1649	00:04:20	2946.85	3367.39	2944.75	2945.03	29.27	1.98	0	marine	silva	bact_v4	45	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30684	16224800	3690920000	3075980	2545120	0.8644	0.9992	0.8406	0.9993	0.8406	0.9985	0.8517	0.8524	270.4127	00:04:30	7068.37	7490.25	7066.37	7066.65	855.89	0.04	0	marine	silva	bact_v4	46	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30664	16277800	3690900000	3092270	2492100	0.8672	0.9992	0.8404	0.9993	0.8404	0.9985	0.8529	0.8536	256.307	00:04:16	3078.81	3495.78	3074.09	3075.56	842.27	1.98	0	marine	silva	bact_v4	47	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30677	16328500	3690880000	3112180	2441410	0.8699	0.9992	0.8399	0.9993	0.8399	0.9985	0.854	0.8547	297.7604	00:04:57	2900.21	3320.98	2895.86	2896.76	848.59	1.99	0	marine	silva	bact_v4	48	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30649	16302700	3690890000	3099490	2467180	0.8686	0.9992	0.8403	0.9993	0.8403	0.9985	0.8535	0.8542	253.2967	00:04:13	3268.18	3687.86	3261.21	3262.71	839.68	0.04	0	marine	silva	bact_v4	49	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30657	16263300	3690900000	3098060	2506580	0.8665	0.9992	0.84	0.9993	0.84	0.9985	0.8524	0.853	243.2672	00:04:03	5903.84	6324.72	5902.2	5902.74	868.64	0.04	0	marine	silva	bact_v4	50	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30621	16282300	3690890000	3099090	2487600	0.8675	0.9992	0.8401	0.9993	0.8401	0.9985	0.8529	0.8536	271.0368	00:04:31	7067.38	7490.26	7064.84	7065.21	851.3	0.07	0	marine	silva	bact_v4	51	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30657	16296700	3690900000	3090880	2473210	0.8682	0.9992	0.8406	0.9993	0.8406	0.9985	0.8535	0.8542	262.7921	00:04:22	2848.57	3265.8	2846.27	2846.89	868.64	1.98	0	marine	silva	bact_v4	52	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30684	16243200	3690900000	3089670	2526770	0.8654	0.9992	0.8402	0.9993	0.8402	0.9985	0.8519	0.8526	271.734	00:04:31	7066.93	7490.25	7064.11	7064.58	844.04	0.05	0	marine	silva	bact_v4	53	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30686	16305800	3690880000	3110530	2464160	0.8687	0.9992	0.8398	0.9993	0.8398	0.9985	0.8534	0.854	252.3671	00:04:12	3343.46	3765.34	3338.78	3339.86	838.04	0.04	0	marine	silva	bact_v4	54	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30680	16276900	3690900000	3093710	2493030	0.8672	0.9992	0.8403	0.9993	0.8403	0.9985	0.8529	0.8535	276.7675	00:04:36	3602.4	4022.37	3596.53	3598.31	843.52	0.05	0	marine	silva	bact_v4	55	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30629	16262100	3690900000	3097090	2507830	0.8664	0.9992	0.84	0.9993	0.84	0.9985	0.8523	0.853	222.0331	00:03:42	3298.94	3720.21	3293.73	3294.89	855.09	0.04	0	marine	silva	bact_v4	56	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30671	16264800	3690900000	3097110	2505180	0.8665	0.9992	0.84	0.9993	0.84	0.9985	0.8524	0.8531	277.8303	00:04:37	3618.34	4036.43	3615.86	3616.24	868.64	0.05	0	marine	silva	bact_v4	57	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30668	16244700	3690900000	3090900	2525190	0.8655	0.9992	0.8401	0.9993	0.8401	0.9985	0.852	0.8526	262.8147	00:04:22	2862.88	3280.12	2860.48	2861.1	868.64	1.98	0	marine	silva	bact_v4	58	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30657	16242200	3690910000	3082460	2527720	0.8653	0.9992	0.8405	0.9993	0.8405	0.9985	0.8521	0.8527	281.1735	00:04:41	3372.32	3795.62	3370.12	3370.6	839.07	0.06	0	marine	silva	bact_v4	59	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30691	16259400	3690910000	3084030	2510530	0.8662	0.9992	0.8406	0.9993	0.8406	0.9985	0.8526	0.8532	252.5986	00:04:12	3274.63	3695.72	3269.2	3270.33	835.21	0.04	0	marine	silva	bact_v4	60	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30681	16249100	3690900000	3089060	2520780	0.8657	0.9992	0.8403	0.9993	0.8403	0.9985	0.8521	0.8528	243.4958	00:04:03	5771.38	6192.33	5769.57	5770.12	868.64	0.04	0	marine	silva	bact_v4	61	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30673	16280300	3690900000	3097940	2489620	0.8674	0.9992	0.8401	0.9993	0.8401	0.9985	0.8529	0.8535	245.201	00:04:05	4398.19	4822.39	4394.73	4395.42	841.8	0.04	0	marine	silva	bact_v4	62	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30657	16311500	3690870000	3120640	2458380	0.869	0.9992	0.8394	0.9993	0.8394	0.9985	0.8533	0.854	255.0646	00:04:15	3172.54	3592.21	3167.42	3169.04	848.35	0.05	0	marine	silva	bact_v4	63	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30615	16283200	3690890000	3099450	2486730	0.8675	0.9992	0.8401	0.9993	0.8401	0.9985	0.8529	0.8536	253.7008	00:04:13	3233.66	3652.4	3227.69	3229.18	832.34	0.06	0	marine	silva	bact_v4	64	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30611	16262800	3690900000	3093600	2507110	0.8664	0.9992	0.8402	0.9993	0.8402	0.9985	0.8524	0.8531	259.3435	00:04:19	2932.62	3353.6	2928.53	2929.14	839.91	1.99	0	marine	silva	bact_v4	65	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30681	16289500	3690900000	3095830	2480380	0.8679	0.9992	0.8403	0.9993	0.8403	0.9985	0.8532	0.8539	264.5242	00:04:24	2732.11	3155.47	2730.35	2730.5	6.48	1.99	0	marine	silva	bact_v4	66	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30703	16300400	3690890000	3102270	2469550	0.8684	0.9992	0.8401	0.9993	0.8401	0.9985	0.8534	0.854	256.9432	00:04:16	3047.82	3470.14	3045.27	3045.8	820.45	1.98	0	marine	silva	bact_v4	67	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30670	16279500	3690900000	3096200	2490380	0.8673	0.9992	0.8402	0.9993	0.8402	0.9985	0.8529	0.8535	256.4359	00:04:16	3121.7	3543.21	3118.5	3118.92	834.84	1.98	0	marine	silva	bact_v4	68	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30648	16279700	3690890000	3099040	2490260	0.8673	0.9992	0.8401	0.9993	0.8401	0.9985	0.8528	0.8535	244.3999	00:04:04	5211.36	5632.06	5206.39	5207.58	12.68	0.04	0	marine	silva	bact_v4	69	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30679	16299900	3690890000	3105620	2470040	0.8684	0.9992	0.84	0.9993	0.84	0.9985	0.8533	0.8539	265.7064	00:04:25	2737.2	3154.57	2734.77	2735.14	868.64	1.98	0	marine	silva	bact_v4	70	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30645	16293100	3690900000	3095860	2476810	0.868	0.9992	0.8403	0.9993	0.8403	0.9985	0.8533	0.854	253.051	00:04:13	3248.4	3671.88	3245.32	3245.78	17.93	0.04	0	marine	silva	bact_v4	71	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30690	16291800	3690890000	3103370	2478130	0.868	0.9992	0.84	0.9993	0.84	0.9985	0.8531	0.8538	246.0289	00:04:06	3982.27	4403.32	3980.47	3980.9	868.64	0.04	0	marine	silva	bact_v4	72	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30659	16275200	3690900000	3096440	2494760	0.8671	0.9992	0.8402	0.9993	0.8402	0.9985	0.8528	0.8534	246.0047	00:04:06	3614.51	4037.84	3611.99	3612.44	10.69	0.04	0	marine	silva	bact_v4	73	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30641	16312100	3690890000	3102750	2457780	0.8691	0.9992	0.8402	0.9993	0.8402	0.9985	0.8537	0.8544	293.9516	00:04:53	2840.3	3261.43	2836.28	2836.97	838.06	1.99	0	marine	silva	bact_v4	74	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30684	16249200	3690900000	3089650	2520700	0.8657	0.9992	0.8402	0.9993	0.8402	0.9985	0.8521	0.8528	244.0632	00:04:04	6540.59	6964.99	6539.43	6539.74	854.86	0.04	0	marine	silva	bact_v4	75	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30658	16299300	3690890000	3107460	2470590	0.8684	0.9992	0.8399	0.9993	0.8399	0.9985	0.8533	0.8539	256.1659	00:04:16	3082.54	3502.61	3077.71	3079.33	853.52	1.98	0	marine	silva	bact_v4	76	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30667	16258600	3690900000	3090740	2511370	0.8662	0.9992	0.8403	0.9993	0.8403	0.9985	0.8524	0.853	291.8416	00:04:51	2781.1	3201.49	2776.09	2777.06	839.96	2.01	0	marine	silva	bact_v4	77	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30664	16258600	3690900000	3098000	2511300	0.8662	0.9992	0.84	0.9993	0.84	0.9985	0.8522	0.8529	243.9056	00:04:03	5642.87	6064.07	5638.89	5640.11	837.91	0.04	0	marine	silva	bact_v4	78	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30693	16241500	3690900000	3091300	2528440	0.8653	0.9992	0.8401	0.9993	0.8401	0.9985	0.8518	0.8525	263.0061	00:04:23	2861.91	3279.22	2859.59	2860.2	868.64	1.98	0	marine	silva	bact_v4	79	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30639	16265100	3690900000	3093730	2504850	0.8666	0.9992	0.8402	0.9993	0.8402	0.9985	0.8525	0.8532	245.4973	00:04:05	4148.73	4574.25	4146.27	4146.76	844.06	0.04	0	marine	silva	bact_v4	80	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30620	16269100	3690900000	3094370	2500800	0.8668	0.9992	0.8402	0.9993	0.8402	0.9985	0.8526	0.8533	264.0592	00:04:24	2632.67	3054.67	2629.34	2629.88	852.25	1.98	0	marine	silva	bact_v4	81	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30638	16267200	3690900000	3096220	2502770	0.8667	0.9992	0.8401	0.9993	0.8401	0.9985	0.8525	0.8532	277.9297	00:04:37	3548.74	3971.71	3545.46	3545.89	841.25	0.05	0	marine	silva	bact_v4	82	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30652	16281300	3690900000	3094760	2488660	0.8674	0.9992	0.8403	0.9993	0.8403	0.9985	0.853	0.8536	281.499	00:04:41	3377.85	3796.4	3370.02	3372.08	843.34	0.05	0	marine	silva	bact_v4	83	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30697	16244200	3690900000	3091190	2525710	0.8654	0.9992	0.8401	0.9993	0.8401	0.9985	0.8519	0.8526	253.6011	00:04:13	3282.91	3701.52	3280.42	3280.9	868.64	0.04	0	marine	silva	bact_v4	84	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30673	16293900	3690890000	3099750	2476040	0.8681	0.9992	0.8402	0.9993	0.8402	0.9985	0.8533	0.8539	265.7966	00:04:25	6076.48	7479.76	3614.8	3615.62	839.21	0.04	0	marine	silva	bact_v4	85	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30689	16242500	3690900000	3095910	2527420	0.8653	0.9992	0.8399	0.9993	0.8399	0.9985	0.8518	0.8524	253.6324	00:04:13	3223.86	3644.66	3219.98	3220.63	837.67	0.04	0	marine	silva	bact_v4	86	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30648	16265700	3690900000	3094460	2504180	0.8666	0.9992	0.8402	0.9993	0.8402	0.9985	0.8525	0.8532	285.566	00:04:45	3212.39	3633.97	3209.35	3209.99	842.82	0.04	0	marine	silva	bact_v4	87	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30665	16276200	3690900000	3096010	2493710	0.8671	0.9992	0.8402	0.9993	0.8402	0.9985	0.8528	0.8535	261.4462	00:04:21	2927.64	3346.12	2921	2922.61	840.71	1.98	0	marine	silva	bact_v4	88	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30670	16283600	3690900000	3094210	2486310	0.8675	0.9992	0.8403	0.9993	0.8403	0.9985	0.8531	0.8537	254.3368	00:04:14	3199.61	3616.31	3197.07	3197.45	868.64	0.07	0	marine	silva	bact_v4	89	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30708	16308500	3690880000	3115080	2461380	0.8689	0.9992	0.8396	0.9993	0.8396	0.9985	0.8534	0.854	284.4449	00:04:44	3263.05	3685.8	3259.17	3260.2	836.64	0.05	0	marine	silva	bact_v4	90	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30670	16287800	3690900000	3090990	2482120	0.8678	0.9992	0.8405	0.9993	0.8405	0.9985	0.8533	0.8539	242.3327	00:04:02	6797.35	7216.23	6790.38	6791.93	867.15	0.04	0	marine	silva	bact_v4	91	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30678	16273300	3690890000	3100640	2496650	0.867	0.9992	0.84	0.9993	0.84	0.9985	0.8526	0.8533	265.2798	00:04:25	2574.3	2992.72	2567.99	2569.18	842.45	0.35	0	marine	silva	bact_v4	92	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30671	16282100	3690890000	3100970	2487800	0.8675	0.9992	0.84	0.9993	0.84	0.9985	0.8529	0.8535	246.3296	00:04:06	3787.03	4212.02	3783.06	3784.16	794.54	0.07	0	marine	silva	bact_v4	93	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30656	16293100	3690900000	3095900	2476850	0.868	0.9992	0.8403	0.9993	0.8403	0.9985	0.8533	0.854	277.9853	00:04:37	3572.45	3993.63	3567.55	3568.42	386.61	0.05	0	marine	silva	bact_v4	94	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30661	16305700	3690890000	3100220	2464260	0.8687	0.9992	0.8402	0.9993	0.8402	0.9985	0.8536	0.8542	246.6106	00:04:06	3611.46	4030.75	3604.64	3606.33	837.07	0.04	0	marine	silva	bact_v4	95	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30701	16286900	3690900000	3095660	2482980	0.8677	0.9992	0.8403	0.9993	0.8403	0.9985	0.8531	0.8538	244.5412	00:04:04	4924.92	5345.24	4918.89	4921.12	840.25	0.06	0	marine	silva	bact_v4	96	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30683	16281300	3690900000	3096230	2488650	0.8674	0.9992	0.8402	0.9993	0.8402	0.9985	0.853	0.8536	249.536	00:04:09	3457.53	3877.73	3451.3	3452.49	11.62	0.07	0	marine	silva	bact_v4	97	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30674	16279000	3690900000	3095570	2490890	0.8673	0.9992	0.8402	0.9993	0.8402	0.9985	0.8529	0.8535	265.4838	00:04:25	2821.2	3243.26	2817.96	2818.33	840.49	1.99	0	marine	silva	bact_v4	98	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30661	16288200	3690900000	3096430	2481710	0.8678	0.9992	0.8403	0.9993	0.8403	0.9985	0.8532	0.8538	248.1274	00:04:08	3552.72	3970.94	3544.68	3546.26	834.37	0.04	0	marine	silva	bact_v4	99	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	30696	16283700	3690890000	3107650	2486190	0.8675	0.9992	0.8397	0.9993	0.8397	0.9985	0.8528	0.8534	259.0547	00:04:19	2969.38	3390.72	2965.64	2966.25	12.91	1.98	0	marine	silva	bact_v4	100	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	3067	15834900	3690970000	3022980	2935060	0.843629	0.999182	0.839696	0.999205	0.839696	0.998395	0.840854	0.841658	186.7951	00:03:06	1902.62	2319.26	1899.91	1900.46	868.64	0.03	0	marine	silva	bact_v4	1	closed	FALSE	0.404	NA	NA	NA	mothur	NA
0.03	0.03	3074	15903200	3690970000	3022240	2866720	0.847271	0.999182	0.840308	0.999224	0.840308	0.998414	0.842985	0.843775	201.2159	00:03:21	1902.67	2319.26	1899.96	1900.51	868.64	1.75	0	marine	silva	bact_v4	2	closed	FALSE	0.406	NA	NA	NA	mothur	NA
0.03	0.03	3073	15793700	3690990000	3004130	2976220	0.841437	0.999187	0.840187	0.999194	0.840187	0.998389	0.840002	0.840812	182.1453	00:03:02	1902.62	2319.26	1899.92	1900.35	868.64	0.03	0	marine	silva	bact_v4	3	closed	FALSE	0.404	NA	NA	NA	mothur	NA
0.03	0.03	3067	15819700	3690980000	3009530	2950260	0.84282	0.999185	0.840167	0.999201	0.840167	0.998395	0.840686	0.841491	174.312	00:02:54	1903.4	2320.76	1900.73	1901.14	868.64	1.73	0	marine	silva	bact_v4	4	closed	FALSE	0.403	NA	NA	NA	mothur	NA
0.03	0.03	3073	15837400	3690960000	3031620	2932480	0.843767	0.999179	0.839334	0.999206	0.839334	0.998394	0.84074	0.841545	193.8526	00:03:13	1903.3	2320.76	1900.8	1901.41	868.64	0.03	0	marine	silva	bact_v4	5	closed	FALSE	0.404	NA	NA	NA	mothur	NA
0.03	0.03	3066	15913800	3690970000	3026840	2856120	0.847835	0.999181	0.840194	0.999227	0.840194	0.998415	0.84321	0.843997	189.2078	00:03:09	1897.59	2319.26	1894.44	1894.83	7.6	0.03	0	marine	silva	bact_v4	6	closed	FALSE	0.408	NA	NA	NA	mothur	NA
0.03	0.03	3071	15879300	3690980000	3013420	2890620	0.845997	0.999184	0.840498	0.999217	0.840498	0.99841	0.842444	0.843239	183.5395	00:03:03	1901.09	2319.26	1894.52	1896.07	845.43	0.04	0	marine	silva	bact_v4	7	closed	FALSE	0.407	NA	NA	NA	mothur	NA
0.03	0.03	3072	15827100	3690970000	3018830	2942800	0.843217	0.999183	0.839815	0.999203	0.839815	0.998394	0.840708	0.841513	188.5076	00:03:08	1900.7	2319.26	1894.42	1896.3	12.92	0.03	0	marine	silva	bact_v4	8	closed	FALSE	0.404	NA	NA	NA	mothur	NA
0.03	0.03	3066	15824400	3690980000	3013260	2945570	0.84307	0.999184	0.84004	0.999203	0.84004	0.998395	0.840747	0.841552	200.5974	00:03:20	1898.35	2319.26	1894.55	1895.24	846.39	1.75	0	marine	silva	bact_v4	9	closed	FALSE	0.403	NA	NA	NA	mothur	NA
0.03	0.03	3064	15819300	3690990000	3006200	2950630	0.8428	0.999186	0.840312	0.999201	0.840312	0.998396	0.840749	0.841554	184.7352	00:03:04	1902.62	2319.26	1894.42	1896.46	849.5	0.03	0	marine	silva	bact_v4	10	closed	FALSE	0.401	NA	NA	NA	mothur	NA
0.03	0.03	3069	15792200	3690990000	2999840	2977750	0.841355	0.999188	0.840366	0.999194	0.840366	0.99839	0.840052	0.840861	199.433	00:03:19	1900.79	2319.26	1894.53	1896.61	843.59	1.73	0	marine	silva	bact_v4	11	closed	FALSE	0.404	NA	NA	NA	mothur	NA
0.03	0.03	3068	15793400	3690990000	3003230	2976510	0.841421	0.999187	0.840225	0.999194	0.840225	0.998389	0.840014	0.840823	188.9108	00:03:08	1899.45	2319.26	1894.48	1895.4	12.11	0.03	0	marine	silva	bact_v4	12	closed	FALSE	0.404	NA	NA	NA	mothur	NA
0.03	0.03	3068	15862000	3691000000	2996270	2907910	0.845076	0.999189	0.841116	0.999213	0.841116	0.99841	0.842295	0.843092	181.9702	00:03:01	1902.62	2319.26	1894.53	1897.51	860.09	0.04	0	marine	silva	bact_v4	13	closed	FALSE	0.405	NA	NA	NA	mothur	NA
0.03	0.03	3069	15830100	3690980000	3014460	2939870	0.843373	0.999184	0.840035	0.999204	0.840035	0.998396	0.840897	0.841701	190.2306	00:03:10	1899	2319.26	1894.55	1895.41	250.37	0.03	0	marine	silva	bact_v4	14	closed	FALSE	0.403	NA	NA	NA	mothur	NA
0.03	0.03	3072	15880700	3690980000	3014380	2889230	0.846071	0.999184	0.840467	0.999218	0.840467	0.99841	0.842466	0.84326	191.2867	00:03:11	1903.36	2320.76	1900.73	1901.16	868.64	0.03	0	marine	silva	bact_v4	15	closed	FALSE	0.407	NA	NA	NA	mothur	NA
0.03	0.03	3069	15823700	3690980000	3010260	2946260	0.843033	0.999185	0.840168	0.999202	0.840168	0.998396	0.840793	0.841598	205.6226	00:03:25	1902.52	2319.26	1894.52	1896.88	850.32	1.04	0	marine	silva	bact_v4	16	closed	FALSE	0.403	NA	NA	NA	mothur	NA
0.03	0.03	3068	15805900	3690990000	3007580	2963980	0.842089	0.999186	0.840137	0.999198	0.840137	0.998392	0.840304	0.841112	180.8112	00:03:00	1900.92	2319.26	1894.42	1895.94	837.15	0.03	0	marine	silva	bact_v4	17	closed	FALSE	0.404	NA	NA	NA	mothur	NA
0.03	0.03	3070	15823600	3690980000	3011470	2946300	0.843031	0.999185	0.840114	0.999202	0.840114	0.998395	0.840765	0.84157	195.0774	00:03:15	1903.42	2320.76	1900.8	1901.39	868.64	0.03	0	marine	silva	bact_v4	18	closed	FALSE	0.403	NA	NA	NA	mothur	NA
0.03	0.03	3070	15811000	3690990000	3002700	2958950	0.842357	0.999187	0.840398	0.999199	0.840398	0.998394	0.84057	0.841376	217.3595	00:03:37	1899.89	2320.76	1895.32	1896.49	841.26	0.03	0	marine	silva	bact_v4	19	closed	FALSE	0.402	NA	NA	NA	mothur	NA
0.03	0.03	3069	15787300	3691000000	2998290	2982670	0.841093	0.999188	0.840394	0.999193	0.840394	0.998389	0.839934	0.840743	203.4874	00:03:23	1902.62	2319.26	1899.91	1900.46	868.64	1.74	0	marine	silva	bact_v4	20	closed	FALSE	0.403	NA	NA	NA	mothur	NA
0.03	0.03	3066	15915300	3690960000	3031230	2854620	0.847915	0.999179	0.840011	0.999227	0.840011	0.998415	0.843158	0.843945	187.7976	00:03:07	1902.62	2319.26	1899.91	1900.39	868.64	0.03	0	marine	silva	bact_v4	21	closed	FALSE	0.406	NA	NA	NA	mothur	NA
