seq	abundance	similarity
SRR2144127.30483	2	1432
SRR2143614.4434	1	237
SRR2143577.2991	1	202
SRR2143650.20499	5	412
SRR2143951.21415	3	837
SRR2143728.7267	4	51
SRR2143811.41167	1	14
SRR2143636.38390	1	29
SRR2143536.26705	1	72
SRR2144030.25996	1	26
SRR2143533.44739	2	125
SRR2143753.19307	1	480
SRR2143556.8941	1	2159
SRR2143736.10228	1	1954
SRR2143535.17408	1	30
SRR2143933.34531	1	749
SRR2143947.8727	1	54
SRR2143547.51561	1	41
SRR2143669.174199	4	42
SRR2143940.41551	1	11
SRR2143717.25824	1	6
SRR2143908.4090	3	33
SRR2143972.33303	2	1156
SRR2143773.29671	210	683
SRR2143824.18843	5	15
SRR2143522.7871	1	645
SRR2143962.99400	1	2120
SRR2143580.58685	34	32
SRR2143744.10453	1	1490
SRR2143889.150297	1	461
SRR2143804.34847	1	632
SRR2143709.27113	1	44
SRR2143911.6951	1	23
SRR2143912.28110	1	89
SRR2143812.22847	1	52
SRR2144097.23894	3	1171
SRR2143884.3321	1	649
SRR2143823.121394	2	111
SRR2144014.36174	1	22
SRR2143668.30193	1	661
SRR2143783.8291	1	7
SRR2143819.26275	1	19
SRR2143679.138416	3	39
SRR2143958.13300	1	87
SRR2143516.1305	1	1167
SRR2143525.15658	1	87
SRR2143983.5799	3	2
SRR2143959.70685	1	18
SRR2143959.68913	2	322
SRR2143930.9073	1	1960
SRR2143516.26037	1	1
SRR2143531.28365	4	3
SRR2143723.75362	1	398
SRR2144119.19703	1	49
SRR2143951.11241	1	1
SRR2144107.5599	2	1042
SRR2143794.10407	1	2789
SRR2143860.86438	3	1440
SRR2143912.23290	1	64
SRR2143730.26984	1	465
SRR2144013.17224	1	0
SRR2143996.64038	1	1749
SRR2143686.163593	1	77
SRR2143736.77221	2	113
SRR2143901.4309	1	214
SRR2143860.20045	2	105
SRR2143862.64526	1	184
SRR2143781.33562	1	210
SRR2143614.95480	1	69
SRR2143833.70608	2	1708
SRR2144029.10146	1	217
SRR2143775.66970	1	691
SRR2143930.30056	1	2303
SRR2143596.40465	1	46
SRR2143884.18163	1	3064
SRR2143969.40911	1	937
SRR2143949.9828	8	184
SRR2144012.20539	3	3454
SRR2143711.780	1	278
SRR2143568.168	1	408
SRR2143912.24051	1	1
SRR2143995.15881	2	1453
SRR2143788.4755	2	22
SRR2143902.71097	2	19
SRR2143962.71539	2	25
SRR2144026.77306	3	1
SRR2143864.15440	2	203
SRR2143684.24708	1	2021
SRR2143983.31156	1	997
SRR2144103.22526	1	71
SRR2143962.74352	2	2125
SRR2143752.53643	1	2207
SRR2143841.23830	1	3
SRR2143842.28219	1	94
SRR2143792.17657	1	2554
SRR2143986.84471	1	3035
SRR2143939.13820	1	537
SRR2143686.81032	1	195
SRR2143713.44253	1	1731
SRR2143519.4843	1	751
SRR2143686.43688	1	126
SRR2143626.82243	1	740
SRR2143899.19305	2	189
SRR2143922.21146	2	2
SRR2143662.46465	16	1064
SRR2143842.28222	2	65
SRR2143606.3640	2	115
SRR2144089.22320	1	3030
SRR2143526.42070	1	62
SRR2144119.328	1	2463
SRR2143692.25212	1	3310
SRR2143770.13780	3	3489
SRR2144030.3000	17	19
SRR2143862.112977	5	672
SRR2143742.27700	1	2263
SRR2143847.52594	1	108
SRR2144036.14206	1	497
SRR2143713.4341	4	1721
SRR2143677.17484	1	1031
SRR2143937.9423	62	2375
SRR2143951.5960	1	52
SRR2143860.84975	1	402
SRR2143607.22253	2	1
SRR2143605.18274	2	3564
SRR2143599.2452	1	125
SRR2143859.22079	1	402
SRR2143532.29051	1	165
SRR2143531.19329	1	102
SRR2143686.31051	2	387
SRR2143998.44300	2	13
SRR2144113.19578	2	1002
SRR2143816.15151	1	2168
SRR2144003.31579	1	2282
SRR2143821.4047	1	1925
SRR2143737.25957	1	3338
SRR2143787.21410	1	75
SRR2143863.34520	1	201
SRR2143516.27427	1	329
SRR2143679.207362	3	47
SRR2143823.173040	1	0
SRR2143627.5430	1	519
SRR2143591.71798	1	62
SRR2143740.12202	1	535
SRR2143949.2104	1	2187
SRR2143959.2848	1	509
SRR2143532.13061	1	1809
SRR2144091.13367	1	563
SRR2143727.10235	2	15
SRR2143789.12432	3	76
SRR2143863.16068	1	3307
SRR2143922.14100	1	153
SRR2143759.20587	1	2546
SRR2143900.22297	1	1187
SRR2144102.35973	1	12
SRR2144103.47128	1	91
SRR2143803.26505	2	225
SRR2144129.21901	4	41
SRR2143680.8309	1	558
SRR2143577.60626	1	1
SRR2143818.59318	1	876
SRR2143881.1595	2	190
SRR2144022.12970	1	55
SRR2144101.36187	1	468
SRR2144100.56489	1	2796
SRR2143523.22695	1	416
SRR2143569.40571	1	12
SRR2143580.94351	2	506
SRR2143905.97002	1	717
SRR2143690.4820	1	16
SRR2143546.21748	1	371
SRR2143777.23502	1	2238
SRR2144072.42518	2	85
SRR2143643.96991	2073	71
SRR2143736.38405	1	265
SRR2143811.6245	5	102
SRR2143597.55880	1	104
SRR2143998.59591	14	676
SRR2143711.68753	2	64
SRR2143724.23913	1	9
SRR2143568.25758	2	2557
SRR2144004.37422	1	636
SRR2143618.24556	1	90
SRR2143886.18705	1	307
SRR2143796.17706	3	993
SRR2144030.83135	1	17
SRR2143614.25061	2	170
SRR2144026.81979	1	1880
SRR2143659.50406	3	70
SRR2143686.127930	1	393
SRR2143764.11929	2	186
SRR2143889.158105	1	840
SRR2143564.10994	2	244
SRR2144031.21058	1	618
SRR2143998.61073	6	71
SRR2143692.95506	1	587
SRR2143939.37448	1	722
SRR2143696.1822	6	0
SRR2143598.13459	1	3384
SRR2144005.24138	1	403
SRR2143905.29317	3	1128
SRR2143604.83783	1	142
SRR2144073.8938	1	32
SRR2143528.18364	1	184
SRR2143535.2081	1	368
SRR2143556.28272	1	15
SRR2143815.82125	1	317
SRR2143752.60312	1	861
SRR2143686.145592	4	428
SRR2143995.78255	6	113
SRR2143823.4949	1	109
SRR2143823.542156	1	28
SRR2143679.74378	1	86
SRR2143742.50851	1	30
SRR2143977.25763	1	113
SRR2143654.11231	2	1328
SRR2144115.11094	1	131
SRR2143602.2571	2	87
SRR2144130.24915	1	18
SRR2144099.22648	1	143
SRR2143518.5389	4	199
SRR2143810.18417	1	673
SRR2143810.15915	59	5
SRR2144113.70350	1	862
SRR2143732.452	1	2387
SRR2143858.14536	1	207
SRR2144118.39631	1	462
SRR2143706.1587	1	908
SRR2143740.19883	1	1487
SRR2143547.68965	1	121
SRR2143956.37635	2	33
SRR2144099.34211	3	18
SRR2144089.16629	1	1007
SRR2143764.42974	52	951
SRR2143547.24011	1	574
SRR2144094.32922	1	512
SRR2143568.13212	1	26
SRR2143957.4839	1	29
SRR2143656.52066	3	0
SRR2144021.44430	1	71
SRR2143677.9195	1	503
SRR2143698.8258	1	19
SRR2143713.58524	1	135
SRR2144031.12431	1	1117
SRR2143763.7704	1	658
SRR2143521.47239	2	1056
SRR2143585.106668	63	4
SRR2143969.39441	2	65
SRR2144123.34132	6	6
SRR2143993.144707	1	388
SRR2143857.4205	4	1258
SRR2143764.44226	2	166
SRR2144126.15372	1	8
SRR2143753.29031	2	635
SRR2143580.18214	3	364
SRR2143557.3928	1	2502
SRR2143699.16492	2	155
SRR2143963.27789	1	503
SRR2143862.20859	1	14
SRR2143997.25549	1	1263
SRR2143959.67339	1	226
SRR2144130.12478	1	148
SRR2143839.257	373	2922
SRR2143953.40402	1	954
SRR2143951.17157	1	2143
SRR2143769.23078	1	15
SRR2143636.11474	23	463
SRR2143830.29133	1	965
SRR2143765.364	1	60
SRR2143803.64991	2	1032
SRR2143795.48183	1	679
SRR2143822.5496	12	636
SRR2143722.33485	1	19
SRR2143559.35652	1	615
SRR2143738.23214	1	73
SRR2143669.168088	1	228
SRR2143892.3913	1	232
SRR2143607.62304	2	0
SRR2143650.2490	5	319
SRR2143781.2403	1	52
SRR2143778.31464	2	90
SRR2143984.42982	1	81
SRR2143953.279	12223	116
SRR2143821.20530	1	3296
SRR2143533.17191	30	2
SRR2144012.28381	1	22
SRR2143704.15899	1	907
SRR2143823.379487	2	27
SRR2143617.26567	1	170
SRR2143940.83206	1	1807
SRR2143681.2280	2	102
SRR2143581.679	1	21
SRR2143811.18286	4	675
SRR2143601.34769	1	33
SRR2143784.14925	1	354
SRR2143794.54023	3	1904
SRR2143926.45704	2	12
SRR2143748.44397	1	1509
SRR2143740.52344	1	2741
SRR2143614.115793	1	2352
SRR2144127.61993	3	210
SRR2144100.41209	1	2477
SRR2144099.6358	1	805
SRR2143964.6442	1	25
SRR2143716.2742	24	69
SRR2143763.19319	3	32
SRR2143637.17390	1	1594
SRR2144108.56749	1	17
SRR2144099.5116	1	3
SRR2143738.26474	1	1493
SRR2143686.118800	1	10
SRR2144021.37977	1	245
SRR2143713.32142	1	2367
SRR2143862.111376	2	1571
SRR2143882.5010	5	61
SRR2143623.58645	1	321
SRR2143716.36689	1	1284
SRR2143831.82846	1	252
SRR2143679.222866	2	3
SRR2143864.35899	1	169
SRR2143599.1403	1	553
SRR2143862.96820	33	112
SRR2143517.3035	1	69
SRR2144017.7890	1	20
SRR2143658.15049	3	1
SRR2143830.44490	1	105
SRR2143604.95845	1	136
SRR2143932.14255	1	212
SRR2143687.14399	1	6
SRR2143608.258	526	92
SRR2143962.24643	1	559
SRR2143766.13699	17	436
SRR2143545.78888	2	594
SRR2143950.84699	3	4
SRR2143924.23330	1	751
SRR2143553.59811	1	1530
SRR2143761.16560	24	82
SRR2143580.45538	3	8
SRR2143884.3684	1	199
SRR2143818.26770	1	320
SRR2143699.23990	2	211
SRR2144026.100146	1	188
SRR2143964.18199	1	230
SRR2143862.29618	1	2054
SRR2143681.31479	2	16
SRR2143822.3683	1	955
SRR2143523.15218	2	8
SRR2143640.46573	1	108
SRR2143648.33644	3	354
SRR2143569.23793	1	685
SRR2143903.22093	1	2546
SRR2143990.3606	1	1033
SRR2143660.33173	1	585
SRR2143686.54034	8	76
SRR2143940.89551	1	87
SRR2144031.6877	1	3304
SRR2143826.23180	2	745
SRR2143671.20278	1	643
SRR2143940.39728	1	0
SRR2143862.117414	1	196
SRR2143726.32833	1	3
SRR2144071.14633	1	663
SRR2144071.3645	1	1896
SRR2143831.60472	2	89
SRR2143953.7082	49	1405
SRR2143518.8106	1	495
SRR2143782.27994	1	703
SRR2143679.74936	1	979
SRR2143544.27495	1	84
SRR2144111.3567	1	63
SRR2143664.10883	1	224
SRR2143973.9771	1	164
SRR2144006.8423	3	78
SRR2143518.29616	1	2075
SRR2143654.9837	1	29
SRR2144094.25902	1	1229
SRR2143789.19753	1	278
SRR2143568.27802	1	409
SRR2143636.37277	1	27
SRR2143937.10861	1	392
SRR2143547.10827	1	42
SRR2143724.195	11	0
SRR2143823.548812	1	321
SRR2143739.10181	1	326
SRR2144029.55727	1	5
SRR2143570.36715	1	1393
SRR2143701.17088	1	114
SRR2143519.17482	1	5
SRR2143833.26814	1	384
SRR2143931.23626	2	18
SRR2143653.25077	1	339
SRR2143630.35552	1	261
SRR2143605.8683	1	43
SRR2143547.32793	1	1068
SRR2143753.30723	1	594
SRR2143910.59348	1	586
SRR2143683.17558	3	31
SRR2144031.32791	1	17
SRR2143535.1028	1	1234
SRR2143540.29708	1	587
SRR2143614.5080	2	51
SRR2143731.24802	1	202
SRR2143962.79719	1	2564
SRR2143627.5012	4	56
SRR2144102.3821	1	232
SRR2143684.16196	1	1
SRR2143526.7160	1	285
SRR2143742.1494	2	345
SRR2144113.169736	751	389
SRR2143856.51332	10	1455
SRR2143957.34945	1	342
SRR2144125.31440	1	1131
SRR2143674.11978	1	65
SRR2143902.46569	2	172
SRR2143618.18938	1	6
SRR2143562.47458	1	1193
SRR2143823.300217	2	676
SRR2144100.12862	1	2082
SRR2143839.46947	1	23
SRR2143852.7361	1	84
SRR2143675.26291	2	582
SRR2143574.31673	1	491
SRR2143889.165898	2	0
SRR2143843.14730	1	611
SRR2143676.24116	1	19
SRR2143862.108035	4	236
SRR2143791.13283	2	99
SRR2143597.41969	1	4
SRR2143802.10608	2	1317
SRR2143980.66161	1	415
SRR2143796.22418	4	1
SRR2143953.4843	5	177
SRR2143894.26192	3	9
SRR2143962.105205	1	78
SRR2143889.157439	1249	275
SRR2143853.36836	1	248
SRR2143927.7633	1	247
SRR2143957.34946	1	194
SRR2143819.7687	1	3440
SRR2144023.32356	1	2120
SRR2144089.3904	1	2152
SRR2143896.22578	1	1660
SRR2143522.2870	1	718
SRR2143595.47196	2	432
SRR2143530.32650	1	458
SRR2143749.28608	1	269
SRR2143784.7823	1	474
SRR2143842.41824	1	287
SRR2143849.39431	1	54
SRR2144018.39319	1	417
SRR2143983.41930	2	129
SRR2143617.16872	1	79
SRR2143704.16318	2	2
SRR2144110.7198	4	70
SRR2143676.7079	1	31
SRR2143864.21016	1	38
SRR2144037.15142	1	705
SRR2143811.852	4	895
SRR2143534.20697	1	38
SRR2143797.8382	16084	957
SRR2143614.5081	1	360
SRR2143614.59814	1	58
SRR2143630.10235	3	1051
SRR2143891.47309	6	34
SRR2143686.3945	1	209
SRR2144038.18798	1	35
SRR2143747.48662	1	626
SRR2143680.64472	1	73
SRR2143613.7745	2	579
SRR2143896.5763	11	0
SRR2143553.20868	1	75
SRR2143725.24031	1	391
SRR2143614.134068	1	59
SRR2143963.7384	2	3028
SRR2143638.35754	1	622
SRR2143973.54161	1	4
SRR2144027.1390	24	1836
SRR2143976.16065	3	104
SRR2144102.5988	1	1265
SRR2143951.14249	1	17
SRR2143578.26900	1	1715
SRR2144093.20181	1	840
SRR2143576.5578	3	14
SRR2143912.9893	1	598
SRR2143679.99608	1	34
SRR2144008.59155	1	2120
SRR2143803.23786	3	219
SRR2143686.41444	1	718
SRR2143922.19646	3	67
SRR2143969.25303	1	7
SRR2144129.18882	2	126
SRR2143557.15480	1	533
SRR2143973.3238	1	2222
SRR2143858.2508	1	96
SRR2143944.4127	1	115
SRR2143823.625112	1	852
SRR2143516.35207	1	645
SRR2144014.26296	1	47
SRR2143823.626137	2	679
SRR2144111.2447	1	1905
SRR2143778.20866	1	17
SRR2143749.27699	1	1512
SRR2143753.24074	4	226
SRR2144074.42263	1	2657
SRR2143997.44007	1	39
SRR2143937.16760	1	2058
SRR2143536.20510	1	15
SRR2143827.218705	2	1
SRR2143597.47630	13	429
SRR2143686.154463	1	5
SRR2144023.942	2	122
SRR2143846.42389	1	460
SRR2143823.364249	2	66
SRR2143922.64538	1	33
SRR2143614.123559	2	230
SRR2143826.44296	1	578
SRR2143925.10118	1	960
SRR2143969.25304	1	7
SRR2144004.22415	2	5
SRR2143986.25033	2	30
SRR2143940.22131	1	559
SRR2144101.21611	1	262
SRR2143569.14664	1	646
SRR2143910.59350	1	587
SRR2143585.49359	1	825
SRR2143902.31677	5	458
SRR2143990.11687	1	589
SRR2144098.99801	519	47
SRR2143973.52488	1	3356
SRR2143912.5987	1	142
SRR2143597.52976	3	59
SRR2143940.70031	15	614
SRR2144124.27436	1	1215
SRR2143940.16455	3	36
SRR2143823.181323	1	60
SRR2143563.26333	1	61
SRR2143600.36007	1	2204
SRR2143716.37554	1	3347
SRR2143542.41606	2	94
SRR2143926.44669	1	3
SRR2143989.2709	23	3
SRR2143978.26612	2	113
SRR2143878.44006	3	1
SRR2143777.13798	2	80
SRR2143823.472772	3	192
SRR2143706.9044	58	3158
SRR2144092.64558	1	4
SRR2143521.39340	1	452
SRR2143703.560	1969	37
SRR2143823.295700	5	3
SRR2143595.369	1	2286
SRR2143635.14625	1	171
SRR2143707.7344	1	775
SRR2144026.31069	1	8
SRR2143902.74369	3	39
SRR2144100.30667	3	73
SRR2143704.71593	1	71
SRR2143656.18054	1	25
SRR2144109.31210	1	25
SRR2144004.15454	6	58
SRR2144113.198455	3	59
SRR2143863.1216	4	1003
SRR2144031.7030	1	2050
SRR2143991.69186	2	245
SRR2143986.71931	1	65
SRR2143880.86	3	6
SRR2143823.273823	1	2053
SRR2143773.20784	1	51
SRR2143940.94928	1	174
SRR2143691.133696	1	126
SRR2143948.87338	3	293
SRR2143823.437289	1	37
SRR2143524.18540	1	1296
SRR2143823.356605	1	248
SRR2143765.7533	3	4
SRR2143548.40669	1	2
SRR2143948.92692	6	229
SRR2143601.7303	4	3
SRR2143823.36082	1	2091
SRR2144104.38892	1	230
SRR2143660.13532	1	1
SRR2143669.147819	21	90
SRR2143944.8677	1	184
SRR2143864.52356	1	688
SRR2143519.35353	1	201
SRR2143861.5132	1	2250
SRR2144123.50993	2	60
SRR2143533.16903	7	128
SRR2143734.23443	1	825
SRR2143617.22076	6	46
SRR2143966.27374	3	2845
SRR2143658.3648	1	11
SRR2143734.21828	1	0
SRR2143679.41614	1	2
SRR2143722.25802	1	303
SRR2143616.34175	1	572
SRR2143646.18439	2	8
SRR2143861.13279	1	102
SRR2143650.32413	1	1045
SRR2143516.286	3	2246
SRR2143692.34953	1	122
SRR2143812.11457	1	113
SRR2143666.22719	14	2965
SRR2143823.174998	2	349
SRR2143961.29782	2	0
SRR2143819.34383	1	138
SRR2143607.36457	2	557
SRR2143820.15468	1	2347
SRR2143518.878	3	568
SRR2143614.152929	2	104
SRR2143741.29022	1	248
SRR2143611.36575	2	30
SRR2143742.49893	1	65
SRR2143777.7228	1	700
SRR2143597.15703	1	158
SRR2144101.28795	5	9
SRR2143813.15229	1	841
SRR2143722.20214	3	14
SRR2143898.561	1	403
SRR2143846.43293	1	305
SRR2143864.17544	1	1402
SRR2143823.131338	2	222
SRR2143845.55775	1	63
SRR2143584.25726	1	337
SRR2143676.32286	3	26
SRR2143614.47388	6	823
SRR2143681.75252	2	168
SRR2144096.9799	3	135
SRR2143959.48988	3	51
SRR2143697.32424	3	74
SRR2143530.16436	1	2276
SRR2143905.123436	1	154
SRR2143658.8455	2	99
SRR2143727.9364	4	1
SRR2143580.93299	1	1025
SRR2143734.5180	1	3
SRR2143559.14132	1	2250
SRR2143899.41209	1	46
SRR2144005.27547	1	2592
SRR2143540.66787	1	222
SRR2143705.26648	1	725
SRR2143532.25420	1	188
SRR2143631.16549	3	540
SRR2143551.44226	1	136
SRR2143716.54822	3	681
SRR2143908.25088	1	12
SRR2143823.167829	1	211
SRR2143643.142387	1	1978
SRR2143811.72595	1	0
SRR2143681.17067	10	55
SRR2143585.21415	1	2367
SRR2143811.13611	1	205
SRR2143789.24591	1	1534
SRR2143706.11836	1	2292
SRR2143773.39915	1	713
SRR2143857.35744	1	1341
SRR2143546.30733	1	1368
SRR2143862.104292	1	1172
SRR2143709.42552	1	45
SRR2143925.9582	1	1492
SRR2143895.30710	1	29
SRR2143818.76112	1	895
SRR2143909.2129	1	2
SRR2144004.37666	22	9
SRR2143959.59044	1	3
SRR2143896.20296	1	49
SRR2143823.524453	3	5
SRR2144098.106332	1	505
SRR2143826.9571	2	2
SRR2143969.95	1	0
SRR2143577.38898	3	855
SRR2143889.78551	1	142
SRR2143830.93040	1	1183
SRR2143777.27138	1	0
SRR2143932.11569	41	3002
SRR2143962.24862	1	75
SRR2143543.44056	1	393
SRR2143656.641	770	15
SRR2143932.9394	2	2511
SRR2143596.32775	1	339
SRR2144014.19334	4	81
SRR2143656.11380	1	20
SRR2143784.19394	1	63
SRR2144027.19063	1	5
SRR2143650.27027	1	877
SRR2144005.29024	3	1007
SRR2143944.15174	1	411
SRR2143711.44297	2	19
SRR2143959.60685	1	287
SRR2143956.54875	1	443
SRR2143691.108514	106	126
SRR2143653.13176	3	2552
SRR2143703.566	4	1444
SRR2143679.105957	2	7
SRR2144127.4775	1	40
SRR2143986.45203	1	1181
SRR2143523.36101	1	263
SRR2143738.38644	1	483
SRR2144008.75147	1	2101
SRR2143802.8189	1	2880
SRR2143823.356607	1	93
SRR2143833.31647	1	56
SRR2144016.8876	5	2436
SRR2143771.43158	1	659
SRR2143943.34179	101	112
SRR2143752.5123	45	1
SRR2143630.15426	1	49
SRR2143713.20837	64	2702
SRR2143980.110555	1	311
SRR2143783.33166	1	13
SRR2143893.14243	1	2288
SRR2143717.40199	3	1478
SRR2143597.16066	1	510
SRR2143929.86848	1	2124
SRR2143700.27378	1	1381
SRR2143823.232933	1	1
SRR2143959.57517	4	20
SRR2143902.61710	1	1
SRR2143614.2542	3	418
SRR2144005.43866	1	3602
SRR2143595.60050	1	547
SRR2143960.8508	2	10
SRR2143891.46465	1	118
SRR2144113.26003	2	20
SRR2144014.32626	3	163
SRR2143837.5498	1	249
SRR2143606.22981	1	667
SRR2143975.5496	21	3024
SRR2143601.36119	1	5
SRR2143643.34246	1	1322
SRR2143639.24997	2	66
SRR2143724.21463	1	554
SRR2143823.594663	2	2272
SRR2143818.5407	2	2
SRR2143535.39050	1	664
SRR2143983.17342	24	12
SRR2143810.36789	1	120
SRR2144036.13375	1	714
SRR2143825.19957	2	1213
SRR2143784.7551	1	65
SRR2144100.48729	1	682
SRR2143536.3600	1	179
SRR2143964.6936	1	2405
SRR2144099.12046	2	2
SRR2143753.23500	6	37
SRR2143750.8985	1	299
SRR2143820.3272	1	390
SRR2143686.151255	1	72
SRR2143980.83495	1	342
SRR2143957.31195	1	1
SRR2144073.1416	1	2976
SRR2143518.24332	1	98
SRR2143773.3563	1	267
SRR2143788.76457	1	38
SRR2143797.2756	3	29
SRR2143650.22841	3	44
SRR2143563.9237	1	486
SRR2143818.19081	1	10
SRR2143811.56509	2	202
SRR2143750.9997	2	3
SRR2144012.27029	1	71
SRR2143783.16005	1	232
SRR2143823.615963	2	1322
SRR2143714.3433	1	171
SRR2143905.86742	1	410
SRR2143666.20787	152	894
SRR2143823.575811	1	2516
SRR2143551.47821	1	597
SRR2144120.38314	1	55
SRR2143694.21108	1	0
SRR2143709.39778	1	142
SRR2143601.41710	93	531
SRR2143535.30396	1	73
SRR2143722.24188	1	214
SRR2143609.12862	1	52
SRR2143815.51029	1	340
SRR2144116.14928	4	35
SRR2143847.36459	1	44
SRR2143998.47527	767	45
SRR2144006.665	3	2652
SRR2143717.22603	1	2162
SRR2143810.65651	1	83
SRR2143961.17124	1	2802
SRR2143614.40598	1	476
SRR2143995.18662	2	227
SRR2144120.30442	1	92
SRR2143685.8445	1	2018
SRR2143979.7499	2	51
SRR2143577.1940	1	180
SRR2143671.2206	3	157
SRR2143584.26004	1	367
SRR2143679.15795	16	23
SRR2144102.55047	1	29
SRR2143611.14213	1	282
SRR2143781.24039	1	10
SRR2143861.43247	1	1
SRR2143613.18144	1	616
SRR2143577.24838	2	144
SRR2143540.42388	1	43
SRR2143575.68739	1	171
SRR2143679.194776	2	33
SRR2143658.7117	1	50
SRR2143597.37051	1	595
SRR2143517.24499	1	836
SRR2143823.250958	1	11
SRR2143569.27539	1	850
SRR2143542.73105	3	92
SRR2143823.134441	2	184
SRR2144104.17303	1	297
SRR2143561.9825	1	7
SRR2143980.34431	1	970
SRR2143963.49778	1	539
SRR2144117.963	1	698
SRR2143516.10953	1	2354
SRR2144031.3730	1	340
SRR2143823.566837	2	1
SRR2143764.13015	1	2765
SRR2143839.1243	635	58
SRR2143800.10515	1	107
SRR2143580.126347	1	31
SRR2143546.56564	1	2
SRR2143564.10313	1	117
SRR2143790.94125	1	3508
SRR2143525.5315	1	26
SRR2143643.99651	41	539
SRR2143796.9423	1	56
SRR2143680.29460	2	76
SRR2144115.17095	3	149
SRR2144017.3174	1	956
SRR2143646.102445	1	76
SRR2143853.41456	3	34
SRR2143756.1736	1	369
SRR2143972.22867	1	19
SRR2143630.61515	1	678
SRR2143636.6707	28	564
SRR2143978.72072	1	74
SRR2143777.35428	1	1465
SRR2143966.18793	1	2059
SRR2143926.68107	4	335
SRR2143574.105	7	1484
SRR2143823.349400	1	11
SRR2143544.12563	1	761
SRR2143993.3804	1	5
SRR2143668.91103	2	0
SRR2143672.65691	2	173
SRR2143993.178892	4	75
SRR2143944.25377	1	846
SRR2144025.4593	1	89
SRR2143532.24183	3	410
SRR2144072.31169	2	38
SRR2143724.11425	1	371
SRR2143817.89974	2	150
SRR2143644.42994	2	263
SRR2143978.120110	1	750
SRR2143842.83724	1	1197
SRR2143994.14514	1	115
SRR2143953.14078	2	2328
SRR2143933.12370	1	1303
SRR2143978.98504	1	207
SRR2143808.16707	1	9
SRR2143941.1963	1	544
SRR2143975.6360	1	126
SRR2144116.40990	1	611
SRR2143827.135736	19	222
SRR2143824.11378	2	133
SRR2143543.48406	1	2811
SRR2143713.13050	1	2421
SRR2143948.60626	565	8
SRR2143554.24184	2	9
SRR2144095.25834	1	623
SRR2143595.20142	1	279
SRR2144026.13217	1	704
SRR2143823.38468	2	2
SRR2143680.65604	1	58
SRR2143905.75755	1	471
SRR2143809.6986	166322	1178
SRR2143853.46528	1	760
SRR2143912.20434	1	30
SRR2144129.25018	46	73
SRR2143583.30890	1	2017
SRR2143722.15667	1	98
SRR2143838.10327	1	126
SRR2144103.17476	2	262
SRR2144097.16050	1	784
SRR2143559.3387	1	1778
SRR2143969.45190	1	109
SRR2143621.12394	4	78
SRR2143664.33158	1	2103
SRR2144095.48138	3	257
SRR2143736.28406	1	43
SRR2143659.41475	3	177
SRR2143685.2460	1	411
SRR2144106.37495	1	369
SRR2143614.48052	2	204
SRR2143517.24704	1	2206
SRR2143601.42161	1	797
SRR2143664.8293	1	314
SRR2143597.33328	1	39
SRR2143788.45370	1	2141
SRR2143969.31888	1	250
SRR2143679.5954	1	55
SRR2143967.36834	1	362
SRR2143823.438152	1	2525
SRR2143878.26000	162	7
SRR2143823.12215	2	704
SRR2143953.8141	6	2427
SRR2143542.4955	1	0
SRR2143518.21646	1	19
SRR2143805.4277	1	241
SRR2144095.36546	1	127
SRR2143808.26756	5	262
SRR2143516.1637	6	86
SRR2144031.33162	1	1571
SRR2143946.15166	3	224
SRR2143696.13874	1	2128
SRR2143800.36667	1	53
SRR2143607.974	1	99
SRR2143669.130371	1	90
SRR2143834.7612	3	139
SRR2143738.17766	1	78
SRR2143643.96895	164	48
SRR2143664.17630	2	12
SRR2143711.58324	1	73
SRR2144114.14591	1	13
SRR2143954.4865	1	364
SRR2143959.4115	2	473
SRR2143706.23956	1	419
SRR2143826.32443	1	721
SRR2143531.9467	8	2044
SRR2143758.20773	2	1928
SRR2143791.18395	1	185
SRR2143540.39164	1	1459
SRR2143631.2315	1	29
SRR2143849.15168	1	121
SRR2143902.76453	2	267
SRR2143740.45314	1	1511
SRR2143523.42641	1	92
SRR2143780.19224	1	481
SRR2143834.18747	1	210
SRR2144122.20331	3	751
SRR2143669.194535	2	1008
SRR2143690.6315	1	501
SRR2143765.7096	1	88
SRR2144101.9051	1	3341
SRR2144103.11363	2	159
SRR2143859.8960	1	1684
SRR2143995.2166	2	31
SRR2144024.12638	3	3406
SRR2143895.23200	1	1597
SRR2144022.32112	1	231
SRR2143959.81001	2	174
SRR2144031.33163	1	10
SRR2143669.61154	1	1779
SRR2143840.14479	1	122
SRR2143981.5040	2	73
SRR2143899.22611	1	3324
SRR2143687.54116	1	256
SRR2143969.29653	2	60
SRR2143652.17634	3	10
SRR2144105.11688	2	162
SRR2143559.3409	1	1522
SRR2143530.24692	1	152
SRR2144116.33645	1	440
SRR2143823.384810	1	123
SRR2143614.163326	1	5
SRR2144117.11874	5	96
SRR2143789.23502	1	109
SRR2143674.7082	2	2
SRR2143736.82635	1	57
SRR2143902.65962	2	0
SRR2143969.42969	1	110
SRR2143959.19692	1	218
SRR2143922.16298	2	230
SRR2143927.18632	1	36
SRR2143845.19594	1	2051
SRR2144108.3717	1	365
SRR2143684.21323	1	1188
SRR2144104.39914	2	91
SRR2143861.19625	1	312
SRR2143944.15715	2	246
SRR2144023.22672	1	411
SRR2143964.47835	1	1
SRR2143578.44618	1	2037
SRR2143742.27567	1	2
SRR2143573.60142	3	30
SRR2143748.28879	1	2063
SRR2143817.152560	1	310
