label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	sec	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	dataset	ref	region	seed	method	printref	tool	mem_mb	mem_gb	strategy	numotus	fraction_mapped	ref_weight	ref_frac	sample_frac	criteria	num_ref_seqs	num_sample_seqs	num_total_seqs	n_gaps	total_chars	check_split_passed	sobs	num_otus
0.03	0.03	7761140	11426900000	3071770	3623640	0.681712	0.999731	0.716441	0.999683	0.716441	0.999415	0.698568	0.698645	120.3552	00:02:00	1295.27	1449.71	1291.2	1292.18	509.61	0.02	0	soil	gg	bact_v4	50	closed	FALSE	mothur	1295.27	1.264912109375	database	4751	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7740630	11427000000	3001180	3644150	0.67991	0.999737	0.720608	0.999681	0.720608	0.999419	0.699673	0.699668	161.4989	00:02:41	1295.26	1449.71	1292.73	1293.09	522.09	0.02	0	soil	gg	bact_v4	51	closed	FALSE	mothur	1295.26	1.26490234375	database	4744	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7751350	11427000000	3040710	3633430	0.680852	0.999734	0.718245	0.999682	0.718245	0.999417	0.699008	0.699049	124.4479	00:02:04	1295.27	1449.71	1291.37	1292.34	522.09	0.02	0	soil	gg	bact_v4	52	closed	FALSE	mothur	1295.27	1.264912109375	database	4750	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7738730	11427000000	3026570	3646050	0.679744	0.999735	0.718859	0.999681	0.718859	0.999417	0.698736	0.698754	157.8854	00:02:37	1295.27	1449.71	1292.37	1292.68	515.75	0.02	0	soil	gg	bact_v4	53	closed	FALSE	mothur	1295.27	1.264912109375	database	4742	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7745290	11427000000	3025830	3639490	0.68032	0.999735	0.71908	0.999682	0.71908	0.999417	0.69914	0.699163	129.263	00:02:09	1295.07	1449.71	1291.2	1291.78	512.37	0.03	0	soil	gg	bact_v4	54	closed	FALSE	mothur	1295.07	1.264716796875	database	4749	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7740620	11427000000	3025710	3644160	0.679909	0.999735	0.718965	0.999681	0.718965	0.999417	0.698874	0.698892	120.4592	00:02:00	1294.27	1449.71	1291.32	1291.61	516.05	0.03	0	soil	gg	bact_v4	55	closed	FALSE	mothur	1294.27	1.263935546875	database	4746	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7747310	11427000000	3022170	3637470	0.680497	0.999736	0.719376	0.999682	0.719376	0.999418	0.699376	0.699397	121.6935	00:02:01	1295.04	1449.71	1291.35	1292.09	517.82	0.03	0	soil	gg	bact_v4	56	closed	FALSE	mothur	1295.04	1.2646875	database	4739	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7748980	11426900000	3058540	3635800	0.680644	0.999732	0.716999	0.999682	0.716999	0.999415	0.698293	0.698349	126.1053	00:02:06	1295.27	1449.71	1292.73	1292.96	522.09	0.02	0	soil	gg	bact_v4	57	closed	FALSE	mothur	1295.27	1.264912109375	database	4752	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7759920	11426900000	3075290	3624860	0.681605	0.999731	0.716176	0.999683	0.716176	0.999414	0.698384	0.698463	135.0395	00:02:15	1295.26	1449.71	1292.72	1292.95	522.09	0.03	0	soil	gg	bact_v4	58	closed	FALSE	mothur	1295.26	1.26490234375	database	4739	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7748960	11427000000	3040190	3635820	0.680642	0.999734	0.718218	0.999682	0.718218	0.999417	0.698886	0.698926	122.5903	00:02:02	1295.26	1449.71	1291.36	1292.29	517.69	0.03	0	soil	gg	bact_v4	59	closed	FALSE	mothur	1295.26	1.26490234375	database	4748	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7748480	11427000000	3022580	3636300	0.6806	0.999736	0.71938	0.999682	0.71938	0.999418	0.699431	0.699453	119.4248	00:01:59	1295.26	1449.71	1291.2	1292.12	515.86	0.05	0	soil	gg	bact_v4	60	closed	FALSE	mothur	1295.26	1.26490234375	database	4743	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7751200	11426900000	3054690	3633580	0.680839	0.999733	0.717312	0.999682	0.717312	0.999415	0.698546	0.6986	132.7918	00:02:12	1295.27	1449.71	1292.41	1292.66	515.36	0.05	0	soil	gg	bact_v4	61	closed	FALSE	mothur	1295.27	1.264912109375	database	4744	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7746100	11427000000	3024530	3638680	0.680391	0.999735	0.719187	0.999682	0.719187	0.999418	0.699229	0.699251	126.7863	00:02:06	1294.96	1449.71	1291.36	1292.03	519.54	0.02	0	soil	gg	bact_v4	62	closed	FALSE	mothur	1294.96	1.264609375	database	4745	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7753220	11427000000	3023460	3631550	0.681017	0.999735	0.719444	0.999682	0.719444	0.999418	0.699676	0.699703	122.0966	00:02:02	1295.26	1449.71	1291.2	1292.04	517.14	0.03	0	soil	gg	bact_v4	63	closed	FALSE	mothur	1295.26	1.26490234375	database	4743	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7743030	11427000000	3028380	3641750	0.680121	0.999735	0.71885	0.999681	0.71885	0.999417	0.698926	0.698949	122.2617	00:02:02	1295.27	1449.71	1291.36	1291.99	522.09	0.05	0	soil	gg	bact_v4	64	closed	FALSE	mothur	1295.27	1.264912109375	database	4749	0.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7762000	11427000000	3037700	3622780	0.681787	0.999734	0.718724	0.999683	0.718724	0.999418	0.699721	0.699769	133.5026	00:02:13	1295.27	1449.71	1291.21	1292.15	516.69	0.02	0	soil	gg	bact_v4	65	closed	FALSE	mothur	1295.27	1.264912109375	database	4747	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7741390	11427000000	3010950	3643390	0.679977	0.999737	0.719973	0.999681	0.719973	0.999418	0.699399	0.699404	130.6137	00:02:10	1294.48	1449.71	1291.23	1291.71	513.09	0.02	0	soil	gg	bact_v4	66	closed	FALSE	mothur	1294.48	1.264140625	database	4749	0.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7772420	11426900000	3098430	3612360	0.682703	0.999729	0.714978	0.999684	0.714978	0.999413	0.698361	0.698468	121.5144	00:02:01	1294.25	1449.71	1291.38	1291.71	518.61	0.02	0	soil	gg	bact_v4	67	closed	FALSE	mothur	1294.25	1.263916015625	database	4747	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7762860	11426900000	3074880	3621920	0.681863	0.999731	0.71628	0.999683	0.71628	0.999415	0.698567	0.698648	120.6737	00:02:00	1294.58	1449.71	1291.2	1291.62	511.24	0.02	0	soil	gg	bact_v4	68	closed	FALSE	mothur	1294.58	1.26423828125	database	4742	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7742700	11426900000	3054660	3642080	0.680093	0.999733	0.717092	0.999681	0.717092	0.999415	0.698055	0.698102	140.682	00:02:20	1295.26	1449.71	1291.72	1292.41	514.25	2.8	0	soil	gg	bact_v4	69	closed	FALSE	mothur	1295.26	1.26490234375	database	4748	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7748740	11426900000	3063760	3636040	0.680622	0.999732	0.716646	0.999682	0.716646	0.999414	0.69811	0.69817	183.4988	00:03:03	1295.26	1449.71	1291.79	1292.04	522.26	0.03	0	soil	gg	bact_v4	70	closed	FALSE	mothur	1295.26	1.26490234375	database	4742	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7760390	11427000000	3036240	3624390	0.681646	0.999734	0.718779	0.999683	0.718779	0.999418	0.699676	0.69972	136.7318	00:02:16	1294.71	1449.71	1291.35	1291.96	517.94	2.79	0	soil	gg	bact_v4	71	closed	FALSE	mothur	1294.71	1.264365234375	database	4749	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7752340	11427000000	3021450	3632440	0.680939	0.999736	0.719556	0.999682	0.719556	0.999418	0.69969	0.699715	120.1379	00:02:00	1295.27	1449.71	1291.62	1292.14	510.77	0.05	0	soil	gg	bact_v4	72	closed	FALSE	mothur	1295.27	1.264912109375	database	4744	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7770890	11426900000	3056150	3613890	0.682568	0.999733	0.71773	0.999684	0.71773	0.999417	0.699637	0.699707	327.3259	00:05:27	1295.26	1449.71	1292.18	1292.64	520.77	2.81	0	soil	gg	bact_v4	73	closed	FALSE	mothur	1295.26	1.26490234375	database	4748	0.459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7770630	11426900000	3106560	3614150	0.682545	0.999728	0.714397	0.999684	0.714397	0.999413	0.697996	0.698108	144.1722	00:02:24	1295.26	1449.71	1291.34	1291.86	516.72	0.04	0	soil	gg	bact_v4	74	closed	FALSE	mothur	1295.26	1.26490234375	database	4742	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7759870	11426900000	3070270	3624910	0.6816	0.999731	0.716507	0.999683	0.716507	0.999415	0.698543	0.698618	128.4403	00:02:08	1294.25	1449.71	1291.27	1291.69	514.91	0.02	0	soil	gg	bact_v4	75	closed	FALSE	mothur	1294.25	1.263916015625	database	4742	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7757100	11427000000	3043730	3627680	0.681357	0.999734	0.718194	0.999683	0.718194	0.999417	0.699242	0.699291	135.8406	00:02:15	1295.27	1449.71	1292.6	1292.7	522.09	2.8	0	soil	gg	bact_v4	76	closed	FALSE	mothur	1295.27	1.264912109375	database	4740	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7768780	11426900000	3098180	3616000	0.682383	0.999729	0.714899	0.999684	0.714899	0.999413	0.698158	0.698263	132.1555	00:02:12	1295.26	1449.71	1292.06	1292.63	514.52	0.04	0	soil	gg	bact_v4	77	closed	FALSE	mothur	1295.26	1.26490234375	database	4749	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7768520	11426900000	3103960	3616260	0.68236	0.999728	0.714512	0.999684	0.714512	0.999413	0.697958	0.698066	130.7215	00:02:10	1295.27	1449.71	1291.2	1291.73	509.61	0.03	0	soil	gg	bact_v4	78	closed	FALSE	mothur	1295.27	1.264912109375	database	4745	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7740170	11427000000	3020080	3644610	0.67987	0.999736	0.71933	0.999681	0.71933	0.999417	0.699031	0.699044	130.8402	00:02:10	1294.3	1449.71	1291.81	1292.08	519.66	0.02	0	soil	gg	bact_v4	79	closed	FALSE	mothur	1294.3	1.26396484375	database	4746	0.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7761020	11426900000	3050630	3623760	0.681701	0.999733	0.717838	0.999683	0.717838	0.999417	0.699245	0.699303	167.7907	00:02:47	1295.26	1449.71	1291.2	1292.2	509.65	2.79	0	soil	gg	bact_v4	80	closed	FALSE	mothur	1295.26	1.26490234375	database	4740	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7750920	11426900000	3066930	3633860	0.680814	0.999732	0.716494	0.999682	0.716494	0.999414	0.698133	0.698198	120.7259	00:02:00	1295.26	1449.71	1292.01	1292.76	509.61	0.03	0	soil	gg	bact_v4	81	closed	FALSE	mothur	1295.26	1.26490234375	database	4747	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7766050	11426900000	3074750	3618720	0.682144	0.999731	0.716373	0.999683	0.716373	0.999415	0.698756	0.698839	120.5395	00:02:00	1295.26	1449.71	1292.14	1292.38	520.08	0.03	0	soil	gg	bact_v4	82	closed	FALSE	mothur	1295.26	1.26490234375	database	4736	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7741720	11427000000	3019900	3643060	0.680006	0.999736	0.719382	0.999681	0.719382	0.999418	0.699126	0.69914	138.5156	00:02:18	1295.27	1449.71	1291.89	1292.44	520.33	2.8	0	soil	gg	bact_v4	83	closed	FALSE	mothur	1295.27	1.264912109375	database	4742	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7744520	11426900000	3061930	3640260	0.680252	0.999732	0.716657	0.999682	0.716657	0.999414	0.697925	0.69798	128.4654	00:02:08	1294.93	1449.71	1291.3	1291.82	516.29	0.02	0	soil	gg	bact_v4	84	closed	FALSE	mothur	1294.93	1.264580078125	database	4745	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7758370	11427000000	3039800	3626410	0.681469	0.999734	0.71849	0.999683	0.71849	0.999417	0.699443	0.69949	120.9035	00:02:00	1295.27	1449.71	1292.6	1292.84	522.1	0.03	0	soil	gg	bact_v4	85	closed	FALSE	mothur	1295.27	1.264912109375	database	4748	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7751180	11427000000	3018910	3633600	0.680837	0.999736	0.719695	0.999682	0.719695	0.999419	0.699706	0.699727	128.2532	00:02:08	1294.24	1449.71	1291.35	1291.64	513.11	0.02	0	soil	gg	bact_v4	86	closed	FALSE	mothur	1294.24	1.26390625	database	4751	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7745580	11426900000	3067180	3639200	0.680345	0.999732	0.716337	0.999682	0.716337	0.999414	0.697816	0.697877	122.4769	00:02:02	1295.26	1449.71	1291.86	1292.46	512.1	0.03	0	soil	gg	bact_v4	87	closed	FALSE	mothur	1295.26	1.26490234375	database	4746	0.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7770170	11426900000	3098150	3614600	0.682505	0.999729	0.714938	0.999684	0.714938	0.999413	0.69824	0.698345	153.4295	00:02:33	1295.27	1449.71	1292.61	1292.83	522.09	0.03	0	soil	gg	bact_v4	88	closed	FALSE	mothur	1295.27	1.264912109375	database	4751	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7751160	11426900000	3061570	3633620	0.680836	0.999732	0.716855	0.999682	0.716855	0.999415	0.698321	0.698381	131.0749	00:02:11	1294.78	1449.71	1291.2	1291.74	509.93	0.02	0	soil	gg	bact_v4	89	closed	FALSE	mothur	1294.78	1.26443359375	database	4732	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7750740	11426900000	3060420	3634040	0.680798	0.999732	0.71692	0.999682	0.71692	0.999415	0.698334	0.698393	121.3661	00:02:01	1294.39	1449.71	1291.35	1291.74	519.07	0.02	0	soil	gg	bact_v4	90	closed	FALSE	mothur	1294.39	1.264052734375	database	4739	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7755820	11427000000	3028850	3628960	0.681245	0.999735	0.719152	0.999683	0.719152	0.999418	0.699651	0.699685	121.4846	00:02:01	1295.26	1449.71	1291.2	1292.15	509.61	0.03	0	soil	gg	bact_v4	91	closed	FALSE	mothur	1295.26	1.26490234375	database	4742	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7751000	11426900000	3062440	3633780	0.680821	0.999732	0.716793	0.999682	0.716793	0.999415	0.698283	0.698344	120.7292	00:02:00	1294.42	1449.71	1291.76	1292.16	519.87	0.02	0	soil	gg	bact_v4	92	closed	FALSE	mothur	1294.42	1.26408203125	database	4748	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7750850	11427000000	3031790	3633930	0.680808	0.999735	0.718827	0.999682	0.718827	0.999417	0.699268	0.699301	121.2777	00:02:01	1295.26	1449.71	1291.35	1292.34	513.96	0.03	0	soil	gg	bact_v4	93	closed	FALSE	mothur	1295.26	1.26490234375	database	4743	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7760740	11427000000	3043670	3624040	0.681677	0.999734	0.718294	0.999683	0.718294	0.999417	0.699455	0.699507	120.3681	00:02:00	1294.92	1449.71	1292.1	1292.41	516.08	0.03	0	soil	gg	bact_v4	94	closed	FALSE	mothur	1294.92	1.2645703125	database	4749	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7749930	11427000000	3018760	3634850	0.680727	0.999736	0.719673	0.999682	0.719673	0.999418	0.699639	0.699659	137.0225	00:02:17	1295.26	1449.71	1292.68	1292.92	522.1	2.79	0	soil	gg	bact_v4	95	closed	FALSE	mothur	1295.26	1.26490234375	database	4745	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7740820	11427000000	3024730	3643960	0.679927	0.999735	0.719036	0.999681	0.719036	0.999417	0.698917	0.698935	132.655	00:02:12	1295.26	1449.71	1291.22	1292.01	510.68	0.03	0	soil	gg	bact_v4	96	closed	FALSE	mothur	1295.26	1.26490234375	database	4754	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7723460	11426900000	3054220	3661310	0.678403	0.999733	0.716617	0.99968	0.716617	0.999413	0.696955	0.696986	121.9878	00:02:01	1295.26	1449.71	1292.09	1292.56	514.79	0.03	0	soil	gg	bact_v4	97	closed	FALSE	mothur	1295.26	1.26490234375	database	4746	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7758720	11427000000	3033130	3626050	0.6815	0.999735	0.718943	0.999683	0.718943	0.999418	0.69968	0.699721	121.1264	00:02:01	1294.43	1449.71	1291.77	1292.17	519.23	0.02	0	soil	gg	bact_v4	98	closed	FALSE	mothur	1294.43	1.264091796875	database	4738	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7751830	11426900000	3063160	3632950	0.680894	0.999732	0.716768	0.999682	0.716768	0.999415	0.698308	0.698371	139.5719	00:02:19	1295.27	1449.71	1291.95	1292.48	510.21	2.8	0	soil	gg	bact_v4	99	closed	FALSE	mothur	1295.27	1.264912109375	database	4741	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	7738810	11427000000	3008670	3645970	0.67975	0.999737	0.720058	0.999681	0.720058	0.999418	0.699324	0.699324	157.6893	00:02:37	1295.26	1449.71	1292.64	1292.92	522.13	0.03	0	soil	gg	bact_v4	100	closed	FALSE	mothur	1295.26	1.26490234375	database	4750	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.03	0.03	33930900	8683540000	3222390	6691530	0.8353	0.9996	0.9133	0.9992	0.9133	0.9989	0.8728	0.8725	366.4168	00:06:06	3795.71	4890.57	3788.71	3790.86	1705.94	2.27	0	human	NA	NA	1	open	TRUE	mothur	3795.71	3.706748046875	self-split	12005	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	33903600	8391540000	3219930	6718840	0.834603	0.999616	0.913264	0.9992	0.913264	0.998822	0.872465	0.872164	346.9907	00:05:46	3795.63	4890.57	3791.77	3792.81	1705.47	2.2	0	human	NA	NA	1	closed	TRUE	mothur	3795.63	3.706669921875	self-split	2844	0.851	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34659600	8682950000	3812770	5962870	0.8532	0.9996	0.9009	0.9993	0.9009	0.9989	0.8762	0.8764	356.2315	00:05:56	3796.96	4890.56	3793.07	3794.11	1707.6	2.27	0	human	NA	NA	2	open	TRUE	mothur	3796.96	3.70796875	self-split	11980	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34631500	8390170000	3809770	5990930	0.852522	0.999546	0.900894	0.999286	0.900894	0.998838	0.875794	0.876041	345.4449	00:05:45	3796.96	4890.56	3788.69	3790.47	1709.38	0.04	0	human	NA	NA	2	closed	TRUE	mothur	3796.96	3.70796875	self-split	2761	0.849	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34640800	8682980000	3786370	5981650	0.8528	0.9996	0.9015	0.9993	0.9015	0.9989	0.8762	0.8764	461.2365	00:07:41	3797.01	4890.6	3793.12	3794.08	1709.38	2.27	0	human	NA	NA	3	open	TRUE	mothur	3797.01	3.708017578125	self-split	11945	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34612700	8393310000	3783640	6009730	0.852059	0.999549	0.901458	0.999284	0.901458	0.998839	0.875831	0.876063	345.1636	00:05:45	3791.44	4890.6	3789.39	3789.52	1698.96	0.04	0	human	NA	NA	3	closed	TRUE	mothur	3791.44	3.702578125	self-split	2719	0.847	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34662100	8682930000	3830630	5960340	0.8533	0.9996	0.9005	0.9993	0.9005	0.9989	0.876	0.8762	361.2926	00:06:01	3796.97	4890.57	3793.12	3794.28	1709.38	2.27	0	human	NA	NA	4	open	TRUE	mothur	3796.97	3.707978515625	self-split	11940	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34635700	8393790000	3827850	5986690	0.852626	0.999544	0.900481	0.999287	0.900481	0.998837	0.875646	0.8759	359.8327	00:05:59	3796.97	4890.57	3793.09	3794.12	1701.11	2.2	0	human	NA	NA	4	closed	TRUE	mothur	3796.97	3.707978515625	self-split	2755	0.85	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	33840800	8683640000	3124370	6781600	0.8331	0.9996	0.9155	0.9992	0.9155	0.9989	0.8727	0.8723	362.0871	00:06:02	3791.49	4890.57	3788.69	3789.2	1698.86	2.27	0	human	NA	NA	5	open	TRUE	mothur	3791.49	3.702626953125	self-split	12029	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	33812700	8391640000	3121470	6809700	0.832366	0.999628	0.915486	0.999189	0.915486	0.998823	0.872355	0.871949	343.8376	00:05:43	3796.97	4890.57	3793.09	3794.13	1700.5	0.03	0	human	NA	NA	5	closed	TRUE	mothur	3796.97	3.707978515625	self-split	2785	0.848	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34663400	8682940000	3818280	5959010	0.8533	0.9996	0.9008	0.9993	0.9008	0.9989	0.8762	0.8764	361.3205	00:06:01	3797.64	4892.46	3792.12	3793.01	1709.18	2.27	0	human	NA	NA	6	open	TRUE	mothur	3797.64	3.7086328125	self-split	11974	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34636700	8393670000	3815660	5985780	0.852648	0.999546	0.900769	0.999287	0.900769	0.998838	0.875798	0.876048	354.674	00:05:54	3791.35	4890.57	3788.69	3788.96	1689.48	2.2	0	human	NA	NA	6	closed	TRUE	mothur	3791.35	3.702490234375	self-split	2715	0.847	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	33880300	8683610000	3151920	6742100	0.834	0.9996	0.9149	0.9992	0.9149	0.9989	0.873	0.8726	488.6105	00:08:08	3796.97	4890.57	3793.13	3794.26	1709.38	2.28	0	human	NA	NA	7	open	TRUE	mothur	3796.97	3.707978515625	self-split	12017	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	33850400	8394990000	3149310	6772050	0.833293	0.999625	0.914883	0.999194	0.914883	0.998824	0.872554	0.872184	370.5262	00:06:10	3792.71	4890.57	3788.76	3789.41	1685.07	0.04	0	human	NA	NA	7	closed	TRUE	mothur	3792.71	3.703818359375	self-split	2739	0.845	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34018800	8683450000	3313480	6603660	0.8374	0.9996	0.9112	0.9992	0.9112	0.9989	0.873	0.8728	468.9504	00:07:48	3797	4894.88	3793.2	3793.81	1115.89	2.27	0	human	NA	NA	8	open	TRUE	mothur	3797	3.7080078125	self-split	12014	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	33991800	8394830000	3310850	6630650	0.836774	0.999606	0.911244	0.999211	0.911244	0.998822	0.872631	0.872422	362.9187	00:06:02	3796.96	4890.57	3793.08	3794.13	1709.38	2.19	0	human	NA	NA	8	closed	TRUE	mothur	3796.96	3.70796875	self-split	2750	0.849	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	33983100	8683490000	3274770	6639380	0.8366	0.9996	0.9121	0.9992	0.9121	0.9989	0.873	0.8727	389.5098	00:06:29	3796.98	4890.58	3793.1	3794.14	1709.38	2.27	0	human	NA	NA	9	open	TRUE	mothur	3796.98	3.70798828125	self-split	12034	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	33951500	8394340000	3271950	6670970	0.835781	0.99961	0.9121	0.999206	0.9121	0.998822	0.872523	0.872274	415.4435	00:06:55	3795.4	4890.58	3791.29	3792.24	27.54	2.2	0	human	NA	NA	9	closed	TRUE	mothur	3795.4	3.7064453125	self-split	2786	0.845	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34662500	8682940000	3823130	5959960	0.8533	0.9996	0.9007	0.9993	0.9007	0.9989	0.8761	0.8763	372.1068	00:06:12	3797.46	4895.96	3794.14	3794.58	808.78	0.05	0	human	NA	NA	10	open	TRUE	mothur	3797.46	3.70845703125	self-split	11948	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	34633800	8393280000	3820130	5988620	0.852578	0.999545	0.900657	0.999287	0.900657	0.998838	0.875707	0.875958	381.4969	00:06:21	3796.96	4890.57	3793.07	3794.11	1709.35	2.2	0	human	NA	NA	10	closed	TRUE	mothur	3796.96	3.70796875	self-split	2734	0.848	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
0.03	0.03	33862500	8683630000	3133070	6759950	0.8336	0.9996	0.9153	0.9992	0.9153	0.9989	0.8729	0.8725	360.2461	00:06:00	3799.11	4892.48	3795.25	3796.4	1709.38	2.27	0	human	NA	NA	11	open	TRUE	mothur	3799.11	3.710068359375	self-split	11983	1	simple	0.1	0.9	NA	13212	118905	132117	44664518	78081147	TRUE	NA	NA
