seq	abundance	similarity
ERR1039472.72065	5	2
ERR1039473.12239	8	1
ERR1039475.34541	1	0
ERR1039475.67794	1	7
ERR1039474.16955	1	17
ERR1039471.81283	1	50
ERR1039472.66577	1	78
ERR1039477.42075	1	2
ERR1039462.33351	1	401
ERR1039463.34348	1	141
ERR1039461.76650	1	2
ERR1039472.9026	1	8
ERR1039466.74872	1	1
ERR1039476.67371	1	84
ERR1039467.45	1223	1344
ERR1039463.21554	1	64
ERR1039473.66171	2	0
ERR1039477.53636	1	10
ERR1039466.32308	1	0
ERR1039472.14304	1	0
ERR1039471.67549	1	473
ERR1039471.69981	1	0
ERR1039472.65633	1	31
ERR1039472.67734	1	7
ERR1039477.46476	1	17
ERR1039467.78372	1	0
ERR1039468.31435	1	325
ERR1039463.42132	1	0
ERR1039471.7246	1	173
ERR1039473.52518	1	11
ERR1039473.57375	1	0
ERR1039467.12105	1	39
ERR1039461.63080	1	10
ERR1039467.50923	1	23
ERR1039461.27829	1	88
ERR1039477.62180	1	89
ERR1039466.35986	1	10
ERR1039475.54221	1	2
ERR1039464.81468	1	264
ERR1039465.21875	1	157
ERR1039471.67195	1	60
ERR1039471.48540	1	24
ERR1039464.46555	1	7
ERR1039461.50931	1	23
ERR1039460.76546	1	5
ERR1039467.53109	1	197
ERR1039477.46149	1	142
ERR1039473.56053	1	57
ERR1039463.59575	1	147
ERR1039466.5291	1	255
ERR1039467.17409	1	3
ERR1039463.29438	1	1
ERR1039473.73292	1	47
ERR1039476.12931	1	36
ERR1039476.60292	2	290
ERR1039460.44958	1	1
ERR1039464.67816	1	103
ERR1039464.84624	1	11
ERR1039475.5299	1	12
ERR1039460.21127	1	31
ERR1039477.22886	1	72
ERR1039475.28249	1	5
ERR1039466.65072	1	0
ERR1039462.63431	1	61
ERR1039475.67440	1	4
ERR1039464.82595	1	32
ERR1039474.66705	1	49
ERR1039465.18966	1	38
ERR1039473.29851	1	2
ERR1039476.72846	1	0
ERR1039459.32987	1	166
ERR1039465.75479	1	476
ERR1039468.46111	1	642
ERR1039463.40757	1	245
ERR1039466.23257	1	76
ERR1039461.28282	1	184
ERR1039475.56529	1	14
ERR1039469.90761	1	1063
ERR1039477.16209	1	1
ERR1039476.19860	1	23
ERR1039474.44443	1	15
ERR1039473.51604	1	38
ERR1039460.82590	1	8
ERR1039475.64320	1	31
ERR1039462.53542	1	2075
ERR1039476.75778	1	359
ERR1039476.5420	1	0
ERR1039476.10007	1	1
ERR1039475.28892	1	2
ERR1039467.80545	1	0
ERR1039459.79374	1	391
ERR1039472.16278	1	21
ERR1039475.53156	1	17
ERR1039467.26349	1	93
ERR1039468.76502	1	478
ERR1039461.64896	2	991
ERR1039461.48225	4	10
ERR1039461.69819	1	1074
ERR1039466.76744	3	12
ERR1039473.25129	1	7
ERR1039466.5677	1	380
ERR1039468.43548	1	0
ERR1039473.7878	1	39
ERR1039473.78700	1	0
ERR1039463.77743	1	13
ERR1039466.71951	1	159
ERR1039459.76676	1	514
ERR1039472.35690	22	17
ERR1039463.42707	1	37
ERR1039477.6439	1	14
ERR1039469.1637	1	2
ERR1039461.16410	1	607
ERR1039477.36440	1	1
ERR1039472.17183	1	0
ERR1039472.64827	1	0
ERR1039463.35245	1	74
ERR1039471.82623	1	0
ERR1039468.28814	1	61
ERR1039477.51627	1	12
ERR1039474.56320	1	0
ERR1039472.13073	1	131
ERR1039472.23292	1	0
ERR1039476.65020	1	11
ERR1039468.80684	1	220
ERR1039463.92201	1	109
ERR1039469.80915	1	35
ERR1039466.17847	1	0
ERR1039474.29329	2	163
ERR1039463.18823	1	11
ERR1039462.62921	1	129
ERR1039465.80552	1	41
ERR1039471.51259	1	0
ERR1039472.71233	19	67
ERR1039477.69902	1	2
ERR1039476.12604	1	50
ERR1039477.65435	1	223
ERR1039476.39654	1	38
ERR1039474.7813	1	15
ERR1039466.59449	1	20
ERR1039476.36895	1	5
ERR1039472.11838	7	15
ERR1039466.74395	1	3
ERR1039472.70882	1	72
ERR1039475.16343	1	1
ERR1039469.50398	1	517
ERR1039466.7739	3	1270
ERR1039476.11034	1	0
ERR1039460.16674	1	72
ERR1039462.80048	1	248
ERR1039477.54651	2	28
ERR1039474.61734	1	39
ERR1039477.64204	1	62
ERR1039471.10965	1	17
ERR1039464.245	2	6
ERR1039474.28245	1	19
ERR1039469.65970	1	966
ERR1039474.47005	1	1
ERR1039462.49552	1	1521
ERR1039477.15337	1	80
ERR1039473.80810	1	28
ERR1039463.15966	1	18
ERR1039461.77651	1	613
ERR1039476.46382	1	5
ERR1039473.54821	1	37
ERR1039476.3374	1	4
ERR1039472.23663	7	3
ERR1039476.69715	1	102
ERR1039476.86435	1	30
ERR1039468.37177	1	15
ERR1039465.68777	1	20
ERR1039472.70233	1	2
ERR1039473.8116	1	23
ERR1039459.58853	1	586
ERR1039473.17825	1	388
ERR1039465.79201	1	55
ERR1039460.13483	1	10
ERR1039473.76111	1	1
ERR1039474.50191	1	40
ERR1039459.77545	1	36
ERR1039473.50676	1	38
ERR1039472.11787	6	20
ERR1039475.52419	1	10
ERR1039473.64940	2	30
ERR1039473.41449	1	140
ERR1039471.13984	1	232
ERR1039471.42863	1	7
ERR1039473.48062	1	22
ERR1039467.49331	1	11
ERR1039460.58938	1	800
ERR1039468.3813	1	73
ERR1039477.67003	1	1
ERR1039476.80817	1	0
ERR1039475.65911	1	32
ERR1039463.30698	1	13
ERR1039473.30871	1	53
ERR1039473.59950	1	556
ERR1039461.34926	1	70
ERR1039468.77192	1	183
ERR1039461.74537	1	562
ERR1039462.7350	1	2
ERR1039475.2810	1	102
ERR1039467.40823	1	311
ERR1039466.41762	18	12
ERR1039474.48036	5	10
ERR1039461.52646	1	39
ERR1039474.9173	1	19
ERR1039476.20663	1	15
ERR1039463.63878	1	365
ERR1039477.48076	1	13
ERR1039472.8237	1	2
ERR1039468.39427	2	640
ERR1039467.72243	1	5
ERR1039467.54830	1	4
ERR1039473.18137	1	4
ERR1039477.27616	1	1
ERR1039476.78819	1	4
ERR1039459.57979	1	233
ERR1039474.63249	1	3
ERR1039462.56510	1	0
ERR1039464.5488	1	258
ERR1039474.68096	1	37
ERR1039477.62118	1	111
ERR1039460.77095	1	11
ERR1039472.15679	1	101
ERR1039465.92371	1	3
ERR1039473.37718	1	1
ERR1039477.23731	1	3
ERR1039477.52942	4	5
ERR1039476.82852	1	6
ERR1039474.59021	1	12
ERR1039459.61931	1	25
ERR1039464.67783	1	237
ERR1039468.77788	1	40
ERR1039477.60730	4	12
ERR1039461.6764	1	46
ERR1039475.38283	1	191
ERR1039473.41891	12	71
ERR1039468.17837	1	13
ERR1039459.6676	1	38
ERR1039476.73821	1	3
ERR1039466.27287	1	182
ERR1039461.52553	1	31
ERR1039471.78307	1	8
ERR1039467.77806	1	84
ERR1039467.25046	7	79
ERR1039460.17450	1	6
ERR1039477.16298	1	1
ERR1039476.13519	1	120
ERR1039460.26934	1	0
ERR1039477.47404	1	0
ERR1039474.45800	1	12
ERR1039475.48610	1	3
ERR1039463.75335	1	8
ERR1039468.18110	1	101
ERR1039463.54525	1	185
ERR1039474.49124	2	0
ERR1039473.64709	1	0
ERR1039477.18467	1	9
ERR1039475.58430	1	0
ERR1039474.23670	1	33
ERR1039461.24501	1	2
ERR1039476.53018	1	8
ERR1039464.55390	1	0
ERR1039461.34107	1	134
ERR1039476.70234	1	0
ERR1039473.80225	1	16
ERR1039477.69128	2	2
ERR1039460.7460	1	13
ERR1039464.83416	1	4
ERR1039471.16655	1	3
ERR1039471.39913	1	1
ERR1039462.79161	1	84
ERR1039460.59476	1	41
ERR1039472.25873	1	10
ERR1039460.27904	1	374
ERR1039475.25860	1	1268
ERR1039476.59509	1	0
ERR1039474.60455	1	16
ERR1039460.73433	2	317
ERR1039476.74573	1	7
ERR1039469.4549	1	35
ERR1039462.37072	1	0
ERR1039475.57988	1	8
ERR1039471.13127	1	12
ERR1039468.59435	1	198
ERR1039461.68701	1	119
ERR1039475.72250	1	5
ERR1039466.25257	1	17
ERR1039466.58191	1	28
ERR1039476.18509	1	26
ERR1039462.20870	1	174
ERR1039469.20948	17	44
ERR1039475.23159	1	25
ERR1039462.81691	1	207
ERR1039467.25503	1	2
ERR1039474.42132	1	3
ERR1039476.8827	1	107
ERR1039476.66578	1	73
ERR1039472.54249	1	22
ERR1039477.16721	1	13
ERR1039462.89239	1	30
ERR1039461.51256	1	352
ERR1039476.15001	2	9
ERR1039477.47070	1	15
ERR1039460.33144	1	158
ERR1039477.42719	1	2
ERR1039472.73690	1	46
ERR1039471.55471	1	6
ERR1039464.29399	1	520
ERR1039473.53451	1	234
ERR1039477.38136	1	1
ERR1039464.15469	1	0
ERR1039473.11713	1	94
ERR1039466.68468	1	113
ERR1039461.37819	3	1535
ERR1039473.44037	7	8
ERR1039460.43159	1	0
ERR1039476.17517	1	0
ERR1039473.36896	1	8
ERR1039474.37344	11	5
ERR1039465.18784	1	340
ERR1039463.66372	1	390
ERR1039474.48278	1	40
ERR1039476.7163	1	361
ERR1039471.78681	1	82
ERR1039476.42472	1	16
ERR1039472.8516	1	1
ERR1039464.79542	1	456
ERR1039473.35917	1	0
ERR1039474.59122	1	34
ERR1039475.31806	1	20
ERR1039463.11003	1	156
ERR1039467.39250	1	324
ERR1039475.20847	1	74
ERR1039475.74114	1	26
ERR1039471.75429	1	25
ERR1039466.13224	1	19
ERR1039474.54907	1	109
ERR1039476.3894	1	50
ERR1039464.33219	1	2
ERR1039472.29855	2	14
ERR1039461.12590	1	10
ERR1039473.33588	1	7
ERR1039461.946	1	3
ERR1039474.29881	1	0
ERR1039465.60667	1	52
ERR1039465.91582	1	212
ERR1039475.64917	1	0
ERR1039477.33780	3	3
ERR1039476.78172	1	14
ERR1039461.61997	1	93
ERR1039477.70110	1	59
ERR1039461.55186	1	194
ERR1039473.20289	1	0
ERR1039476.50804	1	67
ERR1039467.32670	1	0
ERR1039472.7261	1	5
ERR1039471.28097	1	109
ERR1039461.24869	3	169
ERR1039474.29422	1	33
ERR1039476.56461	1	10
ERR1039471.59350	4	0
ERR1039469.86663	1	158
ERR1039475.68577	1	16
ERR1039468.28462	1	196
ERR1039471.62274	4	3
ERR1039472.1785	1	78
ERR1039474.36666	1	56
ERR1039459.43866	1	4
ERR1039476.48708	1	13
ERR1039475.72122	1	97
ERR1039463.49344	1	66
ERR1039476.56081	1	0
ERR1039471.49335	1	34
ERR1039464.64872	1	23
ERR1039468.62516	1	606
ERR1039460.73229	1	238
ERR1039473.81191	1	0
ERR1039467.30558	1	76
ERR1039467.83471	1	20
ERR1039466.48080	1	19
ERR1039474.58682	1	85
ERR1039465.80465	1	220
ERR1039476.73338	1	282
ERR1039471.92180	1	43
ERR1039463.88633	1	31
ERR1039463.40539	29	11
ERR1039476.39568	1	205
ERR1039464.63825	1	173
ERR1039462.87878	1	5
ERR1039464.10805	1	139
ERR1039472.38147	1	45
ERR1039468.67758	1	2783
ERR1039461.33653	1	1
ERR1039461.55376	1	169
ERR1039468.64656	1	22
ERR1039469.30477	1	238
ERR1039475.74387	1	33
ERR1039466.16797	1	117
ERR1039459.39549	1	7
ERR1039474.23205	1	0
ERR1039473.31016	1	17
ERR1039476.5048	1	5
ERR1039461.9173	1	173
ERR1039469.4210	1	1109
ERR1039477.17200	1	0
ERR1039473.50829	1	0
ERR1039475.46465	1	11
ERR1039465.22183	1	82
ERR1039476.3825	1	8
ERR1039477.37098	1	9
ERR1039474.44757	1	1
ERR1039460.81895	1	19
ERR1039475.61240	1	8
ERR1039477.10976	1	33
ERR1039475.27754	1	56
ERR1039476.23889	1	0
ERR1039472.34166	1	521
ERR1039473.10628	1	1
ERR1039474.48552	1	114
ERR1039475.12832	1	25
ERR1039476.87925	1	26
ERR1039465.56785	1	27
ERR1039468.62887	1	799
ERR1039466.75487	1	135
ERR1039475.37344	1	8
ERR1039467.82549	1	764
ERR1039474.35698	36	11
ERR1039472.74955	1	17
ERR1039473.33768	1	10
ERR1039474.55313	1	8
ERR1039476.67243	1	30
ERR1039472.52144	1	29
ERR1039477.52057	1	288
ERR1039473.62624	1	56
ERR1039464.75927	1	233
ERR1039471.72028	1	2
ERR1039460.207	1	18
ERR1039475.2315	61	72
ERR1039461.29280	1	0
ERR1039467.73449	1	56
ERR1039462.3652	1	329
ERR1039466.45333	1	14
ERR1039469.27584	1	87
ERR1039460.71427	1	38
ERR1039475.48718	2	142
ERR1039466.30961	1	229
ERR1039473.66263	1	43
ERR1039465.31203	2	4
ERR1039463.85386	1	178
ERR1039474.41330	1	70
ERR1039475.9129	1	1
ERR1039476.62719	1	1
ERR1039471.52885	1	2
ERR1039473.80811	1	25
ERR1039471.63617	1	4
ERR1039476.74317	1	0
ERR1039476.67047	1	54
ERR1039459.48032	1	601
ERR1039475.15908	1	9
ERR1039473.62797	12	40
ERR1039477.36597	2	5
ERR1039476.22708	1	1
ERR1039460.33218	1	555
ERR1039474.10723	1	0
ERR1039461.51521	1	934
ERR1039477.5	1	1
ERR1039473.2885	1	2
ERR1039462.76696	1	39
ERR1039473.69402	1	1108
ERR1039475.63932	1	1
ERR1039464.19898	1	51
ERR1039476.83592	1	0
ERR1039474.65918	1	24
ERR1039467.9175	1	310
ERR1039464.67262	1	3
ERR1039473.64036	10	12
ERR1039476.73268	1	2
ERR1039463.88269	1	8
ERR1039469.3607	1	1506
ERR1039473.29797	1	7
ERR1039467.73032	1	0
ERR1039471.43898	5	27
ERR1039460.77269	1	40
ERR1039471.13365	1	555
ERR1039477.27938	1	9
ERR1039477.66597	1	65
ERR1039471.90122	1	11
ERR1039471.25292	1	78
ERR1039476.16819	1	85
ERR1039476.76490	1	2
ERR1039467.46031	1	13
ERR1039472.36184	1	106
ERR1039469.69138	1	2
ERR1039460.18930	1	301
ERR1039471.29749	1	212
ERR1039471.67782	1	404
ERR1039477.20850	1	22
ERR1039465.57586	1	0
ERR1039473.42866	1	1986
ERR1039464.84600	1	2
ERR1039463.90124	1	599
ERR1039465.36998	1	61
ERR1039459.36208	1	7
ERR1039466.27844	1	6
ERR1039474.64914	1	332
ERR1039468.76503	1	5
ERR1039468.49912	1	296
ERR1039471.61278	1	7
ERR1039474.38250	4	11
ERR1039471.74403	1	5
ERR1039472.10064	1	176
ERR1039460.64702	1	0
ERR1039459.5693	1	186
ERR1039468.60150	1	2
ERR1039461.66085	1	6
ERR1039477.47044	1	0
ERR1039471.26231	1	2
ERR1039465.21073	1	30
ERR1039474.34179	1	5
ERR1039474.50856	1	10
ERR1039474.27763	1	78
ERR1039472.54063	1	0
ERR1039473.80584	1	177
ERR1039471.26599	2	123
ERR1039468.59558	1	118
ERR1039473.56951	1	29
ERR1039476.12290	1	21
ERR1039477.57739	1	9
ERR1039464.82739	1	0
ERR1039476.45049	1	6
ERR1039463.56307	1	509
ERR1039476.10770	1	50
ERR1039460.60494	1	81
ERR1039460.59096	1	536
ERR1039463.85596	1	28
ERR1039467.65432	1	1287
ERR1039471.77130	1	1
ERR1039467.57656	1	428
ERR1039474.12980	39	37
ERR1039473.66378	7	18
ERR1039466.64163	1	334
ERR1039465.88752	1	2186
ERR1039469.50785	2	174
ERR1039473.63880	1	4
ERR1039468.31680	1	403
ERR1039477.52039	1	191
ERR1039473.49564	1	23
ERR1039473.78874	1	387
ERR1039473.52290	1	223
ERR1039477.13588	1	42
ERR1039472.43524	1	315
ERR1039465.12465	1	289
ERR1039460.30589	1	435
ERR1039460.65608	1	133
ERR1039471.42840	1	14
ERR1039472.75113	1	217
ERR1039473.8553	7	18
ERR1039474.66955	1	13
ERR1039466.54798	1	154
ERR1039475.3652	2	7
ERR1039468.79059	1	164
ERR1039461.17187	1	4
ERR1039475.72625	1	1024
ERR1039469.78749	1	175
ERR1039472.72334	3	88
ERR1039474.12440	8	5
ERR1039476.39955	2	24
ERR1039467.5509	1	13
ERR1039471.74345	1	97
ERR1039477.47199	1	0
ERR1039463.70862	1	1078
ERR1039472.51177	1	349
ERR1039463.86179	1	98
ERR1039472.69650	1	967
ERR1039467.31100	1	60
ERR1039469.9809	1	38
ERR1039463.64534	1	267
ERR1039475.52832	1	16
ERR1039477.63792	1	10
ERR1039476.87908	1	18
ERR1039465.85847	1	17
ERR1039477.37952	1	198
ERR1039471.4615	1	4
ERR1039472.65390	1	29
ERR1039459.6830	1	192
ERR1039471.27049	1	26
ERR1039471.9968	1	22
ERR1039462.9196	1	243
ERR1039462.15356	1	210
ERR1039464.189	118	53
ERR1039474.37875	1	6
ERR1039471.64884	1	33
ERR1039459.71236	1	79
ERR1039472.43607	1	1
ERR1039464.47483	1	1628
ERR1039476.75959	1	1
ERR1039461.66264	1	2
ERR1039477.58374	1	2
ERR1039469.60601	1	85
ERR1039459.9855	1	152
ERR1039461.64881	1	51
ERR1039475.51112	1	1
ERR1039476.13808	1	5
ERR1039473.49726	1	67
ERR1039471.64539	2	88
ERR1039465.74883	1	5
ERR1039464.78693	1	411
ERR1039461.32547	1	0
ERR1039462.52113	2	31
ERR1039473.35611	1	12
ERR1039468.60283	1	85
ERR1039473.74714	1	676
ERR1039467.38257	1	0
ERR1039467.16114	1	64
ERR1039473.1489	1	15
ERR1039471.61885	1	21
ERR1039475.57224	1	0
ERR1039472.34427	1	13
ERR1039468.9852	1	23
ERR1039467.50017	1	14
ERR1039476.56159	1	6
ERR1039471.53144	13	4
ERR1039474.63849	1	1
ERR1039466.11232	1	184
ERR1039459.51505	1	71
ERR1039477.10286	1	0
ERR1039471.68780	1	22
ERR1039473.30688	1	1
ERR1039475.48148	6	60
ERR1039471.89957	1	2
ERR1039472.38224	1	15
ERR1039464.24495	1	5
ERR1039469.2018	1	1
ERR1039466.51818	1	312
ERR1039469.21002	1	299
ERR1039473.67283	1	4
ERR1039462.26800	1	13
ERR1039469.73521	4	0
ERR1039469.90825	1	303
ERR1039467.59732	1	55
ERR1039477.21818	1	14
ERR1039475.1756	1	21
ERR1039461.8782	1	0
ERR1039474.19180	1	12
ERR1039468.59819	1	0
ERR1039461.21549	1	195
ERR1039463.8581	1	19
ERR1039476.26433	1	6
ERR1039468.76461	1	373
ERR1039476.30579	1	18
ERR1039474.27390	1	3
ERR1039477.12238	3	401
ERR1039465.68901	1	14
ERR1039475.55103	1	4
ERR1039467.83395	1	16
ERR1039473.77848	1	23
ERR1039467.36285	1	92
ERR1039474.48980	1	155
ERR1039471.81033	1	5
ERR1039466.56453	1	77
ERR1039467.24961	1	44
ERR1039473.1076	1	9
ERR1039476.18584	1	18
ERR1039463.34999	1	553
ERR1039469.89296	1	31
ERR1039477.32142	1	62
ERR1039475.70918	1	1
ERR1039477.29034	1	38
ERR1039463.28804	1	291
ERR1039471.85888	1	1026
ERR1039475.66053	1	28
ERR1039461.67787	1	476
ERR1039463.92297	1	15
ERR1039462.11416	1	11
ERR1039462.63397	1	119
ERR1039473.18233	1	67
ERR1039473.81935	1	1156
ERR1039464.8284	1	88
ERR1039473.59764	1	24
ERR1039460.54385	1	643
ERR1039459.2067	1	373
ERR1039463.66604	1	328
ERR1039475.54773	1	0
ERR1039476.85120	14	23
ERR1039477.53701	1	3
ERR1039468.41391	1	34
ERR1039472.66533	1	46
ERR1039472.8171	1	212
ERR1039461.49797	2	51
ERR1039460.52855	1	123
ERR1039465.2042	1	102
ERR1039476.2657	1	155
ERR1039461.52538	1	181
ERR1039460.21397	1	527
ERR1039461.24169	132	39
ERR1039476.65829	7	46
ERR1039466.73269	1	2
ERR1039472.49135	1	0
ERR1039473.35887	1	2
ERR1039464.84660	2	24
ERR1039459.3187	1	24
ERR1039475.72759	1	4
ERR1039473.66980	1	2
ERR1039465.65797	1	17
ERR1039465.91292	1	1
ERR1039477.15044	1	4
ERR1039471.70154	1	4
ERR1039473.28053	1	2
ERR1039476.35038	1	0
ERR1039467.71186	2	70
ERR1039476.82834	1	24
ERR1039464.50416	2	50
ERR1039467.16207	1	1454
ERR1039461.29536	1	263
ERR1039471.37156	3	107
ERR1039468.69510	1	1
ERR1039472.47972	8	23
ERR1039474.61807	1	38
ERR1039473.46420	1	98
ERR1039474.48340	18	14
ERR1039473.77647	1	41
ERR1039472.47477	7	4
ERR1039463.48766	1	24
ERR1039473.68281	2	10
ERR1039473.17561	1	468
ERR1039475.69606	42	469
ERR1039477.12823	2	19
ERR1039466.46727	1	2
ERR1039459.57162	1	23
ERR1039475.67522	1	12
ERR1039477.46397	1	404
ERR1039463.21089	1	12
ERR1039477.40234	5	3
ERR1039461.67887	1	9
ERR1039473.21938	1	25
ERR1039462.85995	1	707
ERR1039463.31013	1	164
ERR1039459.15778	1	186
ERR1039475.9804	1	6
ERR1039477.27749	1	23
ERR1039477.46723	1	47
ERR1039459.62899	1	31
ERR1039472.70508	1	242
ERR1039464.51519	1	0
ERR1039466.76665	1	703
ERR1039471.67015	1	0
ERR1039474.62998	1	84
ERR1039476.55971	1	27
ERR1039475.33388	3	53
ERR1039469.8566	1	244
ERR1039475.71838	1	0
ERR1039460.24950	1	41
ERR1039471.65598	1	5
ERR1039473.14784	1	7
ERR1039476.76129	1	0
ERR1039472.38573	1	4
ERR1039473.41610	1	0
ERR1039471.90928	1	8
ERR1039472.50236	1	1
ERR1039462.32069	8	855
ERR1039465.40875	7	6
ERR1039467.22872	1	7
ERR1039476.19717	1	0
ERR1039467.23735	1	453
ERR1039476.53633	1	28
ERR1039474.32624	2	2
ERR1039460.33354	1	3
ERR1039476.73179	1	5
ERR1039465.515	1	860
ERR1039459.7940	4	41
ERR1039459.45553	30	13
ERR1039473.58273	1	30
ERR1039468.80871	1	546
ERR1039473.66836	1	9
ERR1039469.85640	1	176
ERR1039476.39029	1	0
ERR1039469.57878	1	3
ERR1039466.75419	1	1
ERR1039471.66288	1	10
ERR1039473.51981	5	23
ERR1039469.45361	1	95
ERR1039468.29117	1	11
ERR1039469.40527	4	8
ERR1039471.73992	1	19
ERR1039466.30599	1	0
ERR1039477.16011	1	26
ERR1039476.70221	1	32
ERR1039468.25977	1	481
ERR1039477.10521	3	21
ERR1039473.74526	1	301
ERR1039464.78204	1	91
ERR1039467.63857	1	4
ERR1039473.67433	3	6
ERR1039462.84540	1	4
ERR1039473.77038	1	1
ERR1039473.50965	3	17
ERR1039477.72050	1	1178
ERR1039471.83761	1	29
ERR1039469.76247	1	0
ERR1039469.58218	1	56
ERR1039464.23780	1	19
ERR1039475.30508	3	13
ERR1039467.76085	1	5
ERR1039471.29260	1	97
ERR1039473.57788	1	438
ERR1039474.18085	1	2
ERR1039460.78400	1	67
ERR1039475.58717	1	1000
ERR1039459.27264	1	16
ERR1039472.20885	1	54
ERR1039462.35872	1	86
ERR1039474.30514	1	36
ERR1039471.22975	1	0
ERR1039463.32620	1	346
ERR1039473.78665	1	112
ERR1039467.61521	1	251
ERR1039471.5487	64	189
ERR1039471.28073	1	5
ERR1039471.44062	12	12
ERR1039473.13701	1	4
ERR1039477.20166	1	3
ERR1039474.50351	1	14
ERR1039474.47331	1	8
ERR1039469.66316	1	177
ERR1039461.70269	1	21
ERR1039460.46969	1	0
ERR1039475.13020	3	77
ERR1039476.54375	1	1
ERR1039476.85974	1	0
ERR1039464.16934	1	115
ERR1039471.87926	4	149
ERR1039461.11984	1	0
ERR1039462.85440	1	4
ERR1039477.12924	1	0
ERR1039468.27307	1	119
ERR1039475.19163	1	0
ERR1039473.64273	1	9
ERR1039473.9172	1	17
ERR1039468.58346	1	853
ERR1039461.31286	1	398
ERR1039464.44361	1	2
ERR1039464.50499	1	966
ERR1039473.57118	1	59
ERR1039476.14988	1	3
ERR1039476.39639	1	4
ERR1039471.64540	1	6
ERR1039474.44020	1	26
ERR1039461.64787	1	199
ERR1039473.66689	1	472
ERR1039468.27647	1	0
ERR1039463.61719	62	9
ERR1039469.80465	1	257
ERR1039466.8604	1	20
ERR1039464.29470	1	14
ERR1039467.66744	1	15
ERR1039464.55220	1	532
ERR1039471.79095	1	6
ERR1039462.81792	1	0
ERR1039476.39726	1	313
ERR1039467.76726	1	852
ERR1039476.72243	1	3
ERR1039469.34674	1	465
ERR1039473.72847	4	6
ERR1039475.53133	3	9
ERR1039474.6890	1	0
ERR1039471.83066	1	19
ERR1039464.81140	1	67
ERR1039459.44722	6	84
ERR1039462.64335	1	1033
ERR1039476.44306	1	0
ERR1039462.9198	1	7
ERR1039461.63801	1	8
ERR1039477.21150	1	3
ERR1039475.31343	1	5
ERR1039471.31781	1	0
ERR1039463.28118	1	296
ERR1039476.83357	1	13
ERR1039473.30843	1	6
ERR1039473.28471	1	112
ERR1039465.19377	1	55
ERR1039464.33298	1	7
ERR1039473.80194	1	13
ERR1039462.86854	2	130
ERR1039464.75416	1	31
ERR1039473.9260	1	22
ERR1039473.20382	1	0
ERR1039464.27885	1	22
ERR1039467.75453	1	677
ERR1039476.62165	1	19
ERR1039474.57892	1	0
ERR1039476.42632	1	2
ERR1039474.64810	1	0
ERR1039476.87102	1	3
ERR1039475.25617	1	0
ERR1039461.20160	1	170
ERR1039471.26358	1	44
ERR1039475.5259	1	7
ERR1039473.34902	1	10
ERR1039461.20252	1	982
ERR1039465.62679	1	423
ERR1039476.31997	1	43
ERR1039468.55752	1	1087
ERR1039469.72059	3	80
ERR1039475.72232	1	6
ERR1039472.44512	1	6
ERR1039469.82677	1	943
ERR1039477.39521	9	18
ERR1039459.80138	1	417
ERR1039465.28396	1	0
ERR1039461.25392	2	8
ERR1039466.25111	1	1224
ERR1039466.77651	1	6
ERR1039474.45783	1	104
ERR1039461.55083	1	30
ERR1039475.58257	1	4
ERR1039475.36237	1	9
ERR1039462.62795	1	910
ERR1039460.7014	1	0
ERR1039463.83075	1	2
ERR1039466.20049	1	23
ERR1039474.55681	1	18
ERR1039459.29870	1	441
ERR1039471.51534	1	2
ERR1039460.10733	1	14
ERR1039465.87388	1	0
ERR1039476.34820	1	632
ERR1039476.35130	1	8
ERR1039474.66470	1	348
ERR1039468.72059	1	0
ERR1039475.22414	1	1
ERR1039476.42182	1	47
ERR1039467.22316	1	13
ERR1039471.52518	4	10
ERR1039474.46597	1	5
ERR1039475.33526	1	1
ERR1039477.64790	1	2
ERR1039461.39371	1	120
ERR1039461.28405	1	0
ERR1039462.76582	1	0
ERR1039465.37549	1	12
ERR1039477.24050	1	570
ERR1039468.78162	1	40
ERR1039474.25585	1	95
ERR1039473.46270	1	21
ERR1039471.56086	1	13
ERR1039464.48626	2	205
ERR1039475.53737	3	13
ERR1039460.77520	1	14
ERR1039476.24474	11	32
ERR1039468.76225	1	2
ERR1039473.16538	1	23
ERR1039460.25027	1	1492
ERR1039460.33843	1	127
ERR1039461.52722	1	7
ERR1039460.31139	2	43
ERR1039476.29426	1	23
ERR1039462.21607	1	31
ERR1039477.16694	1	19
ERR1039468.41046	1	1160
ERR1039471.75291	1	18
ERR1039459.41767	1	3
ERR1039472.9417	1	10
ERR1039476.39618	3	27
ERR1039464.7222	1	21
ERR1039473.65285	1	2
ERR1039465.28527	1	558
ERR1039472.60618	1	31
ERR1039475.43029	1	36
ERR1039473.7587	1	0
ERR1039474.25296	1	9
ERR1039471.23149	1	7
ERR1039472.50744	1	6
ERR1039476.61727	1	12
ERR1039460.63113	1	0
ERR1039475.29711	34	7
ERR1039476.61354	1	13
ERR1039474.17538	1	22
ERR1039467.79451	1	108
ERR1039473.16025	1	0
ERR1039463.92819	1	29
ERR1039468.31635	1	76
ERR1039476.73925	2	9
ERR1039476.64305	1	49
ERR1039473.57907	1	12
ERR1039476.13200	1	204
ERR1039476.22667	1	18
ERR1039463.82469	1	0
ERR1039476.87478	2	55
ERR1039461.66727	1	3
ERR1039474.26519	1	0
ERR1039468.8663	1	13
ERR1039476.25808	5	7
ERR1039474.62804	1	20
ERR1039467.4158	1	14
ERR1039464.59494	1	1515
ERR1039462.33712	1	14
