iter	label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	dataset	ref	region	seed	method	printref	ref_weight	ref_frac	sample_frac
1	0.03	0.03	8923	7549530	2292330000	952210	2236720	0.7714	0.9996	0.888	0.999	0.888	0.9986	0.827	0.8256	mouse	NA	NA	3	open	FALSE	simple	0.2	0.8
1	0.03	0.03	2670	7544380	1826490000	951635	2073570	0.7844	0.9995	0.888	0.9989	0.888	0.9984	0.8338	0.833	mouse	NA	NA	3	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	8881	7391860	2291410000	923739	2394390	0.7553	0.9996	0.8889	0.999	0.8889	0.9986	0.8187	0.8167	mouse	NA	NA	4	open	FALSE	simple	0.2	0.8
1	0.03	0.03	2649	7385840	1814660000	923144	2229390	0.7681	0.9995	0.8889	0.9988	0.8889	0.9983	0.8255	0.8241	mouse	NA	NA	4	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	8885	7523160	2292040000	964091	2263090	0.7687	0.9996	0.8864	0.999	0.8864	0.9986	0.8248	0.8234	mouse	NA	NA	5	open	FALSE	simple	0.2	0.8
1	0.03	0.03	2672	7517980	1823670000	963544	2117760	0.7802	0.9995	0.8864	0.9988	0.8864	0.9983	0.8308	0.8299	mouse	NA	NA	5	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	8829	7559300	2291860000	945568	2226950	0.7724	0.9996	0.8888	0.999	0.8888	0.9986	0.8279	0.8266	mouse	NA	NA	6	open	FALSE	simple	0.2	0.8
1	0.03	0.03	2635	7553010	1808360000	944864	2063000	0.7855	0.9995	0.8888	0.9989	0.8888	0.9983	0.8347	0.8339	mouse	NA	NA	6	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	8820	7599700	2291970000	969648	2186550	0.7766	0.9996	0.8868	0.999	0.8868	0.9986	0.8292	0.8281	mouse	NA	NA	7	open	FALSE	simple	0.2	0.8
1	0.03	0.03	2607	7593730	1808630000	968934	2024950	0.7895	0.9995	0.8868	0.9989	0.8868	0.9984	0.8359	0.8353	mouse	NA	NA	7	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	8905	7591010	2291910000	959932	2195230	0.7757	0.9996	0.8877	0.999	0.8877	0.9986	0.8292	0.8279	mouse	NA	NA	8	open	FALSE	simple	0.2	0.8
1	0.03	0.03	2651	7586110	1828890000	959380	2049770	0.7873	0.9995	0.8877	0.9989	0.8877	0.9984	0.8352	0.8345	mouse	NA	NA	8	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	8915	7540460	2290900000	958814	2245780	0.7705	0.9996	0.8872	0.999	0.8872	0.9986	0.8261	0.8247	mouse	NA	NA	9	open	FALSE	simple	0.2	0.8
1	0.03	0.03	2649	7534750	1814510000	958198	2077660	0.7839	0.9995	0.8872	0.9989	0.8872	0.9983	0.8331	0.8323	mouse	NA	NA	9	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	8953	7561010	2292000000	943404	2225240	0.7726	0.9996	0.8891	0.999	0.8891	0.9986	0.8281	0.8268	mouse	NA	NA	10	open	FALSE	simple	0.2	0.8
1	0.03	0.03	2657	7555280	1816320000	942806	2072580	0.7847	0.9995	0.8891	0.9989	0.8891	0.9983	0.8345	0.8336	mouse	NA	NA	10	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	8843	7578610	2289650000	980659	2207640	0.7744	0.9996	0.8854	0.999	0.8854	0.9986	0.8274	0.8262	mouse	NA	NA	1	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2284	7571680	1757100000	979856	2001010	0.791	0.9994	0.8854	0.9989	0.8854	0.9983	0.836	0.8355	mouse	NA	NA	1	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8742	7555330	2288390000	959365	2230910	0.772	0.9996	0.8873	0.999	0.8873	0.9986	0.827	0.8257	mouse	NA	NA	2	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2298	7548470	1762480000	958514	2021430	0.7888	0.9995	0.8873	0.9989	0.8873	0.9983	0.8358	0.8352	mouse	NA	NA	2	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8800	7606040	2288420000	994807	2180200	0.7772	0.9996	0.8843	0.999	0.8843	0.9986	0.8284	0.8273	mouse	NA	NA	3	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2249	7599320	1756310000	993995	1982160	0.7931	0.9994	0.8843	0.9989	0.8843	0.9983	0.8367	0.8362	mouse	NA	NA	3	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8881	7519900	2289420000	944657	2266350	0.7684	0.9996	0.8884	0.999	0.8884	0.9986	0.8255	0.8241	mouse	NA	NA	4	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2282	7513100	1757610000	943836	2064840	0.7844	0.9995	0.8884	0.9988	0.8884	0.9983	0.834	0.8332	mouse	NA	NA	4	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8844	7586640	2287890000	982764	2199610	0.7752	0.9996	0.8853	0.999	0.8853	0.9986	0.8278	0.8266	mouse	NA	NA	5	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2278	7580030	1763410000	981983	1995700	0.7916	0.9994	0.8853	0.9989	0.8853	0.9983	0.8363	0.8358	mouse	NA	NA	5	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8809	7407130	2288800000	953085	2379110	0.7569	0.9996	0.886	0.999	0.886	0.9986	0.8182	0.8164	mouse	NA	NA	6	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2291	7400120	1758380000	952156	2173640	0.773	0.9995	0.886	0.9988	0.886	0.9982	0.8267	0.8256	mouse	NA	NA	6	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8863	7532140	2289010000	1015080	2254100	0.7697	0.9996	0.8812	0.999	0.8812	0.9986	0.8229	0.8217	mouse	NA	NA	7	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2216	7524440	1742490000	1014130	2031390	0.7874	0.9994	0.8812	0.9988	0.8812	0.9983	0.8321	0.8317	mouse	NA	NA	7	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8796	7580370	2290330000	979788	2205870	0.7746	0.9996	0.8855	0.999	0.8855	0.9986	0.8275	0.8264	mouse	NA	NA	8	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2237	7573560	1753660000	978951	1998130	0.7912	0.9994	0.8855	0.9989	0.8855	0.9983	0.8362	0.8357	mouse	NA	NA	8	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8839	7338920	2288320000	955459	2447320	0.7499	0.9996	0.8848	0.9989	0.8848	0.9985	0.8139	0.8118	mouse	NA	NA	9	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2302	7332640	1766520000	954657	2255810	0.7647	0.9995	0.8848	0.9987	0.8848	0.9982	0.8217	0.8204	mouse	NA	NA	9	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8833	7588300	2288020000	983514	2197950	0.7754	0.9996	0.8853	0.999	0.8853	0.9986	0.8278	0.8267	mouse	NA	NA	10	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	2323	7581500	1763270000	982725	2010720	0.7904	0.9994	0.8853	0.9989	0.8853	0.9983	0.8356	0.8351	mouse	NA	NA	10	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	8207	7630660	2291920000	1019750	2155590	0.7797	0.9996	0.8821	0.9991	0.8821	0.9986	0.8287	0.8278	mouse	NA	NA	1	open	FALSE	distance	0.2	0.8
1	0.03	0.03	872	7581580	1274790000	1012810	1837930	0.8049	0.9992	0.8822	0.9986	0.8822	0.9978	0.8415	0.8417	mouse	NA	NA	1	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	8218	7535140	2290850000	1009280	2251110	0.77	0.9996	0.8819	0.999	0.8819	0.9986	0.8233	0.8221	mouse	NA	NA	2	open	FALSE	distance	0.2	0.8
1	0.03	0.03	864	7482470	1260340000	1001360	1935190	0.7945	0.9992	0.882	0.9985	0.882	0.9977	0.836	0.836	mouse	NA	NA	2	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	8182	7260680	2291770000	971708	2525560	0.7419	0.9996	0.882	0.9989	0.882	0.9985	0.8082	0.8059	mouse	NA	NA	3	open	FALSE	distance	0.2	0.8
1	0.03	0.03	863	7213600	1277410000	965691	2221210	0.7646	0.9992	0.8819	0.9983	0.8819	0.9975	0.8199	0.8191	mouse	NA	NA	3	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	8255	7607660	2291540000	990265	2178580	0.7774	0.9996	0.8848	0.9991	0.8848	0.9986	0.8287	0.8276	mouse	NA	NA	4	open	FALSE	distance	0.2	0.8
1	0.03	0.03	885	7553330	1269030000	983013	1883350	0.8004	0.9992	0.8848	0.9985	0.8848	0.9978	0.8405	0.8405	mouse	NA	NA	4	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	8215	7618270	2291250000	1012440	2167980	0.7785	0.9996	0.8827	0.9991	0.8827	0.9986	0.8283	0.8273	mouse	NA	NA	5	open	FALSE	distance	0.2	0.8
1	0.03	0.03	883	7568960	1274780000	1005680	1862660	0.8025	0.9992	0.8827	0.9985	0.8827	0.9978	0.8405	0.8407	mouse	NA	NA	5	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	8215	7629740	2291180000	1018200	2156500	0.7796	0.9996	0.8823	0.9991	0.8823	0.9986	0.8287	0.8278	mouse	NA	NA	6	open	FALSE	distance	0.2	0.8
1	0.03	0.03	872	7584560	1286510000	1012010	1850210	0.8039	0.9992	0.8823	0.9986	0.8823	0.9978	0.8411	0.8413	mouse	NA	NA	6	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	8254	7630440	2291920000	1017220	2155810	0.7797	0.9996	0.8824	0.9991	0.8824	0.9986	0.8288	0.8279	mouse	NA	NA	7	open	FALSE	distance	0.2	0.8
1	0.03	0.03	885	7578980	1275690000	1010330	1849200	0.8039	0.9992	0.8824	0.9986	0.8824	0.9978	0.8411	0.8413	mouse	NA	NA	7	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	8173	7566440	2290660000	990084	2219810	0.7732	0.9996	0.8843	0.999	0.8843	0.9986	0.8262	0.825	mouse	NA	NA	8	open	FALSE	distance	0.2	0.8
1	0.03	0.03	900	7516540	1278420000	983159	1905210	0.7978	0.9992	0.8843	0.9985	0.8843	0.9978	0.8388	0.8388	mouse	NA	NA	8	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	8177	7592150	2291220000	977281	2194100	0.7758	0.9996	0.886	0.999	0.886	0.9986	0.8284	0.8272	mouse	NA	NA	9	open	FALSE	distance	0.2	0.8
1	0.03	0.03	877	7539640	1268130000	970244	1892570	0.7994	0.9992	0.886	0.9985	0.886	0.9978	0.8404	0.8404	mouse	NA	NA	9	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	8210	7598500	2291660000	1009030	2187750	0.7764	0.9996	0.8828	0.999	0.8828	0.9986	0.8272	0.8262	mouse	NA	NA	10	open	FALSE	distance	0.2	0.8
1	0.03	0.03	882	7553560	1286380000	1003020	1871370	0.8014	0.9992	0.8828	0.9985	0.8828	0.9978	0.84	0.8401	mouse	NA	NA	10	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	75959	8187970	22781800000	1932290	4450660	0.6479	0.9999	0.8091	0.9998	0.8091	0.9997	0.7239	0.7195	soil	NA	NA	1	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14869	8158170	10989900000	1929140	3923930	0.6752	0.9998	0.8088	0.9996	0.8088	0.9995	0.7387	0.736	soil	NA	NA	1	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	75888	8194700	22775700000	2006320	4443930	0.6484	0.9999	0.8033	0.9998	0.8033	0.9997	0.7216	0.7176	soil	NA	NA	2	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14574	8164350	10920500000	2003010	3927890	0.6752	0.9998	0.803	0.9996	0.803	0.9995	0.7361	0.7336	soil	NA	NA	2	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	76051	8260470	22778700000	2000660	4378170	0.6536	0.9999	0.805	0.9998	0.805	0.9997	0.7252	0.7214	soil	NA	NA	3	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14724	8231670	11027800000	1997650	3868260	0.6803	0.9998	0.8047	0.9996	0.8047	0.9995	0.7396	0.7373	soil	NA	NA	3	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	76094	8215400	22796300000	1966120	4423230	0.65	0.9999	0.8069	0.9998	0.8069	0.9997	0.7241	0.72	soil	NA	NA	4	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14642	8183840	10890100000	1962820	3888840	0.6779	0.9998	0.8066	0.9996	0.8066	0.9995	0.7392	0.7366	soil	NA	NA	4	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	76006	8233960	22801800000	1991980	4404680	0.6515	0.9999	0.8052	0.9998	0.8052	0.9997	0.7241	0.7202	soil	NA	NA	5	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14664	8203820	10957100000	1988800	3892030	0.6782	0.9998	0.8049	0.9996	0.8049	0.9995	0.7386	0.7361	soil	NA	NA	5	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	76067	8206330	22780500000	1981330	4432300	0.6493	0.9999	0.8055	0.9998	0.8055	0.9997	0.7231	0.719	soil	NA	NA	6	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14650	8176760	10958400000	1978090	3903760	0.6769	0.9998	0.8052	0.9996	0.8052	0.9995	0.738	0.7355	soil	NA	NA	6	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	76157	8212970	22781300000	1941530	4425660	0.6498	0.9999	0.8088	0.9998	0.8088	0.9997	0.7248	0.7207	soil	NA	NA	7	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14604	8183250	10964700000	1938500	3911740	0.6766	0.9998	0.8085	0.9996	0.8085	0.9995	0.7393	0.7367	soil	NA	NA	7	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	76020	8255640	22781900000	2038540	4382990	0.6532	0.9999	0.802	0.9998	0.802	0.9997	0.7236	0.72	soil	NA	NA	8	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14767	8225430	10980000000	2035350	3873270	0.6799	0.9998	0.8016	0.9996	0.8016	0.9995	0.738	0.7357	soil	NA	NA	8	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	76208	8229320	22805900000	1991670	4409320	0.6511	0.9999	0.8051	0.9998	0.8051	0.9997	0.7239	0.72	soil	NA	NA	9	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14720	8199180	10929400000	1988510	3898170	0.6778	0.9998	0.8048	0.9996	0.8048	0.9995	0.7383	0.7358	soil	NA	NA	9	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	76208	8207390	22815500000	1982490	4431240	0.6494	0.9999	0.8054	0.9998	0.8054	0.9997	0.7231	0.719	soil	NA	NA	10	open	FALSE	simple	0.2	0.8
1	0.03	0.03	14670	8177290	10935400000	1979330	3899200	0.6771	0.9998	0.8051	0.9996	0.8051	0.9995	0.7381	0.7356	soil	NA	NA	10	closed	FALSE	simple	0.2	0.8
1	0.03	0.03	75600	8306190	22813500000	2286370	4332440	0.6572	0.9999	0.7842	0.9998	0.7842	0.9997	0.7177	0.7151	soil	NA	NA	1	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	13072	8275660	10705400000	2282970	3702760	0.6909	0.9998	0.7838	0.9997	0.7838	0.9994	0.7356	0.7344	soil	NA	NA	1	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	75634	8301500	22795900000	2105320	4337130	0.6568	0.9999	0.7977	0.9998	0.7977	0.9997	0.7237	0.7204	soil	NA	NA	2	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	13114	8270680	10669400000	2101900	3715300	0.69	0.9998	0.7974	0.9997	0.7974	0.9995	0.7415	0.7398	soil	NA	NA	2	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	75806	8266780	22810600000	2124480	4371860	0.6541	0.9999	0.7956	0.9998	0.7956	0.9997	0.7212	0.7179	soil	NA	NA	3	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	12987	8235860	10658300000	2121100	3764910	0.6863	0.9998	0.7952	0.9996	0.7952	0.9994	0.7385	0.7367	soil	NA	NA	3	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	75802	8301850	22812100000	2170220	4336790	0.6569	0.9999	0.7928	0.9998	0.7928	0.9997	0.7215	0.7184	soil	NA	NA	4	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	13069	8270340	10680700000	2166650	3711120	0.6903	0.9998	0.7924	0.9997	0.7924	0.9995	0.7393	0.7378	soil	NA	NA	4	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	75563	8317120	22797100000	2167150	4321510	0.6581	0.9999	0.7933	0.9998	0.7933	0.9997	0.7224	0.7194	soil	NA	NA	5	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	13171	8288190	10755000000	2163930	3718660	0.6903	0.9998	0.793	0.9997	0.793	0.9995	0.7396	0.7381	soil	NA	NA	5	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	75581	8306590	22802900000	2135700	4332040	0.6572	0.9999	0.7955	0.9998	0.7955	0.9997	0.7229	0.7198	soil	NA	NA	6	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	13154	8275540	10703400000	2132240	3723780	0.6897	0.9998	0.7951	0.9997	0.7951	0.9995	0.7403	0.7387	soil	NA	NA	6	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	75359	8672550	22819600000	2803990	3966080	0.6862	0.9999	0.7557	0.9998	0.7557	0.9997	0.72	0.7193	soil	NA	NA	7	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	13055	8642300	10749100000	2800670	3339340	0.7213	0.9997	0.7552	0.9997	0.7552	0.9994	0.7378	0.7379	soil	NA	NA	7	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	75702	8380000	22813800000	2189010	4258630	0.663	0.9999	0.7929	0.9998	0.7929	0.9997	0.7249	0.7222	soil	NA	NA	8	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	13229	8349400	10728300000	2185590	3647960	0.6959	0.9998	0.7925	0.9997	0.7925	0.9995	0.7424	0.7411	soil	NA	NA	8	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	75479	8273060	22818100000	2327770	4365580	0.6546	0.9999	0.7804	0.9998	0.7804	0.9997	0.7146	0.712	soil	NA	NA	9	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	13016	8242730	10690300000	2324460	3727150	0.6886	0.9998	0.78	0.9997	0.78	0.9994	0.7326	0.7315	soil	NA	NA	9	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	75874	8315330	22836000000	2158770	4323300	0.6579	0.9999	0.7939	0.9998	0.7939	0.9997	0.7226	0.7195	soil	NA	NA	10	open	FALSE	abundance	0.2	0.8
1	0.03	0.03	13171	8285180	10739500000	2155420	3730580	0.6895	0.9998	0.7936	0.9997	0.7936	0.9995	0.7394	0.7379	soil	NA	NA	10	closed	FALSE	abundance	0.2	0.8
1	0.03	0.03	70143	8149580	22036600000	1928780	4489050	0.6448	0.9999	0.8086	0.9998	0.8086	0.9997	0.7219	0.7175	soil	NA	NA	1	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5192	8026720	6180740000	1914010	4001750	0.6673	0.9997	0.8075	0.9994	0.8075	0.999	0.7336	0.7307	soil	NA	NA	1	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	70149	8186640	22050600000	1987690	4452000	0.6477	0.9999	0.8046	0.9998	0.8046	0.9997	0.7218	0.7177	soil	NA	NA	2	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5233	8067000	6246180000	1973590	3971530	0.6701	0.9997	0.8034	0.9994	0.8034	0.9991	0.7333	0.7307	soil	NA	NA	2	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	70101	8201320	22044100000	2014800	4437310	0.6489	0.9999	0.8028	0.9998	0.8028	0.9997	0.7216	0.7177	soil	NA	NA	3	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5181	8077260	6178100000	1999820	3942600	0.672	0.9997	0.8015	0.9994	0.8015	0.999	0.7334	0.7311	soil	NA	NA	3	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	69892	8213700	22037100000	2000240	4424930	0.6499	0.9999	0.8042	0.9998	0.8042	0.9997	0.7228	0.7188	soil	NA	NA	4	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5111	8088810	6135670000	1985600	3936840	0.6726	0.9997	0.8029	0.9994	0.8029	0.999	0.7344	0.732	soil	NA	NA	4	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	69921	8195880	22029400000	2018470	4442760	0.6485	0.9999	0.8024	0.9998	0.8024	0.9997	0.7212	0.7173	soil	NA	NA	5	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5096	8074340	6200700000	2003820	3950660	0.6715	0.9997	0.8012	0.9994	0.8012	0.999	0.733	0.7306	soil	NA	NA	5	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	70013	8201020	22030000000	2031800	4437610	0.6489	0.9999	0.8014	0.9998	0.8014	0.9997	0.721	0.7171	soil	NA	NA	6	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5242	8078970	6224440000	2017330	3959980	0.6711	0.9997	0.8002	0.9994	0.8002	0.999	0.7323	0.73	soil	NA	NA	6	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	70148	8212050	22031900000	2012810	4426580	0.6498	0.9999	0.8031	0.9998	0.8031	0.9997	0.7223	0.7184	soil	NA	NA	7	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5091	8090470	6199260000	1998280	3931010	0.673	0.9997	0.8019	0.9994	0.8019	0.999	0.7342	0.7318	soil	NA	NA	7	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	69924	8167420	22029800000	1984580	4471210	0.6462	0.9999	0.8045	0.9998	0.8045	0.9997	0.7209	0.7167	soil	NA	NA	8	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5127	8046000	6178340000	1970270	3985040	0.6688	0.9997	0.8033	0.9994	0.8033	0.999	0.7325	0.7299	soil	NA	NA	8	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	69883	8153870	22016200000	1991440	4484760	0.6452	0.9999	0.8037	0.9998	0.8037	0.9997	0.7199	0.7158	soil	NA	NA	9	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5178	8031620	6173000000	1977170	3994110	0.6679	0.9997	0.8025	0.9994	0.8025	0.999	0.7316	0.729	soil	NA	NA	9	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	70082	8189770	22035500000	1972780	4448860	0.648	0.9999	0.8059	0.9998	0.8059	0.9997	0.7225	0.7184	soil	NA	NA	10	open	FALSE	distance	0.2	0.8
1	0.03	0.03	5155	8065980	6186480000	1957950	3964930	0.6704	0.9997	0.8047	0.9994	0.8047	0.999	0.734	0.7314	soil	NA	NA	10	closed	FALSE	distance	0.2	0.8
1	0.03	0.03	41512	41447500	33541100000	5145970	13843100	0.7496	0.9998	0.8896	0.9996	0.8896	0.9994	0.8163	0.8136	human	NA	NA	1	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14891	41436000	27087300000	5144740	13310800	0.7569	0.9998	0.8896	0.9995	0.8896	0.9993	0.8202	0.8179	human	NA	NA	1	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41313	42293400	33539800000	5883390	12997200	0.7649	0.9998	0.8779	0.9996	0.8779	0.9994	0.8192	0.8175	human	NA	NA	2	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14804	42282000	27106600000	5882190	12476500	0.7722	0.9998	0.8779	0.9995	0.8779	0.9993	0.823	0.8216	human	NA	NA	2	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41327	42189300	33529600000	5981270	13101300	0.763	0.9998	0.8758	0.9996	0.8758	0.9994	0.8172	0.8156	human	NA	NA	3	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14757	42178100	27119100000	5980120	12578900	0.7703	0.9998	0.8758	0.9995	0.8758	0.9993	0.821	0.8197	human	NA	NA	3	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41371	42402100	33529400000	5983300	12888500	0.7669	0.9998	0.8763	0.9996	0.8763	0.9994	0.8195	0.818	human	NA	NA	4	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14788	42390600	27132400000	5982150	12355700	0.7743	0.9998	0.8763	0.9995	0.8763	0.9993	0.8234	0.8222	human	NA	NA	4	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41321	39692900	33534200000	5273090	15597700	0.7179	0.9998	0.8827	0.9995	0.8827	0.9994	0.7958	0.7918	human	NA	NA	5	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14846	39681400	27106800000	5271850	15047600	0.7251	0.9998	0.8827	0.9994	0.8827	0.9993	0.7997	0.7962	human	NA	NA	5	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41399	42421200	33538700000	6015760	12869400	0.7672	0.9998	0.8758	0.9996	0.8758	0.9994	0.8195	0.8179	human	NA	NA	6	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14792	42410100	27130500000	6014560	12327200	0.7748	0.9998	0.8758	0.9995	0.8758	0.9993	0.8234	0.8222	human	NA	NA	6	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41557	41529200	33536600000	5215550	13761400	0.7511	0.9998	0.8884	0.9996	0.8884	0.9994	0.8166	0.814	human	NA	NA	7	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14893	41518500	27190300000	5214410	13238300	0.7582	0.9998	0.8884	0.9995	0.8884	0.9993	0.8204	0.8182	human	NA	NA	7	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41425	42362800	33540200000	5996110	12927800	0.7662	0.9998	0.876	0.9996	0.876	0.9994	0.819	0.8174	human	NA	NA	8	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14924	42352100	27210300000	5994990	12395700	0.7736	0.9998	0.876	0.9995	0.876	0.9993	0.8229	0.8216	human	NA	NA	8	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41348	41061000	33523800000	5556410	14229700	0.7426	0.9998	0.8808	0.9996	0.8808	0.9994	0.8085	0.8058	human	NA	NA	9	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14801	41049800	27135600000	5555210	13705700	0.7497	0.9998	0.8808	0.9995	0.8808	0.9993	0.8123	0.81	human	NA	NA	9	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41552	40471500	33549200000	5577900	14819200	0.732	0.9998	0.8789	0.9996	0.8789	0.9994	0.8018	0.7987	human	NA	NA	10	open	FALSE	simple	0.3	0.7
1	0.03	0.03	14953	40460100	27145100000	5576680	14296400	0.7389	0.9998	0.8789	0.9995	0.8789	0.9993	0.8055	0.8028	human	NA	NA	10	closed	FALSE	simple	0.3	0.7
1	0.03	0.03	41717	42479900	33554000000	6219500	12810700	0.7683	0.9998	0.8723	0.9996	0.8723	0.9994	0.8184	0.817	human	NA	NA	1	open	FALSE	abundance	0.3	0.7
1	0.03	0.03	13195	42466000	26416700000	6217880	12085800	0.7785	0.9998	0.8723	0.9995	0.8723	0.9993	0.8237	0.8227	human	NA	NA	1	closed	FALSE	abundance	0.3	0.7
1	0.03	0.03	41592	42441500	33543700000	6128500	12849100	0.7676	0.9998	0.8738	0.9996	0.8738	0.9994	0.8187	0.8173	human	NA	NA	2	open	FALSE	abundance	0.3	0.7
1	0.03	0.03	13113	42427900	26426300000	6126930	12091400	0.7782	0.9998	0.8738	0.9995	0.8738	0.9993	0.8243	0.8233	human	NA	NA	2	closed	FALSE	abundance	0.3	0.7
